predictor,grain,horizon_weeks,unit,tier,level,n,mean_actual,measured_coverage,coverage_error,quotable
seasonal,district,1,Narsingdi,low,0.8,125,49.76,0.624,-0.176,True
seasonal,district,1,Narsingdi,low,0.95,125,49.76,0.744,-0.206,True
seasonal,district,1,Natore,low,0.5,125,10.82,0.672,0.172,True
seasonal,district,1,Natore,low,0.8,125,10.82,0.808,0.008,True
seasonal,district,1,Natore,low,0.95,125,10.82,0.896,-0.054,True
seasonal,district,1,Netrokona,low,0.5,125,8.71,0.664,0.164,True
seasonal,district,1,Netrokona,low,0.8,125,8.71,0.824,0.024,True
seasonal,district,1,Netrokona,low,0.95,125,8.71,0.928,-0.022,True
seasonal,district,1,Nilphamari,low,0.5,125,8.69,0.656,0.156,True
seasonal,district,1,Nilphamari,low,0.8,125,8.69,0.816,0.016,True
seasonal,district,1,Nilphamari,low,0.95,125,8.69,0.92,-0.03,True
seasonal,district,1,Noakhali,low,0.5,125,20.62,0.608,0.108,True
seasonal,district,1,Noakhali,low,0.8,125,20.62,0.704,-0.096,True
seasonal,district,1,Noakhali,low,0.95,125,20.62,0.896,-0.054,True
seasonal,district,1,Pabna,medium,0.5,125,35.24,0.528,0.028,True
seasonal,district,1,Pabna,medium,0.8,125,35.24,0.752,-0.048,True
seasonal,district,1,Pabna,medium,0.95,125,35.24,0.904,-0.046,True
seasonal,district,1,Panchagarh,low,0.5,125,2.31,0.792,0.292,True
seasonal,district,1,Panchagarh,low,0.8,125,2.31,0.888,0.088,True
seasonal,district,1,Panchagarh,low,0.95,125,2.31,0.992,0.042,True
seasonal,district,1,Patuakhali,medium,0.5,125,85.08,0.304,-0.196,True
seasonal,district,1,Patuakhali,medium,0.8,125,85.08,0.68,-0.12,True
seasonal,district,1,Patuakhali,medium,0.95,125,85.08,0.8,-0.15,True
seasonal,district,1,Pirojpur,medium,0.5,125,71.74,0.472,-0.028,True
seasonal,district,1,Pirojpur,medium,0.8,125,71.74,0.656,-0.144,True
seasonal,district,1,Pirojpur,medium,0.95,125,71.74,0.744,-0.206,True
seasonal,district,1,Rajbari,low,0.5,125,35.06,0.52,0.02,True
seasonal,district,1,Rajbari,low,0.8,125,35.06,0.56,-0.24,True
seasonal,district,1,Rajbari,low,0.95,125,35.06,0.728,-0.222,True
seasonal,district,1,Rajshahi,medium,0.5,125,51.12,0.528,0.028,True
seasonal,district,1,Rajshahi,medium,0.8,125,51.12,0.648,-0.152,True
seasonal,district,1,Rajshahi,medium,0.95,125,51.12,0.768,-0.182,True
seasonal,district,1,Rangamati,low,0.5,125,5.34,0.648,0.148,True
seasonal,district,1,Rangamati,low,0.8,125,5.34,0.792,-0.008,True
seasonal,district,1,Rangamati,low,0.95,125,5.34,0.944,-0.006,True
seasonal,district,1,Rangpur,low,0.5,125,11.5,0.6,0.1,True
seasonal,district,1,Rangpur,low,0.8,125,11.5,0.688,-0.112,True
seasonal,district,1,Rangpur,low,0.95,125,11.5,0.864,-0.086,True
seasonal,district,1,Satkhira,low,0.5,125,14.48,0.536,0.036,True
seasonal,district,1,Satkhira,low,0.8,125,14.48,0.624,-0.176,True
seasonal,district,1,Satkhira,low,0.95,125,14.48,0.848,-0.102,True
seasonal,district,1,Shariatpur,low,0.5,125,29.42,0.504,0.004,True
seasonal,district,1,Shariatpur,low,0.8,125,29.42,0.576,-0.224,True
seasonal,district,1,Shariatpur,low,0.95,125,29.42,0.8,-0.15,True
seasonal,district,1,Sherpur,low,0.5,125,12.94,0.56,0.06,True
seasonal,district,1,Sherpur,low,0.8,125,12.94,0.68,-0.12,True
seasonal,district,1,Sherpur,low,0.95,125,12.94,0.896,-0.054,True
seasonal,district,1,Sirajganj,low,0.5,125,39.43,0.592,0.092,True
seasonal,district,1,Sirajganj,low,0.8,125,39.43,0.632,-0.168,True
seasonal,district,1,Sirajganj,low,0.95,125,39.43,0.736,-0.214,True
seasonal,district,1,Sunamganj,low,0.5,125,1.06,0.808,0.308,True
seasonal,district,1,Sunamganj,low,0.8,125,1.06,0.848,0.048,True
seasonal,district,1,Sunamganj,low,0.95,125,1.06,1.0,0.05,True
seasonal,district,1,Sylhet,low,0.5,125,6.59,0.632,0.132,True
seasonal,district,1,Sylhet,low,0.8,125,6.59,0.752,-0.048,True
seasonal,district,1,Sylhet,low,0.95,125,6.59,0.856,-0.094,True
seasonal,district,1,Tangail,low,0.5,125,34.3,0.504,0.004,True
seasonal,district,1,Tangail,low,0.8,125,34.3,0.704,-0.096,True
seasonal,district,1,Tangail,low,0.95,125,34.3,0.888,-0.062,True
seasonal,district,1,Thakurgaon,low,0.5,125,3.18,0.736,0.236,True
seasonal,district,1,Thakurgaon,low,0.8,125,3.18,0.856,0.056,True
seasonal,district,1,Thakurgaon,low,0.95,125,3.18,0.936,-0.014,True
seasonal,district,2,Bagerhat,low,0.5,124,15.84,0.5806,0.0806,True
seasonal,district,2,Bagerhat,low,0.8,124,15.84,0.6371,-0.1629,True
seasonal,district,2,Bagerhat,low,0.95,124,15.84,0.8306,-0.1194,True
seasonal,district,2,Bandarban,medium,0.5,124,11.58,0.5,0.0,True
seasonal,district,2,Bandarban,medium,0.8,124,11.58,0.8952,0.0952,True
seasonal,district,2,Bandarban,medium,0.95,124,11.58,0.9839,0.0339,True
seasonal,district,2,Barguna,medium,0.5,124,104.01,0.25,-0.25,True
seasonal,district,2,Barguna,medium,0.8,124,104.01,0.6613,-0.1387,True
seasonal,district,2,Barguna,medium,0.95,124,104.01,0.8952,-0.0548,True
seasonal,district,2,Barishal,high,0.5,124,125.71,0.379,-0.121,True
seasonal,district,2,Barishal,high,0.8,124,125.71,0.6532,-0.1468,True
seasonal,district,2,Barishal,high,0.95,124,125.71,0.7823,-0.1677,True
seasonal,district,2,Bhola,medium,0.5,124,37.99,0.4677,-0.0323,True
seasonal,district,2,Bhola,medium,0.8,124,37.99,0.7339,-0.0661,True
seasonal,district,2,Bhola,medium,0.95,124,37.99,0.879,-0.071,True
seasonal,district,2,Bogura,low,0.5,124,18.64,0.621,0.121,True
seasonal,district,2,Bogura,low,0.8,124,18.64,0.6694,-0.1306,True
seasonal,district,2,Bogura,low,0.95,124,18.64,0.8226,-0.1274,True
seasonal,district,2,Brahmanbaria,low,0.5,124,16.93,0.6048,0.1048,True
seasonal,district,2,Brahmanbaria,low,0.8,124,16.93,0.75,-0.05,True
seasonal,district,2,Brahmanbaria,low,0.95,124,16.93,0.879,-0.071,True
seasonal,district,2,Chandpur,medium,0.5,124,62.42,0.2339,-0.2661,True
seasonal,district,2,Chandpur,medium,0.8,124,62.42,0.7097,-0.0903,True
seasonal,district,2,Chandpur,medium,0.95,124,62.42,0.8548,-0.0952,True
seasonal,district,2,Chapai Nawabganj,low,0.5,124,24.79,0.5565,0.0565,True
seasonal,district,2,Chapai Nawabganj,low,0.8,124,24.79,0.6774,-0.1226,True
seasonal,district,2,Chapai Nawabganj,low,0.95,124,24.79,0.8952,-0.0548,True
seasonal,district,2,Chattogram,high,0.5,124,153.06,0.2742,-0.2258,True
seasonal,district,2,Chattogram,high,0.8,124,153.06,0.5726,-0.2274,True
seasonal,district,2,Chattogram,high,0.95,124,153.06,0.7661,-0.1839,True
seasonal,district,2,Chuadanga,low,0.5,124,8.73,0.6694,0.1694,True
seasonal,district,2,Chuadanga,low,0.8,124,8.73,0.7823,-0.0177,True
seasonal,district,2,Chuadanga,low,0.95,124,8.73,0.879,-0.071,True
seasonal,district,2,Cox's Bazar,high,0.5,124,60.04,0.3871,-0.1129,True
seasonal,district,2,Cox's Bazar,high,0.8,124,60.04,0.7581,-0.0419,True
seasonal,district,2,Cox's Bazar,high,0.95,124,60.04,1.0,0.05,True
seasonal,district,2,Cumilla,medium,0.5,124,64.48,0.3629,-0.1371,True
seasonal,district,2,Cumilla,medium,0.8,124,64.48,0.7339,-0.0661,True
seasonal,district,2,Cumilla,medium,0.95,124,64.48,0.8387,-0.1113,True
seasonal,district,2,Dhaka,high,0.5,124,1219.56,0.0403,-0.4597,True
seasonal,district,2,Dhaka,high,0.8,124,1219.56,0.4113,-0.3887,True
seasonal,district,2,Dhaka,high,0.95,124,1219.56,0.5484,-0.4016,True
seasonal,district,2,Dinajpur,low,0.5,124,8.26,0.5887,0.0887,True
seasonal,district,2,Dinajpur,low,0.8,124,8.26,0.7177,-0.0823,True
seasonal,district,2,Dinajpur,low,0.95,124,8.26,0.8629,-0.0871,True
seasonal,district,2,Faridpur,medium,0.5,124,70.69,0.5,0.0,True
seasonal,district,2,Faridpur,medium,0.8,124,70.69,0.6371,-0.1629,True
seasonal,district,2,Faridpur,medium,0.95,124,70.69,0.75,-0.2,True
seasonal,district,2,Feni,medium,0.5,124,21.58,0.4597,-0.0403,True
seasonal,district,2,Feni,medium,0.8,124,21.58,0.7823,-0.0177,True
seasonal,district,2,Feni,medium,0.95,124,21.58,0.9435,-0.0065,True
seasonal,district,2,Gaibandha,low,0.5,124,9.94,0.6694,0.1694,True
seasonal,district,2,Gaibandha,low,0.8,124,9.94,0.7823,-0.0177,True
seasonal,district,2,Gaibandha,low,0.95,124,9.94,0.8952,-0.0548,True
seasonal,district,2,Gazipur,medium,0.5,124,85.49,0.4113,-0.0887,True
seasonal,district,2,Gazipur,medium,0.8,124,85.49,0.6694,-0.1306,True
seasonal,district,2,Gazipur,medium,0.95,124,85.49,0.8226,-0.1274,True
seasonal,district,2,Gopalganj,low,0.5,124,27.97,0.6129,0.1129,True
seasonal,district,2,Gopalganj,low,0.8,124,27.97,0.6774,-0.1226,True
seasonal,district,2,Gopalganj,low,0.95,124,27.97,0.7823,-0.1677,True
seasonal,district,2,Habiganj,low,0.5,124,5.58,0.7581,0.2581,True
seasonal,district,2,Habiganj,low,0.8,124,5.58,0.8952,0.0952,True
seasonal,district,2,Habiganj,low,0.95,124,5.58,0.9435,-0.0065,True
seasonal,district,2,Jamalpur,low,0.5,124,20.01,0.6048,0.1048,True
seasonal,district,2,Jamalpur,low,0.8,124,20.01,0.7581,-0.0419,True
seasonal,district,2,Jamalpur,low,0.95,124,20.01,0.9113,-0.0387,True
seasonal,district,2,Jashore,medium,0.5,124,50.94,0.4677,-0.0323,True
seasonal,district,2,Jashore,medium,0.8,124,50.94,0.6694,-0.1306,True
seasonal,district,2,Jashore,medium,0.95,124,50.94,0.8629,-0.0871,True
seasonal,district,2,Jhalokati,low,0.5,124,12.37,0.6694,0.1694,True
seasonal,district,2,Jhalokati,low,0.8,124,12.37,0.8145,0.0145,True
seasonal,district,2,Jhalokati,low,0.95,124,12.37,0.9274,-0.0226,True
seasonal,district,2,Jhenaidah,low,0.5,124,39.41,0.5645,0.0645,True
seasonal,district,2,Jhenaidah,low,0.8,124,39.41,0.629,-0.171,True
seasonal,district,2,Jhenaidah,low,0.95,124,39.41,0.7097,-0.2403,True
seasonal,district,2,Joypurhat,low,0.5,124,2.48,0.75,0.25,True
seasonal,district,2,Joypurhat,low,0.8,124,2.48,0.8226,0.0226,True
seasonal,district,2,Joypurhat,low,0.95,124,2.48,0.9435,-0.0065,True
seasonal,district,2,Khagrachhari,low,0.5,124,10.21,0.6129,0.1129,True
seasonal,district,2,Khagrachhari,low,0.8,124,10.21,0.8145,0.0145,True
seasonal,district,2,Khagrachhari,low,0.95,124,10.21,0.9355,-0.0145,True
seasonal,district,2,Khulna,medium,0.5,124,77.52,0.4194,-0.0806,True
seasonal,district,2,Khulna,medium,0.8,124,77.52,0.6613,-0.1387,True
seasonal,district,2,Khulna,medium,0.95,124,77.52,0.7984,-0.1516,True
seasonal,district,2,Kishoreganj,medium,0.5,124,22.61,0.4919,-0.0081,True
seasonal,district,2,Kishoreganj,medium,0.8,124,22.61,0.8871,0.0871,True
seasonal,district,2,Kishoreganj,medium,0.95,124,22.61,0.9758,0.0258,True
seasonal,district,2,Kurigram,low,0.5,124,6.54,0.6774,0.1774,True
seasonal,district,2,Kurigram,low,0.8,124,6.54,0.8226,0.0226,True
seasonal,district,2,Kurigram,low,0.95,124,6.54,0.9274,-0.0226,True
seasonal,district,2,Kushtia,medium,0.5,124,44.61,0.5081,0.0081,True
seasonal,district,2,Kushtia,medium,0.8,124,44.61,0.6855,-0.1145,True
seasonal,district,2,Kushtia,medium,0.95,124,44.61,0.8226,-0.1274,True
seasonal,district,2,Lakshmipur,low,0.5,124,61.89,0.4839,-0.0161,True
seasonal,district,2,Lakshmipur,low,0.8,124,61.89,0.5323,-0.2677,True
seasonal,district,2,Lakshmipur,low,0.95,124,61.89,0.6855,-0.2645,True
seasonal,district,2,Lalmonirhat,low,0.5,124,3.23,0.8226,0.3226,True
seasonal,district,2,Lalmonirhat,low,0.8,124,3.23,0.9113,0.1113,True
seasonal,district,2,Lalmonirhat,low,0.95,124,3.23,0.9597,0.0097,True
seasonal,district,2,Madaripur,medium,0.5,124,54.86,0.4194,-0.0806,True
seasonal,district,2,Madaripur,medium,0.8,124,54.86,0.6855,-0.1145,True
seasonal,district,2,Madaripur,medium,0.95,124,54.86,0.8145,-0.1355,True
seasonal,district,2,Magura,low,0.5,124,44.43,0.4919,-0.0081,True
seasonal,district,2,Magura,low,0.8,124,44.43,0.5565,-0.2435,True
seasonal,district,2,Magura,low,0.95,124,44.43,0.7097,-0.2403,True
seasonal,district,2,Manikganj,medium,0.5,124,124.22,0.371,-0.129,True
seasonal,district,2,Manikganj,medium,0.8,124,124.22,0.6452,-0.1548,True
seasonal,district,2,Manikganj,medium,0.95,124,124.22,0.7419,-0.2081,True
seasonal,district,2,Meherpur,low,0.5,124,21.67,0.5968,0.0968,True
seasonal,district,2,Meherpur,low,0.8,124,21.67,0.6774,-0.1226,True
seasonal,district,2,Meherpur,low,0.95,124,21.67,0.8306,-0.1194,True
seasonal,district,2,Moulvibazar,low,0.5,124,1.23,0.7903,0.2903,True
seasonal,district,2,Moulvibazar,low,0.8,124,1.23,0.8145,0.0145,True
seasonal,district,2,Moulvibazar,low,0.95,124,1.23,0.9839,0.0339,True
seasonal,district,2,Munshiganj,low,0.5,124,23.0,0.5565,0.0565,True
seasonal,district,2,Munshiganj,low,0.8,124,23.0,0.6452,-0.1548,True
seasonal,district,2,Munshiganj,low,0.95,124,23.0,0.871,-0.079,True
seasonal,district,2,Mymensingh,medium,0.5,124,39.99,0.3145,-0.1855,True
seasonal,district,2,Mymensingh,medium,0.8,124,39.99,0.6694,-0.1306,True
seasonal,district,2,Mymensingh,medium,0.95,124,39.99,0.8387,-0.1113,True
seasonal,district,2,Naogaon,low,0.5,124,8.51,0.6532,0.1532,True
seasonal,district,2,Naogaon,low,0.8,124,8.51,0.7903,-0.0097,True
seasonal,district,2,Naogaon,low,0.95,124,8.51,0.9355,-0.0145,True
seasonal,district,2,Narail,medium,0.5,124,28.46,0.4516,-0.0484,True
seasonal,district,2,Narail,medium,0.8,124,28.46,0.7258,-0.0742,True
seasonal,district,2,Narail,medium,0.95,124,28.46,0.9113,-0.0387,True
seasonal,district,2,Narayanganj,medium,0.5,124,40.66,0.5161,0.0161,True
seasonal,district,2,Narayanganj,medium,0.8,124,40.66,0.7903,-0.0097,True
seasonal,district,2,Narayanganj,medium,0.95,124,40.66,0.9919,0.0419,True
seasonal,district,2,Narsingdi,low,0.5,124,49.31,0.4758,-0.0242,True
seasonal,district,2,Narsingdi,low,0.8,124,49.31,0.6129,-0.1871,True
seasonal,district,2,Narsingdi,low,0.95,124,49.31,0.7419,-0.2081,True
seasonal,district,2,Natore,low,0.5,124,11.04,0.6452,0.1452,True
seasonal,district,2,Natore,low,0.8,124,11.04,0.7984,-0.0016,True
seasonal,district,2,Natore,low,0.95,124,11.04,0.8629,-0.0871,True
seasonal,district,2,Netrokona,low,0.5,124,8.69,0.6613,0.1613,True
seasonal,district,2,Netrokona,low,0.8,124,8.69,0.8226,0.0226,True
seasonal,district,2,Netrokona,low,0.95,124,8.69,0.9274,-0.0226,True
seasonal,district,2,Nilphamari,low,0.5,124,8.86,0.6774,0.1774,True
seasonal,district,2,Nilphamari,low,0.8,124,8.86,0.8468,0.0468,True
seasonal,district,2,Nilphamari,low,0.95,124,8.86,0.9355,-0.0145,True
seasonal,district,2,Noakhali,low,0.5,124,20.54,0.5806,0.0806,True
seasonal,district,2,Noakhali,low,0.8,124,20.54,0.6613,-0.1387,True
seasonal,district,2,Noakhali,low,0.95,124,20.54,0.8952,-0.0548,True
seasonal,district,2,Pabna,medium,0.5,124,35.35,0.5161,0.0161,True
seasonal,district,2,Pabna,medium,0.8,124,35.35,0.7258,-0.0742,True
seasonal,district,2,Pabna,medium,0.95,124,35.35,0.9032,-0.0468,True
seasonal,district,2,Panchagarh,low,0.5,124,2.28,0.8226,0.3226,True
seasonal,district,2,Panchagarh,low,0.8,124,2.28,0.8952,0.0952,True
seasonal,district,2,Panchagarh,low,0.95,124,2.28,0.9677,0.0177,True
seasonal,district,2,Patuakhali,medium,0.5,124,86.02,0.3387,-0.1613,True
seasonal,district,2,Patuakhali,medium,0.8,124,86.02,0.6855,-0.1145,True
seasonal,district,2,Patuakhali,medium,0.95,124,86.02,0.7984,-0.1516,True
seasonal,district,2,Pirojpur,medium,0.5,124,72.24,0.4113,-0.0887,True
seasonal,district,2,Pirojpur,medium,0.8,124,72.24,0.6532,-0.1468,True
seasonal,district,2,Pirojpur,medium,0.95,124,72.24,0.7339,-0.2161,True
seasonal,district,2,Rajbari,low,0.5,124,35.29,0.5403,0.0403,True
seasonal,district,2,Rajbari,low,0.8,124,35.29,0.5887,-0.2113,True
seasonal,district,2,Rajbari,low,0.95,124,35.29,0.7177,-0.2323,True
seasonal,district,2,Rajshahi,medium,0.5,124,51.04,0.5323,0.0323,True
seasonal,district,2,Rajshahi,medium,0.8,124,51.04,0.6452,-0.1548,True
seasonal,district,2,Rajshahi,medium,0.95,124,51.04,0.7742,-0.1758,True
seasonal,district,2,Rangamati,low,0.5,124,5.41,0.629,0.129,True
seasonal,district,2,Rangamati,low,0.8,124,5.41,0.7742,-0.0258,True
seasonal,district,2,Rangamati,low,0.95,124,5.41,0.9274,-0.0226,True
seasonal,district,2,Rangpur,low,0.5,124,11.46,0.5968,0.0968,True
seasonal,district,2,Rangpur,low,0.8,124,11.46,0.6855,-0.1145,True
seasonal,district,2,Rangpur,low,0.95,124,11.46,0.8548,-0.0952,True
seasonal,district,2,Satkhira,low,0.5,124,14.33,0.5403,0.0403,True
seasonal,district,2,Satkhira,low,0.8,124,14.33,0.629,-0.171,True
seasonal,district,2,Satkhira,low,0.95,124,14.33,0.8387,-0.1113,True
seasonal,district,2,Shariatpur,low,0.5,124,29.48,0.5161,0.0161,True
seasonal,district,2,Shariatpur,low,0.8,124,29.48,0.6048,-0.1952,True
seasonal,district,2,Shariatpur,low,0.95,124,29.48,0.7823,-0.1677,True
seasonal,district,2,Sherpur,low,0.5,124,12.79,0.629,0.129,True
seasonal,district,2,Sherpur,low,0.8,124,12.79,0.7177,-0.0823,True
seasonal,district,2,Sherpur,low,0.95,124,12.79,0.9032,-0.0468,True
seasonal,district,2,Sirajganj,low,0.5,124,39.6,0.6048,0.1048,True
seasonal,district,2,Sirajganj,low,0.8,124,39.6,0.6452,-0.1548,True
seasonal,district,2,Sirajganj,low,0.95,124,39.6,0.7581,-0.1919,True
seasonal,district,2,Sunamganj,low,0.5,124,1.04,0.8226,0.3226,True
seasonal,district,2,Sunamganj,low,0.8,124,1.04,0.8468,0.0468,True
seasonal,district,2,Sunamganj,low,0.95,124,1.04,0.9919,0.0419,True
seasonal,district,2,Sylhet,low,0.5,124,6.57,0.5968,0.0968,True
seasonal,district,2,Sylhet,low,0.8,124,6.57,0.7419,-0.0581,True
seasonal,district,2,Sylhet,low,0.95,124,6.57,0.8629,-0.0871,True
seasonal,district,2,Tangail,low,0.5,124,33.55,0.5645,0.0645,True
seasonal,district,2,Tangail,low,0.8,124,33.55,0.6855,-0.1145,True
seasonal,district,2,Tangail,low,0.95,124,33.55,0.9113,-0.0387,True
seasonal,district,2,Thakurgaon,low,0.5,124,3.28,0.7742,0.2742,True
seasonal,district,2,Thakurgaon,low,0.8,124,3.28,0.879,0.079,True
seasonal,district,2,Thakurgaon,low,0.95,124,3.28,0.9516,0.0016,True
seasonal,district,4,Bagerhat,low,0.5,123,15.71,0.5691,0.0691,True
seasonal,district,4,Bagerhat,low,0.8,123,15.71,0.6423,-0.1577,True
seasonal,district,4,Bagerhat,low,0.95,123,15.71,0.7886,-0.1614,True
seasonal,district,4,Bandarban,medium,0.5,123,11.13,0.4878,-0.0122,True
seasonal,district,4,Bandarban,medium,0.8,123,11.13,0.8699,0.0699,True
seasonal,district,4,Bandarban,medium,0.95,123,11.13,1.0,0.05,True
seasonal,district,4,Barguna,medium,0.5,123,106.6,0.2033,-0.2967,True
seasonal,district,4,Barguna,medium,0.8,123,106.6,0.6016,-0.1984,True
seasonal,district,4,Barguna,medium,0.95,123,106.6,0.9106,-0.0394,True
seasonal,district,4,Barishal,high,0.5,123,124.71,0.2927,-0.2073,True
seasonal,district,4,Barishal,high,0.8,123,124.71,0.6423,-0.1577,True
seasonal,district,4,Barishal,high,0.95,123,124.71,0.7561,-0.1939,True
seasonal,district,4,Bhola,medium,0.5,123,37.59,0.439,-0.061,True
seasonal,district,4,Bhola,medium,0.8,123,37.59,0.7073,-0.0927,True
seasonal,district,4,Bhola,medium,0.95,123,37.59,0.878,-0.072,True
seasonal,district,4,Bogura,low,0.5,123,18.24,0.5691,0.0691,True
seasonal,district,4,Bogura,low,0.8,123,18.24,0.5854,-0.2146,True
seasonal,district,4,Bogura,low,0.95,123,18.24,0.7805,-0.1695,True
seasonal,district,4,Brahmanbaria,low,0.5,123,16.54,0.5854,0.0854,True
seasonal,district,4,Brahmanbaria,low,0.8,123,16.54,0.7236,-0.0764,True
seasonal,district,4,Brahmanbaria,low,0.95,123,16.54,0.8455,-0.1045,True
seasonal,district,4,Chandpur,medium,0.5,123,62.03,0.2114,-0.2886,True
seasonal,district,4,Chandpur,medium,0.8,123,62.03,0.6585,-0.1415,True
seasonal,district,4,Chandpur,medium,0.95,123,62.03,0.8293,-0.1207,True
seasonal,district,4,Chapai Nawabganj,low,0.5,123,24.97,0.5041,0.0041,True
seasonal,district,4,Chapai Nawabganj,low,0.8,123,24.97,0.6423,-0.1577,True
seasonal,district,4,Chapai Nawabganj,low,0.95,123,24.97,0.8618,-0.0882,True
seasonal,district,4,Chattogram,high,0.5,123,151.28,0.2764,-0.2236,True
seasonal,district,4,Chattogram,high,0.8,123,151.28,0.5122,-0.2878,True
seasonal,district,4,Chattogram,high,0.95,123,151.28,0.7724,-0.1776,True
seasonal,district,4,Chuadanga,low,0.5,123,8.55,0.6829,0.1829,True
seasonal,district,4,Chuadanga,low,0.8,123,8.55,0.813,0.013,True
seasonal,district,4,Chuadanga,low,0.95,123,8.55,0.8618,-0.0882,True
seasonal,district,4,Cox's Bazar,high,0.5,123,57.12,0.3333,-0.1667,True
seasonal,district,4,Cox's Bazar,high,0.8,123,57.12,0.748,-0.052,True
seasonal,district,4,Cox's Bazar,high,0.95,123,57.12,1.0,0.05,True
seasonal,district,4,Cumilla,medium,0.5,123,63.64,0.3659,-0.1341,True
seasonal,district,4,Cumilla,medium,0.8,123,63.64,0.6667,-0.1333,True
seasonal,district,4,Cumilla,medium,0.95,123,63.64,0.8699,-0.0801,True
seasonal,district,4,Dhaka,high,0.5,123,1192.32,0.065,-0.435,True
seasonal,district,4,Dhaka,high,0.8,123,1192.32,0.3333,-0.4667,True
seasonal,district,4,Dhaka,high,0.95,123,1192.32,0.4959,-0.4541,True
seasonal,district,4,Dinajpur,low,0.5,123,7.89,0.5772,0.0772,True
seasonal,district,4,Dinajpur,low,0.8,123,7.89,0.7073,-0.0927,True
seasonal,district,4,Dinajpur,low,0.95,123,7.89,0.8211,-0.1289,True
seasonal,district,4,Faridpur,medium,0.5,123,69.28,0.4797,-0.0203,True
seasonal,district,4,Faridpur,medium,0.8,123,69.28,0.6341,-0.1659,True
seasonal,district,4,Faridpur,medium,0.95,123,69.28,0.7642,-0.1858,True
seasonal,district,4,Feni,medium,0.5,123,21.39,0.439,-0.061,True
seasonal,district,4,Feni,medium,0.8,123,21.39,0.7724,-0.0276,True
seasonal,district,4,Feni,medium,0.95,123,21.39,0.9431,-0.0069,True
seasonal,district,4,Gaibandha,low,0.5,123,9.9,0.6748,0.1748,True
seasonal,district,4,Gaibandha,low,0.8,123,9.9,0.7967,-0.0033,True
seasonal,district,4,Gaibandha,low,0.95,123,9.9,0.878,-0.072,True
seasonal,district,4,Gazipur,medium,0.5,123,85.44,0.3496,-0.1504,True
seasonal,district,4,Gazipur,medium,0.8,123,85.44,0.626,-0.174,True
seasonal,district,4,Gazipur,medium,0.95,123,85.44,0.7886,-0.1614,True
seasonal,district,4,Gopalganj,low,0.5,123,27.75,0.6016,0.1016,True
seasonal,district,4,Gopalganj,low,0.8,123,27.75,0.6504,-0.1496,True
seasonal,district,4,Gopalganj,low,0.95,123,27.75,0.7886,-0.1614,True
seasonal,district,4,Habiganj,low,0.5,123,5.41,0.8211,0.3211,True
seasonal,district,4,Habiganj,low,0.8,123,5.41,0.9106,0.1106,True
seasonal,district,4,Habiganj,low,0.95,123,5.41,0.9268,-0.0232,True
seasonal,district,4,Jamalpur,low,0.5,123,19.45,0.5528,0.0528,True
seasonal,district,4,Jamalpur,low,0.8,123,19.45,0.6748,-0.1252,True
seasonal,district,4,Jamalpur,low,0.95,123,19.45,0.8862,-0.0638,True
seasonal,district,4,Jashore,medium,0.5,123,50.72,0.4472,-0.0528,True
seasonal,district,4,Jashore,medium,0.8,123,50.72,0.6504,-0.1496,True
seasonal,district,4,Jashore,medium,0.95,123,50.72,0.8618,-0.0882,True
seasonal,district,4,Jhalokati,low,0.5,123,12.7,0.6423,0.1423,True
seasonal,district,4,Jhalokati,low,0.8,123,12.7,0.813,0.013,True
seasonal,district,4,Jhalokati,low,0.95,123,12.7,0.8699,-0.0801,True
seasonal,district,4,Jhenaidah,low,0.5,123,38.73,0.5528,0.0528,True
seasonal,district,4,Jhenaidah,low,0.8,123,38.73,0.6179,-0.1821,True
seasonal,district,4,Jhenaidah,low,0.95,123,38.73,0.7398,-0.2102,True
seasonal,district,4,Joypurhat,low,0.5,123,2.45,0.7805,0.2805,True
seasonal,district,4,Joypurhat,low,0.8,123,2.45,0.813,0.013,True
seasonal,district,4,Joypurhat,low,0.95,123,2.45,0.9431,-0.0069,True
seasonal,district,4,Khagrachhari,low,0.5,123,9.83,0.6098,0.1098,True
seasonal,district,4,Khagrachhari,low,0.8,123,9.83,0.7805,-0.0195,True
seasonal,district,4,Khagrachhari,low,0.95,123,9.83,0.9187,-0.0313,True
seasonal,district,4,Khulna,medium,0.5,123,72.78,0.3171,-0.1829,True
seasonal,district,4,Khulna,medium,0.8,123,72.78,0.6341,-0.1659,True
seasonal,district,4,Khulna,medium,0.95,123,72.78,0.7724,-0.1776,True
seasonal,district,4,Kishoreganj,medium,0.5,123,21.9,0.4309,-0.0691,True
seasonal,district,4,Kishoreganj,medium,0.8,123,21.9,0.878,0.078,True
seasonal,district,4,Kishoreganj,medium,0.95,123,21.9,0.9756,0.0256,True
seasonal,district,4,Kurigram,low,0.5,123,6.44,0.6829,0.1829,True
seasonal,district,4,Kurigram,low,0.8,123,6.44,0.8049,0.0049,True
seasonal,district,4,Kurigram,low,0.95,123,6.44,0.9024,-0.0476,True
seasonal,district,4,Kushtia,medium,0.5,123,43.49,0.4797,-0.0203,True
seasonal,district,4,Kushtia,medium,0.8,123,43.49,0.6829,-0.1171,True
seasonal,district,4,Kushtia,medium,0.95,123,43.49,0.8455,-0.1045,True
seasonal,district,4,Lakshmipur,low,0.5,123,61.8,0.4228,-0.0772,True
seasonal,district,4,Lakshmipur,low,0.8,123,61.8,0.4797,-0.3203,True
