predictor,grain,horizon_weeks,unit,tier,level,n,mean_actual,measured_coverage,coverage_error,quotable
seasonal,district,4,Lakshmipur,low,0.95,123,61.8,0.6748,-0.2752,True
seasonal,district,4,Lalmonirhat,low,0.5,123,3.23,0.813,0.313,True
seasonal,district,4,Lalmonirhat,low,0.8,123,3.23,0.878,0.078,True
seasonal,district,4,Lalmonirhat,low,0.95,123,3.23,0.9756,0.0256,True
seasonal,district,4,Madaripur,medium,0.5,123,54.47,0.3902,-0.1098,True
seasonal,district,4,Madaripur,medium,0.8,123,54.47,0.6504,-0.1496,True
seasonal,district,4,Madaripur,medium,0.95,123,54.47,0.8211,-0.1289,True
seasonal,district,4,Magura,low,0.5,123,44.71,0.5122,0.0122,True
seasonal,district,4,Magura,low,0.8,123,44.71,0.561,-0.239,True
seasonal,district,4,Magura,low,0.95,123,44.71,0.7317,-0.2183,True
seasonal,district,4,Manikganj,medium,0.5,123,122.98,0.3415,-0.1585,True
seasonal,district,4,Manikganj,medium,0.8,123,122.98,0.6585,-0.1415,True
seasonal,district,4,Manikganj,medium,0.95,123,122.98,0.7317,-0.2183,True
seasonal,district,4,Meherpur,low,0.5,123,21.24,0.6098,0.1098,True
seasonal,district,4,Meherpur,low,0.8,123,21.24,0.6911,-0.1089,True
seasonal,district,4,Meherpur,low,0.95,123,21.24,0.8293,-0.1207,True
seasonal,district,4,Moulvibazar,low,0.5,123,1.23,0.7805,0.2805,True
seasonal,district,4,Moulvibazar,low,0.8,123,1.23,0.7886,-0.0114,True
seasonal,district,4,Moulvibazar,low,0.95,123,1.23,0.9756,0.0256,True
seasonal,district,4,Munshiganj,low,0.5,123,21.58,0.5447,0.0447,True
seasonal,district,4,Munshiganj,low,0.8,123,21.58,0.6179,-0.1821,True
seasonal,district,4,Munshiganj,low,0.95,123,21.58,0.8211,-0.1289,True
seasonal,district,4,Mymensingh,medium,0.5,123,38.51,0.3333,-0.1667,True
seasonal,district,4,Mymensingh,medium,0.8,123,38.51,0.6179,-0.1821,True
seasonal,district,4,Mymensingh,medium,0.95,123,38.51,0.8374,-0.1126,True
seasonal,district,4,Naogaon,low,0.5,123,8.29,0.626,0.126,True
seasonal,district,4,Naogaon,low,0.8,123,8.29,0.748,-0.052,True
seasonal,district,4,Naogaon,low,0.95,123,8.29,0.9106,-0.0394,True
seasonal,district,4,Narail,medium,0.5,123,27.91,0.4634,-0.0366,True
seasonal,district,4,Narail,medium,0.8,123,27.91,0.7236,-0.0764,True
seasonal,district,4,Narail,medium,0.95,123,27.91,0.9106,-0.0394,True
seasonal,district,4,Narayanganj,medium,0.5,123,37.38,0.4634,-0.0366,True
seasonal,district,4,Narayanganj,medium,0.8,123,37.38,0.7724,-0.0276,True
seasonal,district,4,Narayanganj,medium,0.95,123,37.38,0.9837,0.0337,True
seasonal,district,4,Narsingdi,low,0.5,123,48.62,0.4634,-0.0366,True
seasonal,district,4,Narsingdi,low,0.8,123,48.62,0.5528,-0.2472,True
seasonal,district,4,Narsingdi,low,0.95,123,48.62,0.7317,-0.2183,True
seasonal,district,4,Natore,low,0.5,123,11.24,0.6423,0.1423,True
seasonal,district,4,Natore,low,0.8,123,11.24,0.7967,-0.0033,True
seasonal,district,4,Natore,low,0.95,123,11.24,0.878,-0.072,True
seasonal,district,4,Netrokona,low,0.5,123,8.84,0.6585,0.1585,True
seasonal,district,4,Netrokona,low,0.8,123,8.84,0.8049,0.0049,True
seasonal,district,4,Netrokona,low,0.95,123,8.84,0.9024,-0.0476,True
seasonal,district,4,Nilphamari,low,0.5,123,8.73,0.6423,0.1423,True
seasonal,district,4,Nilphamari,low,0.8,123,8.73,0.7967,-0.0033,True
seasonal,district,4,Nilphamari,low,0.95,123,8.73,0.9106,-0.0394,True
seasonal,district,4,Noakhali,low,0.5,123,20.22,0.6016,0.1016,True
seasonal,district,4,Noakhali,low,0.8,123,20.22,0.6911,-0.1089,True
seasonal,district,4,Noakhali,low,0.95,123,20.22,0.8374,-0.1126,True
seasonal,district,4,Pabna,medium,0.5,123,34.57,0.4715,-0.0285,True
seasonal,district,4,Pabna,medium,0.8,123,34.57,0.6829,-0.1171,True
seasonal,district,4,Pabna,medium,0.95,123,34.57,0.8943,-0.0557,True
seasonal,district,4,Panchagarh,low,0.5,123,2.24,0.8374,0.3374,True
seasonal,district,4,Panchagarh,low,0.8,123,2.24,0.8618,0.0618,True
seasonal,district,4,Panchagarh,low,0.95,123,2.24,0.9756,0.0256,True
seasonal,district,4,Patuakhali,medium,0.5,123,86.89,0.3089,-0.1911,True
seasonal,district,4,Patuakhali,medium,0.8,123,86.89,0.6341,-0.1659,True
seasonal,district,4,Patuakhali,medium,0.95,123,86.89,0.8049,-0.1451,True
seasonal,district,4,Pirojpur,medium,0.5,123,72.7,0.3496,-0.1504,True
seasonal,district,4,Pirojpur,medium,0.8,123,72.7,0.6423,-0.1577,True
seasonal,district,4,Pirojpur,medium,0.95,123,72.7,0.7236,-0.2264,True
seasonal,district,4,Rajbari,low,0.5,123,35.8,0.5285,0.0285,True
seasonal,district,4,Rajbari,low,0.8,123,35.8,0.5691,-0.2309,True
seasonal,district,4,Rajbari,low,0.95,123,35.8,0.748,-0.202,True
seasonal,district,4,Rajshahi,medium,0.5,123,50.31,0.5041,0.0041,True
seasonal,district,4,Rajshahi,medium,0.8,123,50.31,0.6667,-0.1333,True
seasonal,district,4,Rajshahi,medium,0.95,123,50.31,0.7805,-0.1695,True
seasonal,district,4,Rangamati,low,0.5,123,5.41,0.6911,0.1911,True
seasonal,district,4,Rangamati,low,0.8,123,5.41,0.8049,0.0049,True
seasonal,district,4,Rangamati,low,0.95,123,5.41,0.9268,-0.0232,True
seasonal,district,4,Rangpur,low,0.5,123,11.37,0.5935,0.0935,True
seasonal,district,4,Rangpur,low,0.8,123,11.37,0.7236,-0.0764,True
seasonal,district,4,Rangpur,low,0.95,123,11.37,0.8537,-0.0963,True
seasonal,district,4,Satkhira,low,0.5,123,13.76,0.5528,0.0528,True
seasonal,district,4,Satkhira,low,0.8,123,13.76,0.6585,-0.1415,True
seasonal,district,4,Satkhira,low,0.95,123,13.76,0.8293,-0.1207,True
seasonal,district,4,Shariatpur,low,0.5,123,29.96,0.4878,-0.0122,True
seasonal,district,4,Shariatpur,low,0.8,123,29.96,0.5854,-0.2146,True
seasonal,district,4,Shariatpur,low,0.95,123,29.96,0.7886,-0.1614,True
seasonal,district,4,Sherpur,low,0.5,123,12.41,0.6098,0.1098,True
seasonal,district,4,Sherpur,low,0.8,123,12.41,0.7154,-0.0846,True
seasonal,district,4,Sherpur,low,0.95,123,12.41,0.8618,-0.0882,True
seasonal,district,4,Sirajganj,low,0.5,123,39.28,0.5935,0.0935,True
seasonal,district,4,Sirajganj,low,0.8,123,39.28,0.626,-0.174,True
seasonal,district,4,Sirajganj,low,0.95,123,39.28,0.7236,-0.2264,True
seasonal,district,4,Sunamganj,low,0.5,123,1.02,0.8618,0.3618,True
seasonal,district,4,Sunamganj,low,0.8,123,1.02,0.8618,0.0618,True
seasonal,district,4,Sunamganj,low,0.95,123,1.02,0.9837,0.0337,True
seasonal,district,4,Sylhet,low,0.5,123,6.37,0.5447,0.0447,True
seasonal,district,4,Sylhet,low,0.8,123,6.37,0.6829,-0.1171,True
seasonal,district,4,Sylhet,low,0.95,123,6.37,0.8211,-0.1289,True
seasonal,district,4,Tangail,low,0.5,123,31.68,0.5285,0.0285,True
seasonal,district,4,Tangail,low,0.8,123,31.68,0.6585,-0.1415,True
seasonal,district,4,Tangail,low,0.95,123,31.68,0.8618,-0.0882,True
seasonal,district,4,Thakurgaon,low,0.5,123,3.28,0.7886,0.2886,True
seasonal,district,4,Thakurgaon,low,0.8,123,3.28,0.8618,0.0618,True
seasonal,district,4,Thakurgaon,low,0.95,123,3.28,0.9512,0.0012,True
