fold,cut,model,tier,n,mae,rmse,bias,mape_nonzero
2,2023-04-29,naive_mean_7,high,180,124.115873015873,239.517749615665,-114.29682539682538,72.31767112178832
2,2023-04-29,naive_mean_7,medium,1170,7.455677655677656,15.474008299239498,-6.92087912087912,73.75857758007045
2,2023-04-29,naive_mean_7,low,4410,3.4076449627470033,8.438672824410133,-3.0971169420149014,76.06635685938248
2,2023-04-29,naive_mean_28,high,180,167.2313492063492,308.6188999575329,-164.40912698412697,72.37316565464887
2,2023-04-29,naive_mean_28,medium,1170,9.24526862026862,19.30579622494101,-9.023778998778997,83.89175013915884
2,2023-04-29,naive_mean_28,low,4410,4.016512795594429,10.083110010801962,-3.9032150955620355,87.16113578620507
2,2023-04-29,linear_regression,high,180,104.38553422571405,194.91836551942276,-15.79493092937687,84.8401689951078
2,2023-04-29,linear_regression,medium,1170,5.3666645123165,10.85306506127772,-2.1416606874447845,73.1750104086558
2,2023-04-29,linear_regression,low,4410,2.817444128792249,6.746442558211311,-1.1370829164800451,73.18831091225158
2,2023-04-29,ridge,high,180,102.16289209342125,191.2059902162673,-16.79849763552825,83.70853115215694
2,2023-04-29,ridge,medium,1170,5.332415310111076,10.816766247386044,-2.157616796898541,72.53458127169492
2,2023-04-29,ridge,low,4410,2.8112352702945453,6.737442351316242,-1.1515445717181605,73.00444771255425
2,2023-04-29,gradient_boosting,high,180,150.63526279484947,292.87794571515053,-136.59516041428313,67.47266939388166
2,2023-04-29,gradient_boosting,medium,1170,6.629034787620687,13.876524443860113,-5.819437238487664,71.18869378440013
2,2023-04-29,gradient_boosting,low,4410,3.200330742740052,7.79691773088664,-2.651463563885743,72.71500349779744
3,2023-07-28,naive_last,high,270,68.55555555555556,101.67635655097739,39.82222222222222,29.725276739979144
3,2023-07-28,naive_last,medium,1800,17.47,28.90384441942321,-0.7133333333333334,49.32202462742306
3,2023-07-28,naive_last,low,3690,6.765311653116531,11.865095355911727,0.3203252032520325,74.91647351356221
3,2023-07-28,naive_mean_7,high,270,72.77089947089947,111.25086664290838,48.93597883597882,31.853744265192933
3,2023-07-28,naive_mean_7,medium,1800,16.894761904761904,25.21064320108166,-1.1987301587301589,51.33526761285011
3,2023-07-28,naive_mean_7,low,3690,6.468021680216802,10.412743943650868,0.29620596205962074,68.6391520386161
3,2023-07-28,naive_mean_28,high,270,82.94074074074074,127.52986344942336,56.01375661375661,37.65397584418515
3,2023-07-28,naive_mean_28,medium,1800,18.612202380952382,27.180076520597453,-5.08625,54.757328861122524
3,2023-07-28,naive_mean_28,low,3690,6.769763840495548,10.735125944372303,-0.6866240805265197,70.0896515531893
3,2023-07-28,linear_regression,high,270,217.60183901979462,355.0058269989295,-204.23415941160218,54.48124510906172
3,2023-07-28,linear_regression,medium,1800,29.58595755976239,53.24775769087813,-0.7681061851710052,85.50373036541473
3,2023-07-28,linear_regression,low,3690,12.98354155174204,22.676765046393754,7.28813371954018,150.17394300935572
3,2023-07-28,ridge,high,270,217.2055526932908,354.7057661502121,-205.06723223599494,54.16971141090632
3,2023-07-28,ridge,medium,1800,29.405200397253125,52.794227462889225,-1.0073615716167683,85.12294653362818
3,2023-07-28,ridge,low,3690,12.928987176605064,22.522066781054487,7.189566952956449,149.68269900480286
3,2023-07-28,gradient_boosting,high,270,97.90679922751345,172.41990587159296,86.57345002705861,35.709327300433266
3,2023-07-28,gradient_boosting,medium,1800,20.736141474770996,29.924435425280315,6.352976443454182,63.722157048607066
3,2023-07-28,gradient_boosting,low,3690,11.381257436329818,15.560273536845383,8.78826285627325,182.56970405158276
4,2023-10-26,naive_last,high,2250,10.63111111111111,22.858638046334548,8.921777777777777,149.89285250261128
4,2023-10-26,naive_last,medium,2700,2.714074074074074,5.7018515511289065,1.4948148148148148,133.22836821279816
4,2023-10-26,naive_last,low,810,0.6777777777777778,2.210245503374045,0.39382716049382716,149.49582404127855
4,2023-10-26,naive_mean_7,high,2250,11.907301587301587,24.952620136985217,11.024253968253968,174.86939145987816
4,2023-10-26,naive_mean_7,medium,2700,2.8353968253968254,5.310265447527538,1.8319047619047617,127.03342738732823
4,2023-10-26,naive_mean_7,low,810,0.6707231040564374,1.7046983523964405,0.44603174603174595,105.41285354055918
4,2023-10-26,naive_mean_28,high,2250,20.087460317460316,39.420312238829396,19.596444444444444,345.00591360159495
4,2023-10-26,naive_mean_28,medium,2700,3.8834523809523813,6.247821426805886,3.2667328042328045,184.91050325319463
4,2023-10-26,naive_mean_28,low,810,0.90489417989418,1.9012314338287657,0.7309964726631393,124.07821775787144
4,2023-10-26,linear_regression,high,2250,9.651064393498531,21.381409360210938,7.295042318253907,128.46203462648077
4,2023-10-26,linear_regression,medium,2700,2.7378473013372133,5.677109016590366,0.6022283956407302,106.48389654453759
4,2023-10-26,linear_regression,low,810,0.8318116553476561,2.368667844833062,0.3856252852997557,156.63942872208213
4,2023-10-26,ridge,high,2250,9.674503413348939,21.0920711320752,7.458538218396784,129.3799222205406
4,2023-10-26,ridge,medium,2700,2.7302245960242804,5.662618597818768,0.5967664885663749,105.65226406435417
4,2023-10-26,ridge,low,810,0.8249293252744562,2.337534132111858,0.3667259613558818,153.06957456777906
4,2023-10-26,gradient_boosting,high,2250,5.677546915309416,10.588175640015985,2.1572742117130645,83.04513771515823
4,2023-10-26,gradient_boosting,medium,2700,1.9173571614395637,3.851659596978212,0.21171037470300622,72.1779727262852
4,2023-10-26,gradient_boosting,low,810,0.5085797198459833,1.2816930421450223,0.17107318439263003,77.35241425149508
5,2024-01-24,naive_last,high,2340,0.5166666666666667,1.3632853731141579,-0.01752136752136752,89.35699344410561
5,2024-01-24,naive_last,medium,2700,0.08518518518518518,0.4018475848894472,0.0014814814814814814,93.92156862745098
5,2024-01-24,naive_last,low,720,0.004166666666666667,0.06454972243679027,0.001388888888888889,100.0
5,2024-01-24,naive_mean_7,high,2340,0.4761294261294261,1.1168788898360071,-0.01886446886446888,72.02364981686496
5,2024-01-24,naive_mean_7,medium,2700,0.08449735449735449,0.30248404691728087,0.0013227513227513114,88.61344537815128
5,2024-01-24,naive_mean_7,low,720,0.004960317460317458,0.04357858385172172,0.002182539682539681,100.0
5,2024-01-24,naive_mean_28,high,2340,0.5354242979242979,1.2587581284702327,0.06393467643467643,74.26784946027189
5,2024-01-24,naive_mean_28,medium,2700,0.0984126984126984,0.29533088659582396,0.016719576719576704,86.47408963585433
5,2024-01-24,naive_mean_28,low,720,0.0076884920634920605,0.038460857093214534,0.0052083333333333304,89.28571428571429
5,2024-01-24,linear_regression,high,2340,1.502981474416366,2.2717847855626525,1.3253463976582327,121.53367756551347
5,2024-01-24,linear_regression,medium,2700,0.9460185442475897,1.496877093527023,0.9089060322331795,111.10994131711169
5,2024-01-24,linear_regression,low,720,0.7735406820148544,1.3151576020300937,0.7721298946790671,50.78834408834254
5,2024-01-24,ridge,high,2340,1.4929893522931033,2.2543107183703035,1.3153603664465667,120.21610710696055
5,2024-01-24,ridge,medium,2700,0.9353658224367144,1.4769591452341884,0.8981635619418119,109.60591938000432
5,2024-01-24,ridge,low,720,0.764650626527041,1.2988601158203805,0.7631337698744853,54.60683949200593
5,2024-01-24,gradient_boosting,high,2340,0.5961585029580495,1.4384916784492354,0.15430648867485586,83.43157275425318
5,2024-01-24,gradient_boosting,medium,2700,0.21531374746558235,0.38034072770543065,0.14266705692925893,77.1058334750554
5,2024-01-24,gradient_boosting,low,720,0.15038016617776784,0.1577573881411092,0.1483865156565258,71.77141876471318
6,2024-04-23,naive_last,high,1378,0.809143686502177,1.9035144335777696,-0.102322206095791,81.65822614089714
6,2024-04-23,naive_last,medium,1537,0.11711125569290826,0.5114180980836474,-0.002602472348731295,96.92307692307692
6,2024-04-23,naive_last,low,477,0.0041928721174004195,0.09157370929912602,-0.0041928721174004195,100.0
6,2024-04-23,naive_mean_7,high,1378,0.7489114658925979,1.5873507721547784,-0.08459465063238651,60.89725821830816
6,2024-04-23,naive_mean_7,medium,1537,0.11450878334417697,0.3921202816706779,0.00278836323078352,88.37519623233909
6,2024-04-23,naive_mean_7,low,477,0.0041928721174004195,0.09157370929912602,-0.0041928721174004195,100.0
6,2024-04-23,naive_mean_28,high,1378,0.7306137258967447,1.5843711214106002,-0.14342732738959155,58.20118313827991
6,2024-04-23,naive_mean_28,medium,1537,0.1146946742262292,0.3758375101016958,0.0018124361000092788,88.078231292517
6,2024-04-23,naive_mean_28,low,477,0.0041928721174004195,0.09157370929912602,-0.0041928721174004195,100.0
6,2024-04-23,linear_regression,high,1378,1.677163848943251,2.5827199091805375,1.3529398109555106,114.89789224647701
6,2024-04-23,linear_regression,medium,1537,0.7763194421748391,1.3033113324606516,0.7132596474628726,84.57103158560406
6,2024-04-23,linear_regression,low,477,0.5222988075786476,0.9573714257819275,0.5222988075786476,53.26199193448913
6,2024-04-23,ridge,high,1378,1.6880108766180706,2.5805557804802715,1.3658000476602488,115.17381189620022
6,2024-04-23,ridge,medium,1537,0.7857797424280483,1.2997603779248583,0.7237927509211777,82.94041426756951
6,2024-04-23,ridge,low,477,0.5392585472904379,0.9629136479422807,0.5392585472904379,52.32042923860867
6,2024-04-23,gradient_boosting,high,1378,1.4232162403866664,2.7523324483441716,1.0501131001745063,106.86831657165554
6,2024-04-23,gradient_boosting,medium,1537,0.3789008167517081,0.649800826953532,0.2952523772156054,64.79700524176288
6,2024-04-23,gradient_boosting,low,477,0.22729291864296142,0.38094116041302284,0.22177237919163698,65.83243295704378
7,2024-07-22,naive_last,high,1300,12.395384615384616,27.404631837589903,-5.190769230769231,73.29289423826641
7,2024-07-22,naive_last,medium,1404,4.411680911680912,8.181436147516976,-1.3660968660968662,94.35819236999845
7,2024-07-22,naive_last,low,624,1.3701923076923077,2.790494396045076,-0.3958333333333333,104.08796176017539
7,2024-07-22,naive_mean_7,high,1300,12.885384615384615,31.065480294598146,-6.397912087912087,62.77671843742634
7,2024-07-22,naive_mean_7,medium,1404,4.322954822954823,7.591366458041218,-1.6760276760276758,77.87472306696888
7,2024-07-22,naive_mean_7,low,624,1.3264652014652016,2.481011086746464,-0.4583333333333333,78.9129289510758
7,2024-07-22,naive_mean_28,high,1300,15.348708791208791,39.56946479486773,-10.88239010989011,65.89722545112089
7,2024-07-22,naive_mean_28,medium,1404,4.374592999592999,7.834458109233913,-2.631054131054131,75.01276005254668
7,2024-07-22,naive_mean_28,low,624,1.2586996336996337,2.478233013073084,-0.6723901098901098,74.47715142215641
7,2024-07-22,linear_regression,high,1300,13.15242601890354,25.08612442360577,0.9360969174719982,84.69871367747828
7,2024-07-22,linear_regression,medium,1404,5.049320475297801,8.733707767660016,0.2801333828472823,104.07432613732144
7,2024-07-22,linear_regression,low,624,2.38949604544347,3.9961782689269536,0.9432680904638744,146.23309330844245
7,2024-07-22,ridge,high,1300,13.167219200921217,25.081530076266098,0.9621398750380992,84.60830819988153
7,2024-07-22,ridge,medium,1404,5.04567048258117,8.708255598007938,0.2854364079747499,103.87743008972797
7,2024-07-22,ridge,low,624,2.3871292810731677,3.9657497420224415,0.9393471801620533,144.599688850612
7,2024-07-22,gradient_boosting,high,1300,10.983659611815618,25.12396106053126,-3.7477271697715575,57.77039843981466
7,2024-07-22,gradient_boosting,medium,1404,4.060229946450232,7.1320996985529375,-1.313664786775433,69.59736416392906
7,2024-07-22,gradient_boosting,low,624,1.5337796119236515,2.5863984667188107,-0.047520096718377425,80.28874847306513
8,2024-10-20,naive_last,high,2225,8.203595505617978,22.185803741141527,5.080898876404494,129.50291742829572
8,2024-10-20,naive_last,medium,2492,2.807383627608347,6.067041186941534,0.8956661316211878,117.89232075433202
8,2024-10-20,naive_last,low,979,0.7906026557711952,1.872875030120108,0.23084780388151174,112.39755054148995
8,2024-10-20,naive_mean_7,high,2225,9.016629213483146,25.22992839587167,6.1121027287319425,124.91985734151487
8,2024-10-20,naive_mean_7,medium,2492,2.6692272414583815,5.3950512308597585,1.079683558816785,89.4274476219187
8,2024-10-20,naive_mean_7,low,979,0.7873923828980008,1.5225336966499954,0.2638260615788705,77.13481053578457
8,2024-10-20,naive_mean_28,high,2225,12.606308186195827,34.83191386770511,9.483772070626003,213.06891493310687
8,2024-10-20,naive_mean_28,medium,2492,3.303041160284339,6.074881204317922,1.6015965374914012,109.3155432249228
8,2024-10-20,naive_mean_28,low,979,0.9294469575368451,1.6142485232463772,0.3731942215088283,72.4319073933522
8,2024-10-20,linear_regression,high,2225,8.616815529356446,21.32053841583075,5.208150902672616,123.40461612146336
8,2024-10-20,linear_regression,medium,2492,2.721404427046646,6.446702006215307,0.5987887533717302,102.2458072354106
8,2024-10-20,linear_regression,low,979,0.6420068101181646,1.7600073894863584,-0.16251313251558444,106.6827190895888
8,2024-10-20,ridge,high,2225,8.561905361533915,21.310548376975454,5.161672480897766,121.83587844597774
8,2024-10-20,ridge,medium,2492,2.697032551162963,6.3601767062510275,0.5591979267175425,101.8631091186804
8,2024-10-20,ridge,low,979,0.633473420184869,1.7446811517628835,-0.17505804345529524,106.15510063901404
8,2024-10-20,gradient_boosting,high,2225,6.271928385295899,18.30680276121655,-0.3395182713256059,77.38175096641518
8,2024-10-20,gradient_boosting,medium,2492,2.2073985305388257,4.633423755276228,0.05134371403634435,68.964572316735
8,2024-10-20,gradient_boosting,low,979,0.6731028418465139,1.3261198399698986,0.13197426700409723,68.27182465199607
9,2025-01-18,naive_last,high,775,0.4632258064516129,1.2644009164103587,0.06064516129032258,91.95459782153331
9,2025-01-18,naive_last,medium,899,0.12347052280311457,0.5024965481151396,0.01668520578420467,92.1875
9,2025-01-18,naive_last,low,310,0.0032258064516129032,0.05679618342470648,-0.0032258064516129032,100.0
9,2025-01-18,naive_mean_7,high,775,0.42783410138248845,0.9825736382456932,0.048110599078341,73.63364554032759
9,2025-01-18,naive_mean_7,medium,899,0.12124582869855395,0.3795826586010961,0.017638646114730643,87.05357142857143
9,2025-01-18,naive_mean_7,low,310,0.009216589861751149,0.06490992391395026,0.002764976958525343,100.0
9,2025-01-18,naive_mean_28,high,775,0.48092165898617506,1.2667755170766883,0.11566820276497691,73.88247601093221
9,2025-01-18,naive_mean_28,medium,899,0.13201175909740978,0.37111742703694034,0.03388685841411089,80.12090773809524
9,2025-01-18,naive_mean_28,low,310,0.009101382488479259,0.06088685153567709,0.002649769585253453,100.0
9,2025-01-18,linear_regression,high,775,0.5556923504272433,1.2120892614417407,0.23012715217780744,91.35626041287492
9,2025-01-18,linear_regression,medium,899,0.1595326808910063,0.5129087551223067,0.05986313942787673,82.59503357251941
9,2025-01-18,linear_regression,low,310,0.01645698273874922,0.08860893469526583,0.010005369835523414,100.0
9,2025-01-18,ridge,high,775,0.5514337248820685,1.205899203868631,0.2266572423808569,90.77270247846879
9,2025-01-18,ridge,medium,899,0.1574629327479834,0.5091798456944759,0.05696160656741091,83.58828413706372
9,2025-01-18,ridge,low,310,0.01646845113113878,0.0881306847319021,0.010016838227912973,100.0
9,2025-01-18,gradient_boosting,high,775,0.4519588489742131,0.9762552516788618,0.05561072100465454,69.42320012998303
9,2025-01-18,gradient_boosting,medium,899,0.13754436694615382,0.3725248178838979,0.036041088103288425,84.64827517538096
9,2025-01-18,gradient_boosting,low,310,0.04576050971969719,0.08240090041870925,0.03938220326985824,98.86374997250373
10,2025-04-18,naive_last,high,864,1.9699074074074074,4.867456176446751,-0.8032407407407407,75.69634071915277
10,2025-04-18,naive_last,medium,1080,0.3277777777777778,1.1344765475923408,-0.04259259259259259,87.60143358746949
10,2025-04-18,naive_last,low,360,0.10555555555555556,0.4772607021092118,-0.022222222222222223,100.0
10,2025-04-18,naive_mean_7,high,864,1.8933531746031746,4.7559908713701615,-0.9770171957671957,58.511006024182585
10,2025-04-18,naive_mean_7,medium,1080,0.26719576719576715,0.7473814201265747,-0.05899470899470901,79.64603665230625
10,2025-04-18,naive_mean_7,low,360,0.10595238095238094,0.42571801425873335,-0.027380952380952398,88.23529411764707
10,2025-04-18,naive_mean_28,high,864,2.1040426587301586,5.608560344074536,-1.3595816798941798,60.84722616160564
10,2025-04-18,naive_mean_28,medium,1080,0.25416666666666665,0.7440904749562616,-0.10436507936507938,80.6239992315085
10,2025-04-18,naive_mean_28,low,360,0.09136904761904761,0.41232001501816584,-0.045535714285714304,93.41736694677871
10,2025-04-18,linear_regression,high,864,2.132920596842594,4.353676435195942,0.33704040594429513,74.5028704054176
10,2025-04-18,linear_regression,medium,1080,0.5270984202883671,1.510165772505031,0.25238477287998495,88.08208028405996
10,2025-04-18,linear_regression,low,360,0.26262176146771826,0.6381024307189977,0.15500832385108618,85.0643860436135
10,2025-04-18,ridge,high,864,2.116046510608015,4.317283085336962,0.33746303254336163,73.45956481413538
10,2025-04-18,ridge,medium,1080,0.5280651408271756,1.5175425540683578,0.2529295262374243,87.52058429400775
10,2025-04-18,ridge,low,360,0.2655533122171069,0.6375858080098519,0.15804880483927167,85.00457904352609
10,2025-04-18,gradient_boosting,high,864,2.528507658910676,6.492046232135083,1.268162359575541,92.53551225893823
10,2025-04-18,gradient_boosting,medium,1080,0.6368210172420844,2.244659212793056,0.4680490728930983,142.94901969159147
10,2025-04-18,gradient_boosting,low,360,0.23639986552907366,0.5604962137177972,0.1478796546191795,92.1952071330141
11,2025-07-17,naive_last,high,414,6.722222222222222,13.642343148083041,-2.07487922705314,62.57584190103408
11,2025-07-17,naive_last,medium,558,2.485663082437276,5.102006071127394,0.14157706093189965,94.41417145286631
11,2025-07-17,naive_last,low,180,0.5722222222222222,1.1761519176251567,-0.027777777777777776,94.43452380952382
11,2025-07-17,naive_mean_7,high,414,7.003105590062112,15.256557462217659,-3.2204968944099384,57.28005836523569
11,2025-07-17,naive_mean_7,medium,558,2.165898617511521,4.037468070010683,-0.0701484895033282,65.73688091329123
11,2025-07-17,naive_mean_7,low,180,0.45158730158730154,0.8858294855958568,-0.14682539682539683,72.26190476190476
11,2025-07-17,naive_mean_28,high,414,8.017080745341616,17.890908724976004,-4.434610075914424,59.42672809575008
11,2025-07-17,naive_mean_28,medium,558,2.235855094726063,3.8750665105983626,-0.2860343061955965,63.927761303175615
11,2025-07-17,naive_mean_28,low,180,0.45119047619047625,0.8751902935285683,-0.17817460317460324,74.8809523809524
11,2025-07-17,linear_regression,high,414,6.957740124954515,12.876780769292294,1.1465304833338206,74.14034015619782
11,2025-07-17,linear_regression,medium,558,3.267190284733579,5.669705950343137,2.1277418378510715,115.44083073207571
11,2025-07-17,linear_regression,low,180,1.1797853377972818,1.5782610960626373,0.8099317377821906,96.00586153921601
11,2025-07-17,ridge,high,414,6.955582004880219,12.876135591543111,1.1805863661967795,74.12993809917569
11,2025-07-17,ridge,medium,558,3.2683246542309794,5.674770022785629,2.1386281346974547,115.73371557271814
11,2025-07-17,ridge,low,180,1.1890033711513501,1.5838346702999129,0.8196827024061235,95.4610328755907
11,2025-07-17,gradient_boosting,high,414,6.8335877531116695,11.86139989357262,1.6525768092044797,68.26850131104662
11,2025-07-17,gradient_boosting,medium,558,2.7758524950536216,4.565122583636646,1.546176142064116,92.67839862073252
11,2025-07-17,gradient_boosting,low,180,0.9276087531984124,1.1171965512977156,0.6331977381730048,49.21929260480471
12,2025-10-15,naive_last,high,345,11.655072463768116,23.53628096660835,-2.4608695652173913,53.2665039813765
12,2025-10-15,naive_last,medium,465,4.391397849462366,8.369170254731838,-0.524731182795699,88.05713905145922
12,2025-10-15,naive_last,low,150,1.0466666666666666,1.906130460732773,-0.03333333333333333,93.99470899470899
12,2025-10-15,naive_mean_7,high,345,11.489855072463769,24.094509764031375,-3.3291925465838506,46.44626265706655
12,2025-10-15,naive_mean_7,medium,465,4.224884792626728,6.987000060725962,-0.6980030721966205,62.87535974312615
12,2025-10-15,naive_mean_7,low,150,1.0104761904761903,1.522037660327688,-0.07142857142857151,72.5222978080121
12,2025-10-15,naive_mean_28,high,345,13.43105590062112,29.100938954492968,-6.771635610766045,47.683434551371576
12,2025-10-15,naive_mean_28,medium,465,4.097695852534562,6.914324910071584,-1.3268817204301075,61.160659653334434
12,2025-10-15,naive_mean_28,low,150,0.9690476190476193,1.4634085642261154,-0.07571428571428572,61.155706727135296
12,2025-10-15,linear_regression,high,345,12.615419017296675,24.55984965433359,-3.947155070807815,56.86941567220366
12,2025-10-15,linear_regression,medium,465,4.710187662185024,8.05837667895721,-1.3874255064104746,82.26858697114857
12,2025-10-15,linear_regression,low,150,0.7725361339591347,1.6240336036888456,-0.6725453037120703,94.44549653836407
12,2025-10-15,ridge,high,345,12.494813879063923,24.28253957783434,-3.983799684400339,56.36768205753585
12,2025-10-15,ridge,medium,465,4.6815555873092265,7.998473626214001,-1.4205850063251901,82.28521315202715
12,2025-10-15,ridge,low,150,0.7719808661574189,1.6280432899382147,-0.6786260860614938,94.91936562426386
12,2025-10-15,gradient_boosting,high,345,11.960231144760561,24.655531779272497,-4.559569016912397,47.432877304439586
12,2025-10-15,gradient_boosting,medium,465,3.8810952133009087,6.7105547266275325,-0.9311866380595318,64.15063219271678
12,2025-10-15,gradient_boosting,low,150,0.9984212142546697,1.520465675637551,0.019833907643398138,68.82897228585594
14,2026-04-13,naive_last,high,276,1.0326086956521738,2.0633095688266447,-0.213768115942029,79.4293315448245
14,2026-04-13,naive_last,medium,372,0.271505376344086,1.101074743783477,0.01881720430107527,88.45052726973142
14,2026-04-13,naive_last,low,120,0.058333333333333334,0.27386127875258304,-0.025,100.0
14,2026-04-13,naive_mean_7,high,276,0.9730848861283643,2.622000969883347,-0.29192546583850937,57.42852990961643
14,2026-04-13,naive_mean_7,medium,372,0.23195084485407064,0.7074170518382434,-0.04838709677419357,82.09254289951275
14,2026-04-13,naive_mean_7,low,120,0.10595238095238094,0.32862318432957766,0.02499999999999999,98.21428571428572
14,2026-04-13,naive_mean_28,high,276,1.0610766045548656,3.606661099780792,-0.5033643892339545,57.16906099294178
14,2026-04-13,naive_mean_28,medium,372,0.25489631336405527,0.6988417758960512,-0.029281874039938573,77.81399324435657
14,2026-04-13,naive_mean_28,low,120,0.12648809523809523,0.29209759225532916,0.04553571428571427,98.21428571428572
14,2026-04-13,linear_regression,high,276,1.2140614902548856,2.091979139671476,0.5582192931984583,82.64811034554717
14,2026-04-13,linear_regression,medium,372,0.41660010710386136,1.318761776660325,0.2244926926767442,79.69193455298897
14,2026-04-13,linear_regression,low,120,0.23997122263157025,0.6904954608543213,0.1731665388850771,87.60351280986987
14,2026-04-13,ridge,high,276,1.2034020332429276,2.0690776243624196,0.5476525471354685,81.95219404402978
14,2026-04-13,ridge,medium,372,0.4082328344352799,1.31455206398195,0.21812314548461964,79.02437582795008
14,2026-04-13,ridge,low,120,0.23318108677584626,0.6634926312046113,0.1663319022210443,87.63688841610146
14,2026-04-13,gradient_boosting,high,276,1.3721008291971861,4.069986390219374,0.5309940230318093,73.72564722721401
14,2026-04-13,gradient_boosting,medium,372,0.5414376293727675,1.6260402174660613,0.3723086338229089,100.31885835313643
14,2026-04-13,gradient_boosting,low,120,0.37880183569096243,0.8073680172440143,0.33137853874913004,80.82801077589285
