fold,cut,model,train_rows,n,mae,rmse,bias,mape_nonzero
8,2024-10-20,linear_regression,56960,5696,4.666902923476829,14.009977981022308,2.2684720813055064,113.81600744395288
8,2024-10-20,ridge,56960,5696,4.633324267077256,13.98638935229333,2.2308393045707358,112.79297453672564
8,2024-10-20,gradient_boosting,56960,5696,3.531398433559316,11.857843827418462,-0.08747837270433502,73.37257458692625
9,2025-01-18,naive_last,62656,1984,0.2373991935483871,0.8598926227039311,0.030745967741935484,92.05331292910913
9,2025-01-18,naive_mean_7,62656,1984,0.2235023041474654,0.6656389516521328,0.02721774193548386,76.53685562238795
9,2025-01-18,naive_mean_28,62656,1984,0.24909994239631333,0.8305607438312675,0.06095190092165897,75.32035715270473
9,2025-01-18,linear_regression,62656,1984,0.29192697396730866,0.8332608311720121,0.11858224290951323,89.6255883153956
9,2025-01-18,ridge,62656,1984,0.2893273856727284,0.8286958104999437,0.11591384425399169,89.3671350300393
9,2025-01-18,gradient_boosting,62656,1984,0.24602129629673064,0.6604830672141792,0.04420752520016111,72.71391956498464
10,2025-04-18,naive_last,64640,2304,0.9088541666666666,3.0860067239071274,-0.3246527777777778,80.02736512298624
10,2025-04-18,naive_mean_7,64640,2304,0.8518105158730159,2.961831432831372,-0.3983134920634921,65.66673406995797
10,2025-04-18,naive_mean_28,64640,2304,0.9224330357142859,3.475928329666219,-0.5658792162698413,67.73199703732102
10,2025-04-18,linear_regression,64640,2304,1.0879572585554758,2.8706427062141637,0.26891556511833586,78.76135209038269
10,2025-04-18,ridge,64640,2304,1.082540681274667,2.8517747118638805,0.2698044783836895,77.89332322293022
10,2025-04-18,gradient_boosting,64640,2304,1.2836377029126484,4.268006619436655,0.7180650837937146,106.77441228746704
11,2025-07-17,naive_last,66944,1152,3.709201388888889,8.92800097384005,-0.6814236111111112,78.78483354153238
11,2025-07-17,naive_mean_7,66944,1152,3.63640873015873,9.57431548502569,-1.2142857142857142,62.01508162931098
11,2025-07-17,naive_mean_28,66944,1152,4.034629216269841,11.064516821756705,-1.76007564484127,62.439820194935514
11,2025-07-17,linear_regression,66944,1152,4.267324610604182,8.691847582906947,1.5692111791856718,93.88408450583849
11,2025-07-17,ridge,66944,1152,4.268538814139358,8.693263142852896,1.588246650347004,93.97287044092121
11,2025-07-17,gradient_boosting,66944,1152,3.9453130187533563,7.8007076228152314,1.441761006209698,77.83076494870039
12,2025-10-15,naive_last,68096,960,6.479166666666667,15.283092509916527,-1.14375,72.95936038322725
12,2025-10-15,naive_mean_7,68096,960,6.333482142857142,15.252598891965384,-1.5456845238095236,56.292730519738676
12,2025-10-15,naive_mean_28,68096,960,6.963020833333333,18.106174321917926,-3.088095238095238,55.12782908961579
12,2025-10-15,linear_regression,68096,960,6.935872129142979,15.768202910226938,-2.1956282869441432,71.87315138178903
12,2025-10-15,ridge,68096,960,6.878574235728601,15.598231065770474,-2.2258091999672445,71.69430555955618
12,2025-10-15,gradient_boosting,68096,960,6.334116876318245,15.512437919874442,-2.086539595193697,57.041664292797435
14,2026-04-13,naive_last,69056,768,0.51171875,1.459077191241094,-0.07161458333333333,82.24819624386463
14,2026-04-13,naive_mean_7,69056,768,0.478608630952381,1.6522521863852886,-0.1244419642857143,64.68736661161029
14,2026-04-13,naive_mean_28,69056,768,0.5245535714285714,2.219153425764729,-0.1879650297619048,63.445210235213366
14,2026-04-13,linear_regression,69056,768,0.6755895284749651,1.5778625560215322,0.33640597820928725,82.06341203330305
14,2026-04-13,ridge,69056,768,0.6666449296849918,1.563432605043206,0.32845539244295985,81.39562127693975
14,2026-04-13,gradient_boosting,69056,768,0.8145453740468858,2.7084151084719563,0.4229408682145795,80.4834634045769
