fold,cut,model,tier,n,mae,rmse,bias,mape_nonzero
10,2025-04-18,naive_last,high,864,1.7025462962962963,4.277281717269613,-0.4618055555555556,75.49413460934154
10,2025-04-18,naive_last,medium,1080,0.3074074074074074,1.306678004485959,0.001851851851851852,85.09821169847248
10,2025-04-18,naive_last,low,360,0.09444444444444444,0.4149966532662911,-0.011111111111111112,87.5
10,2025-04-18,naive_mean_7,high,864,1.663690476190476,4.065018624463308,-0.6203703703703703,59.92089569007485
10,2025-04-18,naive_mean_7,medium,1080,0.2638888888888889,0.9073376035594223,-0.01732804232804234,77.11659009947289
10,2025-04-18,naive_mean_7,low,360,0.09325396825396824,0.3270669489808566,-0.015476190476190487,91.96428571428572
10,2025-04-18,naive_mean_28,high,864,1.843874007936508,4.88592543910997,-1.003844246031746,62.33203588556107
10,2025-04-18,naive_mean_28,medium,1080,0.2446097883597884,0.8006951758005443,-0.06220238095238097,80.12829318603784
10,2025-04-18,naive_mean_28,low,360,0.08005952380952379,0.31759731666932506,-0.03224206349206351,95.75892857142857
10,2025-04-18,linear_regression,high,864,1.6984082981292117,3.7986580563293653,0.13814290949047117,65.33907244482555
10,2025-04-18,linear_regression,medium,1080,0.393196261813476,1.4244045842038238,0.15783706704786551,73.73128100018491
10,2025-04-18,linear_regression,low,360,0.16975076444478,0.44282193527157576,0.07331238239245932,79.21235923721663
10,2025-04-18,ridge,high,864,1.6974435661495928,3.7957571891641377,0.13859912636778368,65.16732314787015
10,2025-04-18,ridge,medium,1080,0.3939565350502978,1.429195858316661,0.15870764799977713,73.57255226838492
10,2025-04-18,ridge,low,360,0.1711651400899975,0.442890945914808,0.07482072774342526,79.1519385222775
10,2025-04-18,gradient_boosting,high,864,1.7218136132997444,4.502707096277632,0.4032782140288915,66.9625831986308
10,2025-04-18,gradient_boosting,medium,1080,0.4556423886391886,1.4926578421168926,0.30057632605885704,101.16310833895716
10,2025-04-18,gradient_boosting,low,360,0.20757352689647152,0.47985098507630786,0.12219048873207032,72.15251861542664
11,2025-07-17,naive_last,high,414,6.045893719806763,11.785215498573885,-0.8913043478260869,68.59605455021293
11,2025-07-17,naive_last,medium,558,2.3835125448028673,4.720883217286198,0.07168458781362007,100.3249200934629
11,2025-07-17,naive_last,low,180,0.4777777777777778,1.1005049346146119,-0.1111111111111111,93.37121212121211
11,2025-07-17,naive_mean_7,high,414,6.031746031746031,13.050203005383157,-2.0979986197377505,51.375043241411646
11,2025-07-17,naive_mean_7,medium,558,1.9326676907322071,3.4267948546187985,-0.1625704045058884,62.778837163417045
11,2025-07-17,naive_mean_7,low,180,0.4595238095238095,0.974446758556244,-0.1976190476190476,69.13690476190477
11,2025-07-17,naive_mean_28,high,414,6.8186680469289165,15.188698768979012,-3.4692891649413387,51.45355733326367
11,2025-07-17,naive_mean_28,medium,558,1.9869431643625193,3.41279947813531,-0.3745519713261648,61.41493062651201
11,2025-07-17,naive_mean_28,low,180,0.4934523809523809,1.0123073428868254,-0.216468253968254,72.63460497835499
11,2025-07-17,linear_regression,high,414,5.645149260572202,10.768276095908082,0.7842483566294588,65.82629460930612
11,2025-07-17,linear_regression,medium,558,2.488438458140474,4.364416040141466,1.1965731607905492,93.38474447793413
11,2025-07-17,linear_regression,low,180,0.69894375689619,1.122778761148694,0.2963032450764491,87.6387182245809
11,2025-07-17,ridge,high,414,5.647733009783011,10.76445860225621,0.8010558890065852,65.86377305949904
11,2025-07-17,ridge,medium,558,2.4906611917859918,4.362941624259549,1.2020495485085938,93.79240747968329
11,2025-07-17,ridge,low,180,0.7011183821514031,1.125637303859442,0.29959228607927896,87.48310818418076
11,2025-07-17,gradient_boosting,high,414,5.642623605535322,11.33955900983405,0.5832779705628357,54.02151056655163
