date,division,district,sarkari_24h,besarkari_24h,admissions_24h,cumulative_total,cumulative_deaths,cumulative_discharged,source,date_source
2022-08-21,িাজ াহী রেভাগ,রসিাজগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িাজ াহী রেভাগ,পােনা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,িিংপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,লাল রনিহাট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,কুরড়গ্রা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,নীলফা ািী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,রদনাজপুি,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,গাইোন্ধা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,ঠাকুিগাঁও,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,িিংপুি রেভাগ,পঞ্চগড়,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,েরি াল রেভাগ,েরি াল,0,0,0,15,0,12,wayback_dghs_pdf,pdf_text
2022-08-21,েরি াল রেভাগ,পটুয়াখালী,0,0,0,11,0,8,wayback_dghs_pdf,pdf_text
2022-08-21,েরি াল রেভাগ,বভালা,0,0,0,13,0,12,wayback_dghs_pdf,pdf_text
2022-08-21,েরি াল রেভাগ,রপমিাজপুি,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-21,েরি াল রেভাগ,েিগুনা,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-21,েরি াল রেভাগ,িালকাঠি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,রসমলট রেভাগ,রসমলট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,রসমলট রেভাগ,সুনা গঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,রসমলট রেভাগ,হরেগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-21,রসমলট রেভাগ,ব ৌলভীোজাি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা হানগি,ঢাকা হানগি,52,70,122,3857,9,3419,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ঢাকা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ফরিদপুি,0,0,0,15,0,15,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),গাজীপুি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),বগাপালগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),রকম ািগঞ্জ,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),াদািীপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ারনকগঞ্জ,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),মুরিরগঞ্জ,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),নািায়ণগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),নিরসিংদী,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),িাজোড়ী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),িীয়তপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),টাঙ্গাইল,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,য় নরসিংহ রেভাগ,য় নরসিংহ,0,0,0,41,0,38,wayback_dghs_pdf,pdf_text
2022-08-22,য় নরসিংহ রেভাগ,জা ালপুি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,য় নরসিংহ রেভাগ,ব িপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,য় নরসিংহ রেভাগ,বনত্রমকানা,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,চট্টগ্রা,0,0,0,151,0,145,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,কক্সোজাি,11,0,11,416,10,364,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,িাঙ্গা াটি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,খাগড়াছরড়,0,0,0,1,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,োন্দিোন,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,বফনী,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,কুর ল্লা,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,চাঁদপুি,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,লক্ষীপুি,0,0,0,6,0,4,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,বনায়াখালী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,চট্টগ্রা রেভাগ,ব্রাহ্মনোরড়য়া,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,খুলনা,0,0,0,5,0,4,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,োমগিহাট,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,সাতক্ষীিা,0,0,0,9,0,8,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,যম াি,0,0,0,8,0,8,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,রিনাইদহ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,াগুিা,0,0,0,2,0,2,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,নড়াইল,3,0,3,20,0,16,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,কুরিয়া,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,চুয়ািাঙ্গা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,খুলনা রেভাগ,ব মহিপুি,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,িাজ াহী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,চাপাইনোেগঞ্জ,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,নওগাঁ,0,0,0,2,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,নামটাি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,জয়পুিহাট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,েগুড়া,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,রসিাজগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িাজ াহী রেভাগ,পােনা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,িিংপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,লাল রনিহাট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,কুরড়গ্রা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,নীলফা ািী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,রদনাজপুি,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,গাইোন্ধা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,ঠাকুিগাঁও,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,িিংপুি রেভাগ,পঞ্চগড়,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,েরি াল রেভাগ,েরি াল,0,0,0,15,0,12,wayback_dghs_pdf,pdf_text
2022-08-22,েরি াল রেভাগ,পটুয়াখালী,0,2,2,13,0,11,wayback_dghs_pdf,pdf_text
2022-08-22,েরি াল রেভাগ,বভালা,0,0,0,13,0,13,wayback_dghs_pdf,pdf_text
2022-08-22,েরি াল রেভাগ,রপমিাজপুি,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-22,েরি াল রেভাগ,েিগুনা,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-22,েরি াল রেভাগ,িালকাঠি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,রসমলট রেভাগ,রসমলট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,রসমলট রেভাগ,সুনা গঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,রসমলট রেভাগ,হরেগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-22,রসমলট রেভাগ,ব ৌলভীোজাি,1,0,1,1,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা হানগি,ঢাকা হানগি,46,61,107,3964,9,3525,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ঢাকা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ফরিদপুি,0,0,0,15,0,15,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),গাজীপুি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),বগাপালগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),রকম ািগঞ্জ,1,0,1,4,0,3,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),াদািীপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ারনকগঞ্জ,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),মুরিরগঞ্জ,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),নািায়ণগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),নিরসিংদী,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),িাজোড়ী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),িীয়তপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),টাঙ্গাইল,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,য় নরসিংহ রেভাগ,য় নরসিংহ,1,0,1,42,0,40,wayback_dghs_pdf,pdf_text
2022-08-23,য় নরসিংহ রেভাগ,জা ালপুি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,য় নরসিংহ রেভাগ,ব িপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,য় নরসিংহ রেভাগ,বনত্রমকানা,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,চট্টগ্রা,5,4,9,160,0,148,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,কক্সোজাি,34,0,34,450,10,386,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,িাঙ্গা াটি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,খাগড়াছরড়,0,0,0,1,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,োন্দিোন,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,বফনী,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,কুর ল্লা,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,চাঁদপুি,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,লক্ষীপুি,0,0,0,6,0,4,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,বনায়াখালী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,চট্টগ্রা রেভাগ,ব্রাহ্মনোরড়য়া,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,খুলনা,0,0,0,5,0,4,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,োমগিহাট,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,সাতক্ষীিা,0,0,0,9,0,8,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,যম াি,0,0,0,8,0,8,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,রিনাইদহ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,াগুিা,0,0,0,2,0,2,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,নড়াইল,1,0,1,21,0,16,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,কুরিয়া,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,চুয়ািাঙ্গা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,খুলনা রেভাগ,ব মহিপুি,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,িাজ াহী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,চাপাইনোেগঞ্জ,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,নওগাঁ,0,0,0,2,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,নামটাি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,জয়পুিহাট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,েগুড়া,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,রসিাজগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িাজ াহী রেভাগ,পােনা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,িিংপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,লাল রনিহাট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,কুরড়গ্রা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,নীলফা ািী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,রদনাজপুি,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,গাইোন্ধা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,ঠাকুিগাঁও,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,িিংপুি রেভাগ,পঞ্চগড়,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,েরি াল রেভাগ,েরি াল,0,0,0,15,0,12,wayback_dghs_pdf,pdf_text
2022-08-23,েরি াল রেভাগ,পটুয়াখালী,0,0,0,13,0,11,wayback_dghs_pdf,pdf_text
2022-08-23,েরি াল রেভাগ,বভালা,0,0,0,13,0,13,wayback_dghs_pdf,pdf_text
2022-08-23,েরি াল রেভাগ,রপমিাজপুি,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-23,েরি াল রেভাগ,েিগুনা,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-23,েরি াল রেভাগ,িালকাঠি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,রসমলট রেভাগ,রসমলট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,রসমলট রেভাগ,সুনা গঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,রসমলট রেভাগ,হরেগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-23,রসমলট রেভাগ,ব ৌলভীোজাি,0,0,0,1,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা হানগি,ঢাকা হানগি,66,59,125,4089,9,3643,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ঢাকা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ফরিদপুি,0,0,0,15,0,15,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),গাজীপুি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),বগাপালগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),রকম ািগঞ্জ,0,0,0,4,0,3,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),াদািীপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ারনকগঞ্জ,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),মুরিরগঞ্জ,1,0,1,4,0,3,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),নািায়ণগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),নিরসিংদী,1,0,1,5,0,4,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),িাজোড়ী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),িীয়তপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),টাঙ্গাইল,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,য় নরসিংহ রেভাগ,য় নরসিংহ,0,0,0,42,0,40,wayback_dghs_pdf,pdf_text
2022-08-24,য় নরসিংহ রেভাগ,জা ালপুি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,য় নরসিংহ রেভাগ,ব িপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,য় নরসিংহ রেভাগ,বনত্রমকানা,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,চট্টগ্রা,2,3,5,165,0,155,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,কক্সোজাি,23,0,23,473,10,415,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,িাঙ্গা াটি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,খাগড়াছরড়,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,োন্দিোন,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,বফনী,1,0,1,5,0,4,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,কুর ল্লা,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,চাঁদপুি,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,লক্ষীপুি,0,0,0,6,0,6,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,বনায়াখালী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,চট্টগ্রা রেভাগ,ব্রাহ্মনোরড়য়া,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,খুলনা,0,0,0,5,0,4,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,োমগিহাট,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,সাতক্ষীিা,0,0,0,9,0,8,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,যম াি,0,0,0,8,0,8,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,রিনাইদহ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,াগুিা,3,0,3,5,0,2,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,নড়াইল,3,0,3,24,0,17,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,কুরিয়া,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,চুয়ািাঙ্গা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,খুলনা রেভাগ,ব মহিপুি,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,িাজ াহী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,চাপাইনোেগঞ্জ,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,নওগাঁ,0,0,0,2,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,নামটাি,0,0,0,1,0,1,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,জয়পুিহাট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,েগুড়া,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,রসিাজগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িাজ াহী রেভাগ,পােনা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,িিংপুি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,লাল রনিহাট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,কুরড়গ্রা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,নীলফা ািী,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,রদনাজপুি,0,0,0,3,0,3,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,গাইোন্ধা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,ঠাকুিগাঁও,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,িিংপুি রেভাগ,পঞ্চগড়,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,েরি াল রেভাগ,েরি াল,0,0,0,15,0,14,wayback_dghs_pdf,pdf_text
2022-08-24,েরি াল রেভাগ,পটুয়াখালী,0,0,0,13,0,11,wayback_dghs_pdf,pdf_text
2022-08-24,েরি াল রেভাগ,বভালা,3,0,3,16,0,13,wayback_dghs_pdf,pdf_text
2022-08-24,েরি াল রেভাগ,রপমিাজপুি,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-24,েরি াল রেভাগ,েিগুনা,0,0,0,4,0,4,wayback_dghs_pdf,pdf_text
2022-08-24,েরি াল রেভাগ,িালকাঠি,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,রসমলট রেভাগ,রসমলট,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,রসমলট রেভাগ,সুনা গঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,রসমলট রেভাগ,হরেগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-24,রসমলট রেভাগ,ব ৌলভীোজাি,0,0,0,1,0,0,wayback_dghs_pdf,pdf_text
2022-08-25,ঢাকা হানগি,ঢাকা হানগি,73,61,134,4223,9,3747,wayback_dghs_pdf,pdf_text
2022-08-25,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ঢাকা,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-25,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),ফরিদপুি,2,0,2,17,0,15,wayback_dghs_pdf,pdf_text
2022-08-25,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),গাজীপুি,1,0,1,2,0,1,wayback_dghs_pdf,pdf_text
2022-08-25,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),বগাপালগঞ্জ,0,0,0,0,0,0,wayback_dghs_pdf,pdf_text
2022-08-25,ঢাকা রেভাগ (ঢাকা হি ব্যতীত),রকম ািগঞ্জ,0,0,0,4,0,3,wayback_dghs_pdf,pdf_text
