date,division,district,admissions_24h,cumulative_total,cumulative_deaths,cumulative_discharged,district_raw,source,date_source
2022-07-27,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-27,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-07-28,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-07-28,Barishal,Barishal,0,9,0,6,েরি াল,wayback_dghs_pdf,pdf_text
2022-07-28,Barishal,Bhola,0,8,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-07-28,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-07-28,Barishal,Patuakhali,0,5,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-07-28,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Chattogram,3,83,0,78,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Cox's Bazar,0,165,5,109,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-07-28,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Dhaka Metro,58,2067,3,1823,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Faridpur,0,6,0,3,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Munshiganj,0,3,0,1,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Narsingdi,0,0,0,0,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Dhaka,Tangail,0,0,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Bagerhat,0,2,0,1,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Narail,2,10,0,8,নড়াইল,wayback_dghs_pdf,pdf_text
2022-07-28,Khulna,Satkhira,0,7,0,6,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-07-28,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Mymensingh,Mymensingh,1,24,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-07-28,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-07-28,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Naogaon,0,1,0,0,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Natore,0,0,0,0,নামটাি,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Rajshahi,0,0,0,0,িাজ াহী,wayback_dghs_pdf,pdf_text
2022-07-28,Rajshahi,Sirajganj,0,0,0,0,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Dinajpur,0,3,0,3,রদনাজপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Gaibandha,0,0,0,0,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Kurigram,0,0,0,0,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Nilphamari,0,0,0,0,নীলফা ািী,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2022-07-28,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2022-07-28,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Sylhet,Moulvibazar,0,0,0,0,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2022-07-28,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-28,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-07-29,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-07-29,Barishal,Barishal,0,9,0,6,েরি াল,wayback_dghs_pdf,pdf_text
2022-07-29,Barishal,Bhola,0,8,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-07-29,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-07-29,Barishal,Patuakhali,0,5,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-07-29,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Chattogram,0,83,0,78,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Cox's Bazar,14,179,5,109,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-07-29,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Dhaka Metro,48,2115,3,1858,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Faridpur,3,9,0,6,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Munshiganj,0,3,0,3,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Narsingdi,0,0,0,0,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Dhaka,Tangail,0,0,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Bagerhat,0,2,0,1,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Narail,0,10,0,8,নড়াইল,wayback_dghs_pdf,pdf_text
2022-07-29,Khulna,Satkhira,0,7,0,6,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-07-29,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Mymensingh,Mymensingh,0,24,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-07-29,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-07-29,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Naogaon,0,1,0,0,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Natore,0,0,0,0,নামটাি,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Rajshahi,0,0,0,0,িাজ াহী,wayback_dghs_pdf,pdf_text
2022-07-29,Rajshahi,Sirajganj,0,0,0,0,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Dinajpur,0,3,0,3,রদনাজপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Gaibandha,0,0,0,0,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Kurigram,0,0,0,0,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Nilphamari,0,0,0,0,নীলফা ািী,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2022-07-29,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2022-07-29,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Sylhet,Moulvibazar,0,0,0,0,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2022-07-29,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-29,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-07-30,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-07-30,Barishal,Barishal,0,9,0,6,েরি াল,wayback_dghs_pdf,pdf_text
2022-07-30,Barishal,Bhola,0,8,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-07-30,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-07-30,Barishal,Patuakhali,0,5,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-07-30,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Chattogram,5,88,0,81,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Cox's Bazar,6,185,6,132,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-07-30,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Dhaka Metro,72,2187,3,1919,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Faridpur,0,9,0,6,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Munshiganj,0,3,0,3,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Narsingdi,2,2,0,0,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Dhaka,Tangail,0,0,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Bagerhat,0,2,0,1,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Narail,0,10,0,9,নড়াইল,wayback_dghs_pdf,pdf_text
2022-07-30,Khulna,Satkhira,0,7,0,6,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-07-30,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Mymensingh,Mymensingh,0,24,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-07-30,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-07-30,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Naogaon,0,1,0,0,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Natore,0,0,0,0,নামটাি,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Rajshahi,0,0,0,0,িাজ াহী,wayback_dghs_pdf,pdf_text
2022-07-30,Rajshahi,Sirajganj,0,0,0,0,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Dinajpur,0,3,0,3,রদনাজপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Gaibandha,0,0,0,0,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Kurigram,0,0,0,0,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Nilphamari,0,0,0,0,নীলফা ািী,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Panchagarh,0,0,0,0,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2022-07-30,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2022-07-30,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Sylhet,Moulvibazar,0,0,0,0,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2022-07-30,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-30,Sylhet,Sylhet,0,0,0,0,রসমলট,wayback_dghs_pdf,pdf_text
2022-07-31,Barishal,Barguna,0,4,0,4,েিগুনা,wayback_dghs_pdf,pdf_text
2022-07-31,Barishal,Barishal,0,9,0,6,েরি াল,wayback_dghs_pdf,pdf_text
2022-07-31,Barishal,Bhola,0,8,0,8,বভালা,wayback_dghs_pdf,pdf_text
2022-07-31,Barishal,Jhalokati,0,0,0,0,িালকাঠি,wayback_dghs_pdf,pdf_text
2022-07-31,Barishal,Patuakhali,0,5,0,5,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2022-07-31,Barishal,Pirojpur,0,4,0,4,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Bandarban,0,0,0,0,োন্দিোন,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Brahmanbaria,0,0,0,0,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Chandpur,0,4,0,4,চাঁদপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Chattogram,2,90,0,81,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Cox's Bazar,18,203,6,144,কক্সোজাি,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Cumilla,0,1,0,1,কুর ল্লা,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Feni,0,4,0,4,বফনী,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Khagrachhari,0,0,0,0,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Lakshmipur,0,4,0,4,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Noakhali,0,0,0,0,বনায়াখালী,wayback_dghs_pdf,pdf_text
2022-07-31,Chattogram,Rangamati,0,0,0,0,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Dhaka,0,0,0,0,ঢাকা,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Dhaka Metro,57,2244,4,1985,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Faridpur,0,9,0,6,ফরিদপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Gazipur,0,1,0,1,গাজীপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Kishoreganj,0,1,0,1,রকম ািগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Madaripur,0,0,0,0,াদািীপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Manikganj,0,1,0,1,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Munshiganj,0,3,0,3,মুরিরগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Narayanganj,0,0,0,0,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Narsingdi,1,3,0,2,নিরসিংদী,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Rajbari,0,0,0,0,িাজোড়ী,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Shariatpur,0,0,0,0,িীয়তপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Dhaka,Tangail,1,1,0,0,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Bagerhat,0,2,0,2,োমগিহাট,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Jashore,0,8,0,8,যম াি,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Jhenaidah,0,0,0,0,রিনাইদহ,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Khulna,0,0,0,0,খুলনা,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Kushtia,0,1,0,1,কুরিয়া,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Magura,0,0,0,0,াগুিা,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Meherpur,0,1,0,1,ব মহিপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Narail,0,10,0,10,নড়াইল,wayback_dghs_pdf,pdf_text
2022-07-31,Khulna,Satkhira,0,7,0,6,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2022-07-31,Mymensingh,Jamalpur,0,1,0,1,জা ালপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Mymensingh,Mymensingh,0,24,0,23,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2022-07-31,Mymensingh,Netrokona,0,1,0,1,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2022-07-31,Mymensingh,Sherpur,0,0,0,0,ব িপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Bogura,0,0,0,0,েগুড়া,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Chapai Nawabganj,0,1,0,1,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Naogaon,0,1,0,1,নওগাঁ,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Natore,1,1,0,0,নামটাি,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Pabna,0,0,0,0,পােনা,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Rajshahi,0,0,0,0,িাজ াহী,wayback_dghs_pdf,pdf_text
2022-07-31,Rajshahi,Sirajganj,0,0,0,0,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2022-07-31,Rangpur,Dinajpur,0,3,0,3,রদনাজপুি,wayback_dghs_pdf,pdf_text
2022-07-31,Rangpur,Gaibandha,0,0,0,0,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2022-07-31,Rangpur,Kurigram,0,0,0,0,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2022-07-31,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
