date,division,district,admissions_24h,cumulative_total,cumulative_deaths,cumulative_discharged,district_raw,source,date_source
2025-03-01,Mymensingh,Netrokona,0,0,0,0,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2025-03-01,Mymensingh,Sherpur,0,0,0,0,বশিপুি,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Bogura,0,6,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Chapai Nawabganj,0,0,0,0,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Naogaon,0,3,0,2,নওগাঁ,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Natore,0,7,0,7,নামটাি,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Pabna,0,15,0,15,পােনা,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Rajshahi,0,0,0,0,িাজশাহী,wayback_dghs_pdf,pdf_text
2025-03-01,Rajshahi,Sirajganj,0,9,0,9,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Dinajpur,0,1,0,1,রদনাজপুি,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Gaibandha,0,1,0,1,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Kurigram,0,1,0,1,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Nilphamari,0,1,0,1,নীলফা ািী,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Panchagarh,0,2,0,2,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2025-03-01,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2025-03-01,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-01,Sylhet,Moulvibazar,0,1,0,1,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2025-03-01,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-01,Sylhet,Sylhet,0,5,0,5,রসমলট,wayback_dghs_pdf,pdf_text
2025-03-02,Barishal,Barguna,0,52,0,52,েিগুনা,wayback_dghs_pdf,pdf_text
2025-03-02,Barishal,Barishal,0,60,0,56,েরিশাল,wayback_dghs_pdf,pdf_text
2025-03-02,Barishal,Bhola,0,15,0,15,বভালা,wayback_dghs_pdf,pdf_text
2025-03-02,Barishal,Jhalokati,0,3,0,3,িালকাঠি,wayback_dghs_pdf,pdf_text
2025-03-02,Barishal,Patuakhali,0,83,0,81,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2025-03-02,Barishal,Pirojpur,0,44,0,43,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Bandarban,0,14,0,14,োন্দিোন,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Brahmanbaria,0,33,0,32,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Chandpur,0,25,0,25,চাঁদপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Chattogram,1,99,1,96,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Cox's Bazar,0,38,0,37,কক্সোজাি,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Cumilla,0,35,0,32,কুর ল্লা,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Feni,0,2,0,2,বফনী,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Khagrachhari,1,10,0,9,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Lakshmipur,0,14,0,14,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Noakhali,0,12,0,11,বনায়াখালী,wayback_dghs_pdf,pdf_text
2025-03-02,Chattogram,Rangamati,0,3,0,3,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Dhaka,0,15,0,14,ঢাকা,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Dhaka Metro,2,524,9,488,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Faridpur,0,10,0,10,ফরিদপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Gazipur,0,32,0,30,গাজীপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Kishoreganj,0,25,0,25,রকমশািগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Madaripur,0,43,0,42,াদািীপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Manikganj,0,12,0,12,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Munshiganj,1,37,0,36,মুরিগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Narayanganj,0,32,0,31,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Narsingdi,0,31,0,28,নিরসিংদী,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Rajbari,0,5,0,5,িাজোড়ী,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Shariatpur,0,0,0,0,শিীয়তপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Dhaka,Tangail,0,19,0,19,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Bagerhat,0,1,0,1,োমগিহাট,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Jashore,0,7,0,4,যমশাি,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Jhenaidah,0,3,0,3,রিনাইদহ,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Khulna,0,17,0,17,খুলনা,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Kushtia,0,2,0,2,কুরিয়া,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Magura,0,4,0,4,াগুিা,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Meherpur,1,15,1,13,ব মহিপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Narail,0,22,0,21,নড়াইল,wayback_dghs_pdf,pdf_text
2025-03-02,Khulna,Satkhira,0,1,0,1,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2025-03-02,Mymensingh,Jamalpur,0,11,0,11,জা ালপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Mymensingh,Mymensingh,0,1,0,1,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2025-03-02,Mymensingh,Netrokona,0,0,0,0,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2025-03-02,Mymensingh,Sherpur,0,0,0,0,বশিপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Bogura,0,6,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Chapai Nawabganj,0,0,0,0,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Naogaon,0,3,0,2,নওগাঁ,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Natore,0,7,0,7,নামটাি,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Pabna,0,15,0,15,পােনা,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Rajshahi,0,0,0,0,িাজশাহী,wayback_dghs_pdf,pdf_text
2025-03-02,Rajshahi,Sirajganj,0,9,0,9,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Dinajpur,0,1,0,1,রদনাজপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Gaibandha,0,1,0,1,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Kurigram,0,1,0,1,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Nilphamari,0,1,0,1,নীলফা ািী,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Panchagarh,0,2,0,2,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2025-03-02,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2025-03-02,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Sylhet,Moulvibazar,0,1,0,1,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2025-03-02,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-02,Sylhet,Sylhet,0,5,0,5,রসমলট,wayback_dghs_pdf,pdf_text
2025-03-03,Barishal,Barguna,0,52,0,52,েিগুনা,wayback_dghs_pdf,pdf_text
2025-03-03,Barishal,Barishal,1,61,0,59,েরিশাল,wayback_dghs_pdf,pdf_text
2025-03-03,Barishal,Bhola,0,15,0,15,বভালা,wayback_dghs_pdf,pdf_text
2025-03-03,Barishal,Jhalokati,0,3,0,3,িালকাঠি,wayback_dghs_pdf,pdf_text
2025-03-03,Barishal,Patuakhali,0,83,0,81,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2025-03-03,Barishal,Pirojpur,0,44,0,43,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Bandarban,0,14,0,14,োন্দিোন,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Brahmanbaria,0,33,0,32,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Chandpur,0,25,0,25,চাঁদপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Chattogram,0,99,1,96,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Cox's Bazar,0,38,0,37,কক্সোজাি,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Cumilla,0,35,0,32,কুর ল্লা,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Feni,0,2,0,2,বফনী,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Khagrachhari,0,10,0,9,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Lakshmipur,0,14,0,14,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Noakhali,0,12,0,11,বনায়াখালী,wayback_dghs_pdf,pdf_text
2025-03-03,Chattogram,Rangamati,0,3,0,3,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Dhaka,0,15,0,14,ঢাকা,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Dhaka Metro,2,526,9,491,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Faridpur,0,10,0,10,ফরিদপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Gazipur,0,32,0,30,গাজীপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Kishoreganj,0,25,0,25,রকমশািগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Madaripur,3,46,0,43,াদািীপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Manikganj,0,12,0,12,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Munshiganj,1,38,0,36,মুরিগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Narayanganj,0,32,0,31,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Narsingdi,0,31,0,31,নিরসিংদী,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Rajbari,0,5,0,5,িাজোড়ী,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Shariatpur,0,0,0,0,শিীয়তপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Dhaka,Tangail,0,19,0,19,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Bagerhat,0,1,0,1,োমগিহাট,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Jashore,0,7,0,4,যমশাি,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Jhenaidah,0,3,0,3,রিনাইদহ,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Khulna,0,17,0,17,খুলনা,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Kushtia,0,2,0,2,কুরিয়া,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Magura,0,4,0,4,াগুিা,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Meherpur,0,15,1,13,ব মহিপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Narail,0,22,0,21,নড়াইল,wayback_dghs_pdf,pdf_text
2025-03-03,Khulna,Satkhira,0,1,0,1,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2025-03-03,Mymensingh,Jamalpur,0,11,0,11,জা ালপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Mymensingh,Mymensingh,0,1,0,1,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2025-03-03,Mymensingh,Netrokona,0,0,0,0,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2025-03-03,Mymensingh,Sherpur,0,0,0,0,বশিপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Bogura,0,6,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Chapai Nawabganj,0,0,0,0,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Naogaon,0,3,0,2,নওগাঁ,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Natore,0,7,0,7,নামটাি,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Pabna,0,15,0,15,পােনা,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Rajshahi,0,0,0,0,িাজশাহী,wayback_dghs_pdf,pdf_text
2025-03-03,Rajshahi,Sirajganj,0,9,0,9,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Dinajpur,0,1,0,1,রদনাজপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Gaibandha,0,1,0,1,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Kurigram,0,1,0,1,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Nilphamari,0,1,0,1,নীলফা ািী,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Panchagarh,0,2,0,2,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2025-03-03,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2025-03-03,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Sylhet,Moulvibazar,0,1,0,1,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2025-03-03,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-03,Sylhet,Sylhet,0,5,0,5,রসমলট,wayback_dghs_pdf,pdf_text
2025-03-04,Barishal,Barguna,1,53,0,52,েিগুনা,wayback_dghs_pdf,pdf_text
2025-03-04,Barishal,Barishal,0,61,0,59,েরিশাল,wayback_dghs_pdf,pdf_text
2025-03-04,Barishal,Bhola,0,15,0,15,বভালা,wayback_dghs_pdf,pdf_text
2025-03-04,Barishal,Jhalokati,0,3,0,3,িালকাঠি,wayback_dghs_pdf,pdf_text
2025-03-04,Barishal,Patuakhali,0,83,0,81,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2025-03-04,Barishal,Pirojpur,0,44,0,43,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Bandarban,1,15,0,14,োন্দিোন,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Brahmanbaria,0,33,0,32,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Chandpur,0,25,0,25,চাঁদপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Chattogram,0,99,1,96,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Cox's Bazar,0,38,0,37,কক্সোজাি,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Cumilla,0,35,0,33,কুর ল্লা,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Feni,0,2,0,2,বফনী,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Khagrachhari,0,10,0,10,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Lakshmipur,0,14,0,14,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Noakhali,0,12,0,11,বনায়াখালী,wayback_dghs_pdf,pdf_text
2025-03-04,Chattogram,Rangamati,0,3,0,3,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Dhaka,0,15,0,15,ঢাকা,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Dhaka Metro,3,529,9,492,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Faridpur,0,10,0,10,ফরিদপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Gazipur,0,32,0,30,গাজীপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Kishoreganj,0,25,0,25,রকমশািগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Madaripur,1,47,0,45,াদািীপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Manikganj,0,12,0,12,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Munshiganj,0,38,0,37,মুরিগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Narayanganj,0,32,0,31,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Narsingdi,0,31,0,31,নিরসিংদী,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Rajbari,0,5,0,5,িাজোড়ী,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Shariatpur,0,0,0,0,শিীয়তপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Dhaka,Tangail,0,19,0,19,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Bagerhat,0,1,0,1,োমগিহাট,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Jashore,0,7,0,4,যমশাি,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Jhenaidah,0,3,0,3,রিনাইদহ,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Khulna,0,17,0,17,খুলনা,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Kushtia,0,2,0,2,কুরিয়া,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Magura,0,4,0,4,াগুিা,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Meherpur,0,15,1,14,ব মহিপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Narail,0,22,0,21,নড়াইল,wayback_dghs_pdf,pdf_text
2025-03-04,Khulna,Satkhira,1,2,0,1,সাতক্ষীিা,wayback_dghs_pdf,pdf_text
2025-03-04,Mymensingh,Jamalpur,0,11,0,11,জা ালপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Mymensingh,Mymensingh,0,1,0,1,য় নরসিংহ,wayback_dghs_pdf,pdf_text
2025-03-04,Mymensingh,Netrokona,0,0,0,0,বনত্রমকানা,wayback_dghs_pdf,pdf_text
2025-03-04,Mymensingh,Sherpur,0,0,0,0,বশিপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Bogura,0,6,0,4,েগুড়া,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Chapai Nawabganj,0,0,0,0,চাপাইনোেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Joypurhat,0,0,0,0,জয়পুিহাট,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Naogaon,0,3,0,2,নওগাঁ,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Natore,0,7,0,7,নামটাি,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Pabna,0,15,0,15,পােনা,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Rajshahi,0,0,0,0,িাজশাহী,wayback_dghs_pdf,pdf_text
2025-03-04,Rajshahi,Sirajganj,0,9,0,9,রসিাজগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Dinajpur,0,1,0,1,রদনাজপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Gaibandha,0,1,0,1,গাইোন্ধা,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Kurigram,0,1,0,1,কুরড়গ্রা,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Lalmonirhat,0,0,0,0,লাল রনিহাট,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Nilphamari,0,1,0,1,নীলফা ািী,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Panchagarh,0,2,0,2,পঞ্চগড়,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Rangpur,0,0,0,0,িিংপুি,wayback_dghs_pdf,pdf_text
2025-03-04,Rangpur,Thakurgaon,0,0,0,0,ঠাকুিগাঁও,wayback_dghs_pdf,pdf_text
2025-03-04,Sylhet,Habiganj,0,0,0,0,হরেগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Sylhet,Moulvibazar,0,1,0,1,ব ৌলভীোজাি,wayback_dghs_pdf,pdf_text
2025-03-04,Sylhet,Sunamganj,0,0,0,0,সুনা গঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-04,Sylhet,Sylhet,0,5,0,5,রসমলট,wayback_dghs_pdf,pdf_text
2025-03-05,Barishal,Barguna,0,53,0,52,েিগুনা,wayback_dghs_pdf,pdf_text
2025-03-05,Barishal,Barishal,0,61,0,59,েরিশাল,wayback_dghs_pdf,pdf_text
2025-03-05,Barishal,Bhola,0,15,0,15,বভালা,wayback_dghs_pdf,pdf_text
2025-03-05,Barishal,Jhalokati,0,3,0,3,িালকাঠি,wayback_dghs_pdf,pdf_text
2025-03-05,Barishal,Patuakhali,1,84,0,81,পটুয়াখালী,wayback_dghs_pdf,pdf_text
2025-03-05,Barishal,Pirojpur,2,46,0,44,রপমিাজপুি,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Bandarban,0,15,0,14,োন্দিোন,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Brahmanbaria,0,33,0,32,ব্রাহ্মনোরড়য়া,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Chandpur,0,25,0,25,চাঁদপুি,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Chattogram,0,99,1,96,চট্টগ্রা,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Cox's Bazar,0,38,0,37,কক্সোজাি,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Cumilla,0,35,0,33,কুর ল্লা,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Feni,0,2,0,2,বফনী,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Khagrachhari,0,10,0,10,খাগড়াছরড়,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Lakshmipur,0,14,0,14,লক্ষীপুি,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Noakhali,0,12,0,11,বনায়াখালী,wayback_dghs_pdf,pdf_text
2025-03-05,Chattogram,Rangamati,0,3,0,3,িাঙ্গা াটি,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Dhaka,0,15,0,15,ঢাকা,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Dhaka Metro,3,532,9,493,ঢাকা হানগি,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Faridpur,0,10,0,10,ফরিদপুি,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Gazipur,0,32,0,31,গাজীপুি,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Gopalganj,0,0,0,0,বগাপালগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Kishoreganj,0,25,0,25,রকমশািগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Madaripur,1,48,0,47,াদািীপুি,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Manikganj,0,12,0,12,ারনকগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Munshiganj,0,38,0,38,মুরিগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Narayanganj,0,32,0,31,নািায়ণগঞ্জ,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Narsingdi,0,31,0,31,নিরসিংদী,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Rajbari,0,5,0,5,িাজোড়ী,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Shariatpur,0,0,0,0,শিীয়তপুি,wayback_dghs_pdf,pdf_text
2025-03-05,Dhaka,Tangail,0,19,0,19,টাঙ্গাইল,wayback_dghs_pdf,pdf_text
2025-03-05,Khulna,Bagerhat,0,1,0,1,োমগিহাট,wayback_dghs_pdf,pdf_text
2025-03-05,Khulna,Chuadanga,0,0,0,0,চুয়ািাঙ্গা,wayback_dghs_pdf,pdf_text
2025-03-05,Khulna,Jashore,0,7,0,4,যমশাি,wayback_dghs_pdf,pdf_text
2025-03-05,Khulna,Jhenaidah,0,3,0,3,রিনাইদহ,wayback_dghs_pdf,pdf_text
2025-03-05,Khulna,Khulna,0,17,0,17,খুলনা,wayback_dghs_pdf,pdf_text
