date,division,district,rain_mm,temp_mean_c,temp_max_c,humidity_pct
2022-10-09,Chattogram,Khagrachhari,13.22,28.07,33.08,83.91
2022-10-09,Khulna,Khulna,4.76,26.91,29.47,91.45
2022-10-09,Dhaka,Kishoreganj,8.8,27.2,30.47,89.03
2022-10-09,Rangpur,Kurigram,19.16,26.87,29.08,91.88
2022-10-09,Khulna,Kushtia,2.3,26.94,30.77,88.74
2022-10-09,Chattogram,Lakshmipur,14.68,27.51,30.01,88.43
2022-10-09,Rangpur,Lalmonirhat,18.74,26.99,29.49,91.8
2022-10-09,Dhaka,Madaripur,9.96,27.11,30.0,90.36
2022-10-09,Khulna,Magura,6.93,26.74,29.67,91.01
2022-10-09,Dhaka,Manikganj,6.46,26.94,29.78,90.43
2022-10-09,Khulna,Meherpur,2.3,26.94,30.77,88.74
2022-10-09,Sylhet,Moulvibazar,9.15,27.34,30.91,87.57
2022-10-09,Dhaka,Munshiganj,12.16,27.49,30.24,88.73
2022-10-09,Mymensingh,Mymensingh,5.02,26.99,30.16,90.34
2022-10-09,Rajshahi,Naogaon,2.37,27.26,31.1,87.82
2022-10-09,Khulna,Narail,5.9,26.85,29.67,91.32
2022-10-09,Dhaka,Narayanganj,12.16,27.49,30.24,88.73
2022-10-09,Dhaka,Narsingdi,6.19,27.24,30.22,89.28
2022-10-09,Rajshahi,Natore,2.35,27.09,30.42,88.81
2022-10-09,Mymensingh,Netrokona,7.64,26.62,29.55,90.84
2022-10-09,Rangpur,Nilphamari,12.59,26.86,29.69,91.5
2022-10-09,Chattogram,Noakhali,17.29,28.45,29.01,83.12
2022-10-09,Rajshahi,Pabna,4.8,26.83,30.0,90.11
2022-10-09,Rangpur,Panchagarh,18.11,26.4,29.16,92.25
2022-10-09,Barishal,Patuakhali,27.5,27.99,28.74,85.19
2022-10-09,Barishal,Pirojpur,8.8,27.01,29.5,90.52
2022-10-09,Dhaka,Rajbari,6.93,26.74,29.67,91.01
2022-10-09,Rajshahi,Rajshahi,1.19,27.18,31.24,87.53
2022-10-09,Chattogram,Rangamati,8.97,27.05,32.41,83.28
2022-10-09,Rangpur,Rangpur,11.11,27.15,29.99,89.88
2022-10-09,Khulna,Satkhira,4.76,26.91,29.47,91.45
2022-10-09,Dhaka,Shariatpur,14.68,27.51,30.01,88.43
2022-10-09,Mymensingh,Sherpur,5.77,26.97,29.8,90.49
2022-10-09,Rajshahi,Sirajganj,2.35,27.09,30.42,88.81
2022-10-09,Sylhet,Sunamganj,13.53,26.77,29.69,89.1
2022-10-09,Sylhet,Sylhet,14.37,26.42,29.55,89.86
2022-10-09,Dhaka,Tangail,3.45,27.01,30.02,90.02
2022-10-09,Rangpur,Thakurgaon,20.0,26.95,30.21,90.8
2022-10-10,Khulna,Bagerhat,12.34,27.0,29.69,89.7
2022-10-10,Chattogram,Bandarban,38.42,25.92,30.22,91.22
2022-10-10,Barishal,Barguna,18.12,27.41,29.09,87.77
2022-10-10,Barishal,Barishal,13.32,27.24,29.69,87.97
2022-10-10,Barishal,Bhola,18.81,27.4,29.51,86.86
2022-10-10,Rajshahi,Bogura,5.63,27.28,30.41,89.45
2022-10-10,Chattogram,Brahmanbaria,6.37,27.2,30.32,88.2
2022-10-10,Chattogram,Chandpur,10.41,27.24,30.18,89.11
2022-10-10,Rajshahi,Chapai Nawabganj,0.95,27.53,31.6,86.75
2022-10-10,Chattogram,Chattogram,24.83,27.51,29.54,85.24
2022-10-10,Khulna,Chuadanga,5.41,26.59,29.75,90.62
2022-10-10,Chattogram,Cox's Bazar,34.36,28.17,29.22,81.06
2022-10-10,Chattogram,Cumilla,12.47,26.99,30.11,89.12
2022-10-10,Dhaka,Dhaka,10.24,26.88,29.72,90.68
2022-10-10,Rangpur,Dinajpur,8.86,27.18,30.68,90.13
2022-10-10,Dhaka,Faridpur,13.13,27.02,30.14,89.96
2022-10-10,Chattogram,Feni,17.2,27.33,30.2,87.21
2022-10-10,Rangpur,Gaibandha,12.99,27.22,30.3,90.31
2022-10-10,Dhaka,Gazipur,7.11,27.11,29.93,89.91
2022-10-10,Dhaka,Gopalganj,11.59,26.85,29.77,90.41
2022-10-10,Sylhet,Habiganj,8.15,27.0,30.05,90.16
2022-10-10,Mymensingh,Jamalpur,9.97,26.91,29.69,91.24
2022-10-10,Khulna,Jashore,9.27,26.76,29.88,90.99
2022-10-10,Barishal,Jhalokati,12.34,27.0,29.69,89.7
2022-10-10,Khulna,Jhenaidah,11.66,26.78,29.95,90.67
2022-10-10,Rajshahi,Joypurhat,5.63,27.28,30.41,89.45
2022-10-10,Chattogram,Khagrachhari,18.23,26.99,31.51,89.0
2022-10-10,Khulna,Khulna,7.77,26.88,29.69,90.71
2022-10-10,Dhaka,Kishoreganj,8.15,27.0,30.05,90.16
2022-10-10,Rangpur,Kurigram,26.54,26.85,29.47,91.81
2022-10-10,Khulna,Kushtia,4.5,27.0,30.68,88.76
2022-10-10,Chattogram,Lakshmipur,13.32,27.24,29.69,87.97
2022-10-10,Rangpur,Lalmonirhat,24.76,27.04,29.89,91.95
2022-10-10,Dhaka,Madaripur,11.59,26.85,29.77,90.41
2022-10-10,Khulna,Magura,11.66,26.78,29.95,90.67
2022-10-10,Dhaka,Manikganj,10.24,26.88,29.72,90.68
2022-10-10,Khulna,Meherpur,4.5,27.0,30.68,88.76
2022-10-10,Sylhet,Moulvibazar,7.61,26.8,29.47,90.48
2022-10-10,Dhaka,Munshiganj,10.41,27.24,30.18,89.11
2022-10-10,Mymensingh,Mymensingh,6.91,26.87,29.76,91.1
2022-10-10,Rajshahi,Naogaon,2.32,27.34,31.15,88.44
2022-10-10,Khulna,Narail,9.27,26.76,29.88,90.99
2022-10-10,Dhaka,Narayanganj,10.41,27.24,30.18,89.11
2022-10-10,Dhaka,Narsingdi,7.11,27.11,29.93,89.91
2022-10-10,Rajshahi,Natore,4.93,27.19,30.36,89.22
2022-10-10,Mymensingh,Netrokona,13.7,26.48,29.26,91.86
2022-10-10,Rangpur,Nilphamari,23.27,26.97,30.25,91.71
2022-10-10,Chattogram,Noakhali,24.4,27.92,28.52,83.91
2022-10-10,Rajshahi,Pabna,9.31,26.93,29.97,90.08
2022-10-10,Rangpur,Panchagarh,31.2,26.58,29.69,91.52
2022-10-10,Barishal,Patuakhali,27.89,27.78,28.63,85.09
2022-10-10,Barishal,Pirojpur,12.34,27.0,29.69,89.7
2022-10-10,Dhaka,Rajbari,11.66,26.78,29.95,90.67
2022-10-10,Rajshahi,Rajshahi,2.17,27.29,31.19,87.91
2022-10-10,Chattogram,Rangamati,38.29,26.36,29.98,88.52
2022-10-10,Rangpur,Rangpur,12.99,27.22,30.3,90.31
2022-10-10,Khulna,Satkhira,7.77,26.88,29.69,90.71
2022-10-10,Dhaka,Shariatpur,13.32,27.24,29.69,87.97
2022-10-10,Mymensingh,Sherpur,9.97,26.91,29.69,91.24
2022-10-10,Rajshahi,Sirajganj,4.93,27.19,30.36,89.22
2022-10-10,Sylhet,Sunamganj,17.17,26.46,29.02,91.3
2022-10-10,Sylhet,Sylhet,17.93,26.1,28.79,91.82
2022-10-10,Dhaka,Tangail,6.78,26.96,29.69,90.78
2022-10-10,Rangpur,Thakurgaon,17.04,27.21,30.5,90.65
2022-10-11,Khulna,Bagerhat,8.11,26.85,29.39,92.89
2022-10-11,Chattogram,Bandarban,34.79,25.56,29.37,89.65
2022-10-11,Barishal,Barguna,19.29,27.31,28.92,91.12
2022-10-11,Barishal,Barishal,7.04,26.99,29.08,92.35
2022-10-11,Barishal,Bhola,14.21,27.2,29.01,91.19
2022-10-11,Rajshahi,Bogura,8.01,27.23,30.11,91.03
2022-10-11,Chattogram,Brahmanbaria,24.0,26.69,30.22,91.89
2022-10-11,Chattogram,Chandpur,6.56,27.13,30.0,91.65
2022-10-11,Rajshahi,Chapai Nawabganj,7.81,27.24,30.62,88.89
2022-10-11,Chattogram,Chattogram,19.97,27.6,29.91,86.31
2022-10-11,Khulna,Chuadanga,2.02,26.77,29.87,91.11
2022-10-11,Chattogram,Cox's Bazar,41.25,28.15,29.03,81.84
2022-10-11,Chattogram,Cumilla,12.57,26.58,29.92,92.48
2022-10-11,Dhaka,Dhaka,4.9,26.96,30.03,91.6
2022-10-11,Rangpur,Dinajpur,8.14,26.64,28.7,93.61
2022-10-11,Dhaka,Faridpur,2.87,26.99,29.84,91.64
2022-10-11,Chattogram,Feni,13.21,26.82,29.14,91.73
2022-10-11,Rangpur,Gaibandha,11.01,26.98,29.36,92.69
2022-10-11,Dhaka,Gazipur,12.47,27.08,30.31,91.66
2022-10-11,Dhaka,Gopalganj,3.49,26.81,29.48,92.63
2022-10-11,Sylhet,Habiganj,49.06,26.83,30.09,92.05
2022-10-11,Mymensingh,Jamalpur,14.88,26.91,29.95,92.59
2022-10-11,Khulna,Jashore,2.05,26.67,29.47,92.85
2022-10-11,Barishal,Jhalokati,8.11,26.85,29.39,92.89
2022-10-11,Khulna,Jhenaidah,1.24,26.78,29.75,91.94
2022-10-11,Rajshahi,Joypurhat,8.01,27.23,30.11,91.03
2022-10-11,Chattogram,Khagrachhari,14.98,26.95,31.2,88.91
2022-10-11,Khulna,Khulna,5.12,26.73,29.29,93.15
2022-10-11,Dhaka,Kishoreganj,49.06,26.83,30.09,92.05
2022-10-11,Rangpur,Kurigram,15.64,26.73,29.01,93.57
2022-10-11,Khulna,Kushtia,2.35,26.98,30.41,90.03
2022-10-11,Chattogram,Lakshmipur,7.04,26.99,29.08,92.35
2022-10-11,Rangpur,Lalmonirhat,11.99,26.65,28.64,94.19
2022-10-11,Dhaka,Madaripur,3.49,26.81,29.48,92.63
2022-10-11,Khulna,Magura,1.24,26.78,29.75,91.94
2022-10-11,Dhaka,Manikganj,4.9,26.96,30.03,91.6
2022-10-11,Khulna,Meherpur,2.35,26.98,30.41,90.03
2022-10-11,Sylhet,Moulvibazar,51.84,26.64,29.86,91.86
2022-10-11,Dhaka,Munshiganj,6.56,27.13,30.0,91.65
2022-10-11,Mymensingh,Mymensingh,23.97,26.96,30.22,92.16
2022-10-11,Rajshahi,Naogaon,5.84,27.03,29.79,91.16
2022-10-11,Khulna,Narail,2.05,26.67,29.47,92.85
2022-10-11,Dhaka,Narayanganj,6.56,27.13,30.0,91.65
2022-10-11,Dhaka,Narsingdi,12.47,27.08,30.31,91.66
2022-10-11,Rajshahi,Natore,4.42,27.16,30.28,90.6
2022-10-11,Mymensingh,Netrokona,30.03,26.28,29.4,94.24
2022-10-11,Rangpur,Nilphamari,10.85,26.3,28.23,94.13
2022-10-11,Chattogram,Noakhali,19.82,28.26,29.31,84.93
2022-10-11,Rajshahi,Pabna,2.07,26.91,29.97,91.32
2022-10-11,Rangpur,Panchagarh,11.81,26.1,28.67,90.88
2022-10-11,Barishal,Patuakhali,41.56,27.9,28.78,87.44
2022-10-11,Barishal,Pirojpur,8.11,26.85,29.39,92.89
2022-10-11,Dhaka,Rajbari,1.24,26.78,29.75,91.94
2022-10-11,Rajshahi,Rajshahi,3.83,27.1,30.62,89.95
2022-10-11,Chattogram,Rangamati,29.34,26.29,31.48,86.56
2022-10-11,Rangpur,Rangpur,11.01,26.98,29.36,92.69
2022-10-11,Khulna,Satkhira,5.12,26.73,29.29,93.15
2022-10-11,Dhaka,Shariatpur,7.04,26.99,29.08,92.35
2022-10-11,Mymensingh,Sherpur,14.88,26.91,29.95,92.59
2022-10-11,Rajshahi,Sirajganj,4.42,27.16,30.28,90.6
2022-10-11,Sylhet,Sunamganj,61.5,26.12,28.64,94.12
2022-10-11,Sylhet,Sylhet,65.28,25.91,28.76,93.78
2022-10-11,Dhaka,Tangail,9.54,27.07,30.16,91.44
2022-10-11,Rangpur,Thakurgaon,12.46,26.21,28.27,92.65
2022-10-12,Khulna,Bagerhat,7.66,26.61,28.68,91.65
2022-10-12,Chattogram,Bandarban,17.32,25.3,29.43,90.95
2022-10-12,Barishal,Barguna,14.32,27.26,28.61,88.55
2022-10-12,Barishal,Barishal,3.58,26.85,29.02,90.27
2022-10-12,Barishal,Bhola,6.97,27.09,28.78,88.71
2022-10-12,Rajshahi,Bogura,22.12,26.38,28.0,93.12
2022-10-12,Chattogram,Brahmanbaria,15.37,26.36,28.81,91.82
2022-10-12,Chattogram,Chandpur,5.05,26.76,28.87,91.11
2022-10-12,Rajshahi,Chapai Nawabganj,32.67,26.58,28.92,89.27
2022-10-12,Chattogram,Chattogram,6.31,27.29,28.81,85.05
2022-10-12,Khulna,Chuadanga,18.25,26.63,29.09,91.63
2022-10-12,Chattogram,Cox's Bazar,38.31,27.78,28.27,82.08
2022-10-12,Chattogram,Cumilla,10.19,26.44,29.09,91.45
2022-10-12,Dhaka,Dhaka,10.87,26.48,28.83,91.6
2022-10-12,Rangpur,Dinajpur,24.72,26.05,28.39,90.9
2022-10-12,Dhaka,Faridpur,7.17,26.69,29.41,90.97
2022-10-12,Chattogram,Feni,6.85,26.81,29.22,89.55
2022-10-12,Rangpur,Gaibandha,27.25,26.27,28.25,92.54
2022-10-12,Dhaka,Gazipur,8.18,26.47,28.32,92.3
2022-10-12,Dhaka,Gopalganj,5.83,26.6,29.36,91.42
2022-10-12,Sylhet,Habiganj,20.48,26.19,28.31,92.98
2022-10-12,Mymensingh,Jamalpur,17.8,25.97,27.37,94.13
2022-10-12,Khulna,Jashore,9.24,26.55,29.14,92.24
2022-10-12,Barishal,Jhalokati,7.66,26.61,28.68,91.65
2022-10-12,Khulna,Jhenaidah,12.16,26.57,29.27,91.73
2022-10-12,Rajshahi,Joypurhat,22.12,26.38,28.0,93.12
2022-10-12,Chattogram,Khagrachhari,8.24,26.65,30.09,88.73
2022-10-12,Khulna,Khulna,10.17,26.53,28.67,92.68
2022-10-12,Dhaka,Kishoreganj,20.48,26.19,28.31,92.98
2022-10-12,Rangpur,Kurigram,33.24,25.96,27.5,93.76
2022-10-12,Khulna,Kushtia,24.4,26.6,29.0,91.49
2022-10-12,Chattogram,Lakshmipur,3.58,26.85,29.02,90.27
2022-10-12,Rangpur,Lalmonirhat,32.36,25.91,27.66,93.49
2022-10-12,Dhaka,Madaripur,5.83,26.6,29.36,91.42
2022-10-12,Khulna,Magura,12.16,26.57,29.27,91.73
2022-10-12,Dhaka,Manikganj,10.87,26.48,28.83,91.6
2022-10-12,Khulna,Meherpur,24.4,26.6,29.0,91.49
2022-10-12,Sylhet,Moulvibazar,22.04,26.17,28.82,91.88
2022-10-12,Dhaka,Munshiganj,5.05,26.76,28.87,91.11
2022-10-12,Mymensingh,Mymensingh,10.94,26.14,27.92,93.34
2022-10-12,Rajshahi,Naogaon,24.58,26.33,28.36,91.01
2022-10-12,Khulna,Narail,9.24,26.55,29.14,92.24
2022-10-12,Dhaka,Narayanganj,5.05,26.76,28.87,91.11
2022-10-12,Dhaka,Narsingdi,8.18,26.47,28.32,92.3
2022-10-12,Rajshahi,Natore,22.14,26.47,28.44,92.25
2022-10-12,Mymensingh,Netrokona,15.83,25.57,27.23,94.33
2022-10-12,Rangpur,Nilphamari,26.15,25.64,28.33,91.57
2022-10-12,Chattogram,Noakhali,7.48,27.88,28.45,83.51
2022-10-12,Rajshahi,Pabna,19.0,26.54,29.0,91.6
2022-10-12,Rangpur,Panchagarh,22.08,25.19,28.09,90.0
2022-10-12,Barishal,Patuakhali,27.89,27.7,28.4,85.1
2022-10-12,Barishal,Pirojpur,7.66,26.61,28.68,91.65
2022-10-12,Dhaka,Rajbari,12.16,26.57,29.27,91.73
2022-10-12,Rajshahi,Rajshahi,26.82,26.45,28.64,91.95
2022-10-12,Chattogram,Rangamati,28.97,25.83,29.06,86.9
2022-10-12,Rangpur,Rangpur,27.25,26.27,28.25,92.54
2022-10-12,Khulna,Satkhira,10.17,26.53,28.67,92.68
2022-10-12,Dhaka,Shariatpur,3.58,26.85,29.02,90.27
2022-10-12,Mymensingh,Sherpur,17.8,25.97,27.37,94.13
2022-10-12,Rajshahi,Sirajganj,22.14,26.47,28.44,92.25
2022-10-12,Sylhet,Sunamganj,22.86,25.61,27.65,93.3
2022-10-12,Sylhet,Sylhet,23.9,25.42,27.5,93.41
2022-10-12,Dhaka,Tangail,13.64,26.23,28.01,92.55
2022-10-12,Rangpur,Thakurgaon,21.26,25.68,29.06,90.0
2022-10-13,Khulna,Bagerhat,5.48,26.98,30.22,87.03
2022-10-13,Chattogram,Bandarban,6.65,25.74,29.43,87.16
2022-10-13,Barishal,Barguna,5.27,27.36,29.53,83.88
2022-10-13,Barishal,Barishal,4.14,27.16,30.0,85.41
2022-10-13,Barishal,Bhola,3.9,27.56,30.16,82.03
2022-10-13,Rajshahi,Bogura,20.87,26.52,29.12,88.72
2022-10-13,Chattogram,Brahmanbaria,12.26,26.56,29.87,88.36
2022-10-13,Chattogram,Chandpur,5.14,26.95,29.91,87.39
2022-10-13,Rajshahi,Chapai Nawabganj,6.85,27.02,30.04,83.85
2022-10-13,Chattogram,Chattogram,5.11,28.41,30.66,73.52
2022-10-13,Khulna,Chuadanga,8.07,26.45,29.22,88.8
2022-10-13,Chattogram,Cox's Bazar,5.95,28.23,29.23,77.13
2022-10-13,Chattogram,Cumilla,9.57,26.75,30.17,86.71
2022-10-13,Dhaka,Dhaka,7.18,26.74,29.61,89.65
2022-10-13,Rangpur,Dinajpur,15.61,26.35,29.75,85.94
2022-10-13,Dhaka,Faridpur,5.87,26.88,30.02,88.59
2022-10-13,Chattogram,Feni,6.33,27.53,30.75,81.78
2022-10-13,Rangpur,Gaibandha,26.66,26.5,29.33,86.95
2022-10-13,Dhaka,Gazipur,8.06,26.74,29.8,89.07
2022-10-13,Dhaka,Gopalganj,5.85,26.83,30.16,88.33
2022-10-13,Sylhet,Habiganj,20.56,26.47,29.72,90.12
2022-10-13,Mymensingh,Jamalpur,26.42,26.36,28.69,90.35
2022-10-13,Khulna,Jashore,8.15,26.66,29.78,89.52
2022-10-13,Barishal,Jhalokati,5.48,26.98,30.22,87.03
2022-10-13,Khulna,Jhenaidah,8.19,26.61,29.52,89.64
2022-10-13,Rajshahi,Joypurhat,20.87,26.52,29.12,88.72
2022-10-13,Chattogram,Khagrachhari,7.21,29.18,38.46,77.19
2022-10-13,Khulna,Khulna,7.94,26.87,30.23,88.33
2022-10-13,Dhaka,Kishoreganj,20.56,26.47,29.72,90.12
2022-10-13,Rangpur,Kurigram,32.7,26.13,29.32,87.17
2022-10-13,Khulna,Kushtia,9.87,26.51,29.36,87.79
2022-10-13,Chattogram,Lakshmipur,4.14,27.16,30.0,85.41
2022-10-13,Rangpur,Lalmonirhat,24.63,26.14,29.45,86.51
2022-10-13,Dhaka,Madaripur,5.85,26.83,30.16,88.33
2022-10-13,Khulna,Magura,8.19,26.61,29.52,89.64
2022-10-13,Dhaka,Manikganj,7.18,26.74,29.61,89.65
2022-10-13,Khulna,Meherpur,9.87,26.51,29.36,87.79
2022-10-13,Sylhet,Moulvibazar,21.05,26.39,29.84,89.46
2022-10-13,Dhaka,Munshiganj,5.14,26.95,29.91,87.39
2022-10-13,Mymensingh,Mymensingh,16.34,26.62,29.72,90.32
2022-10-13,Rajshahi,Naogaon,13.94,26.41,29.52,87.59
2022-10-13,Khulna,Narail,8.15,26.66,29.78,89.52
2022-10-13,Dhaka,Narayanganj,5.14,26.95,29.91,87.39
2022-10-13,Dhaka,Narsingdi,8.06,26.74,29.8,89.07
2022-10-13,Rajshahi,Natore,13.51,26.52,28.9,89.08
2022-10-13,Mymensingh,Netrokona,29.64,26.06,28.98,91.82
2022-10-13,Rangpur,Nilphamari,14.25,26.06,30.0,85.5
2022-10-13,Chattogram,Noakhali,4.67,28.39,29.86,74.71
2022-10-13,Rajshahi,Pabna,9.46,26.5,29.11,89.61
2022-10-13,Rangpur,Panchagarh,9.48,25.27,29.03,87.14
2022-10-13,Barishal,Patuakhali,6.93,27.98,29.36,78.29
2022-10-13,Barishal,Pirojpur,5.48,26.98,30.22,87.03
2022-10-13,Dhaka,Rajbari,8.19,26.61,29.52,89.64
2022-10-13,Rajshahi,Rajshahi,12.37,26.5,29.42,88.22
2022-10-13,Chattogram,Rangamati,14.67,26.41,29.63,78.67
2022-10-13,Rangpur,Rangpur,26.66,26.5,29.33,86.95
2022-10-13,Khulna,Satkhira,7.94,26.87,30.23,88.33
2022-10-13,Dhaka,Shariatpur,4.14,27.16,30.0,85.41
2022-10-13,Mymensingh,Sherpur,26.42,26.36,28.69,90.35
2022-10-13,Rajshahi,Sirajganj,13.51,26.52,28.9,89.08
2022-10-13,Sylhet,Sunamganj,31.02,25.83,28.84,92.04
2022-10-13,Sylhet,Sylhet,31.31,25.44,28.37,92.23
2022-10-13,Dhaka,Tangail,14.16,26.63,29.27,89.83
2022-10-13,Rangpur,Thakurgaon,5.64,25.84,29.97,86.14
2022-10-14,Khulna,Bagerhat,3.61,27.83,31.35,78.64
2022-10-14,Chattogram,Bandarban,1.58,25.22,29.57,88.71
2022-10-14,Barishal,Barguna,2.28,28.1,30.27,74.31
2022-10-14,Barishal,Barishal,6.49,27.78,30.6,80.35
2022-10-14,Barishal,Bhola,2.43,27.83,30.07,77.53
2022-10-14,Rajshahi,Bogura,3.4,26.41,29.74,86.88
2022-10-14,Chattogram,Brahmanbaria,13.79,27.28,30.41,82.88
2022-10-14,Chattogram,Chandpur,10.02,27.55,30.44,83.61
2022-10-14,Rajshahi,Chapai Nawabganj,1.03,26.57,30.33,83.87
2022-10-14,Chattogram,Chattogram,0.93,27.7,30.99,79.4
2022-10-14,Khulna,Chuadanga,3.25,27.0,30.91,86.58
2022-10-14,Chattogram,Cox's Bazar,1.0,28.63,29.68,77.25
2022-10-14,Chattogram,Cumilla,10.79,27.23,30.24,82.28
2022-10-14,Dhaka,Dhaka,7.69,27.1,30.24,87.36
2022-10-14,Rangpur,Dinajpur,1.37,25.63,29.58,87.18
2022-10-14,Dhaka,Faridpur,6.7,27.36,30.49,85.74
2022-10-14,Chattogram,Feni,5.22,27.04,29.86,83.92
2022-10-14,Rangpur,Gaibandha,1.59,26.12,29.58,87.19
2022-10-14,Dhaka,Gazipur,11.08,27.22,30.19,86.33
2022-10-14,Dhaka,Gopalganj,5.63,27.58,31.05,83.02
2022-10-14,Sylhet,Habiganj,15.32,26.69,29.79,88.5
2022-10-14,Mymensingh,Jamalpur,4.9,26.54,29.93,88.05
2022-10-14,Khulna,Jashore,4.16,27.43,30.97,83.97
2022-10-14,Barishal,Jhalokati,3.61,27.83,31.35,78.64
2022-10-14,Khulna,Jhenaidah,4.81,27.14,30.61,86.34
2022-10-14,Rajshahi,Joypurhat,3.4,26.41,29.74,86.88
2022-10-14,Chattogram,Khagrachhari,5.2,26.02,31.07,86.42
2022-10-14,Khulna,Khulna,3.74,27.66,31.21,80.79
2022-10-14,Dhaka,Kishoreganj,15.32,26.69,29.79,88.5
2022-10-14,Rangpur,Kurigram,0.73,26.02,29.66,87.21
2022-10-14,Khulna,Kushtia,3.55,26.74,30.61,86.62
2022-10-14,Chattogram,Lakshmipur,6.49,27.78,30.6,80.35
2022-10-14,Rangpur,Lalmonirhat,1.18,25.84,29.69,87.79
2022-10-14,Dhaka,Madaripur,5.63,27.58,31.05,83.02
2022-10-14,Khulna,Magura,4.81,27.14,30.61,86.34
2022-10-14,Dhaka,Manikganj,7.69,27.1,30.24,87.36
2022-10-14,Khulna,Meherpur,3.55,26.74,30.61,86.62
2022-10-14,Sylhet,Moulvibazar,15.42,26.28,29.47,88.8
2022-10-14,Dhaka,Munshiganj,10.02,27.55,30.44,83.61
2022-10-14,Mymensingh,Mymensingh,12.03,26.87,30.1,88.9
2022-10-14,Rajshahi,Naogaon,2.33,26.13,29.96,86.1
2022-10-14,Khulna,Narail,4.16,27.43,30.97,83.97
2022-10-14,Dhaka,Narayanganj,10.02,27.55,30.44,83.61
2022-10-14,Dhaka,Narsingdi,11.08,27.22,30.19,86.33
2022-10-14,Rajshahi,Natore,5.42,26.63,30.02,87.03
2022-10-14,Mymensingh,Netrokona,7.1,26.5,29.79,89.18
2022-10-14,Rangpur,Nilphamari,1.36,25.44,29.63,87.98
2022-10-14,Chattogram,Noakhali,0.9,28.2,29.13,77.69
2022-10-14,Rajshahi,Pabna,5.68,26.88,30.44,87.26
2022-10-14,Rangpur,Panchagarh,0.71,25.4,29.3,86.1
2022-10-14,Barishal,Patuakhali,1.01,28.22,29.22,74.81
2022-10-14,Barishal,Pirojpur,3.61,27.83,31.35,78.64
2022-10-14,Dhaka,Rajbari,4.81,27.14,30.61,86.34
2022-10-14,Rajshahi,Rajshahi,3.25,26.56,30.29,85.87
2022-10-14,Chattogram,Rangamati,1.92,25.53,30.21,85.24
2022-10-14,Rangpur,Rangpur,1.59,26.12,29.58,87.19
2022-10-14,Khulna,Satkhira,3.74,27.66,31.21,80.79
2022-10-14,Dhaka,Shariatpur,6.49,27.78,30.6,80.35
2022-10-14,Mymensingh,Sherpur,4.9,26.54,29.93,88.05
2022-10-14,Rajshahi,Sirajganj,5.42,26.63,30.02,87.03
2022-10-14,Sylhet,Sunamganj,8.46,26.12,29.13,90.6
2022-10-14,Sylhet,Sylhet,8.2,25.36,28.29,92.03
2022-10-14,Dhaka,Tangail,7.94,26.76,30.02,88.15
2022-10-14,Rangpur,Thakurgaon,0.39,25.2,29.51,87.56
2022-10-15,Khulna,Bagerhat,4.99,27.0,30.81,87.56
2022-10-15,Chattogram,Bandarban,8.22,25.49,29.56,90.98
2022-10-15,Barishal,Barguna,3.5,27.86,30.74,84.11
2022-10-15,Barishal,Barishal,4.7,27.13,30.27,86.8
2022-10-15,Barishal,Bhola,5.17,27.52,30.53,85.01
2022-10-15,Rajshahi,Bogura,0.23,25.19,29.58,82.84
2022-10-15,Chattogram,Brahmanbaria,0.25,26.81,30.66,85.87
2022-10-15,Chattogram,Chandpur,2.91,26.9,30.39,86.37
2022-10-15,Rajshahi,Chapai Nawabganj,0.19,25.29,29.99,80.87
2022-10-15,Chattogram,Chattogram,5.99,27.5,31.45,86.16
2022-10-15,Khulna,Chuadanga,1.61,26.31,30.69,84.0
2022-10-15,Chattogram,Cox's Bazar,3.31,28.79,29.73,81.74
2022-10-15,Chattogram,Cumilla,0.77,26.62,30.64,87.0
2022-10-15,Dhaka,Dhaka,1.63,26.33,30.27,85.04
2022-10-15,Rangpur,Dinajpur,0.11,24.24,29.03,85.04
2022-10-15,Dhaka,Faridpur,3.29,26.72,30.34,85.96
2022-10-15,Chattogram,Feni,2.86,26.71,30.64,87.99
2022-10-15,Rangpur,Gaibandha,0.1,24.91,29.46,83.88
2022-10-15,Dhaka,Gazipur,1.38,26.5,30.45,86.21
2022-10-15,Dhaka,Gopalganj,4.76,26.87,30.56,87.21
2022-10-15,Sylhet,Habiganj,0.08,26.94,31.25,84.25
2022-10-15,Mymensingh,Jamalpur,0.39,25.73,30.17,83.86
2022-10-15,Khulna,Jashore,3.7,26.78,30.72,86.48
2022-10-15,Barishal,Jhalokati,4.99,27.0,30.81,87.56
2022-10-15,Khulna,Jhenaidah,2.71,26.45,30.42,85.1
2022-10-15,Rajshahi,Joypurhat,0.23,25.19,29.58,82.84
2022-10-15,Chattogram,Khagrachhari,2.55,26.38,31.9,87.69
2022-10-15,Khulna,Khulna,3.79,27.02,30.95,87.32
2022-10-15,Dhaka,Kishoreganj,0.08,26.94,31.25,84.25
2022-10-15,Rangpur,Kurigram,0.13,25.62,30.04,83.52
2022-10-15,Khulna,Kushtia,1.05,25.79,30.36,82.82
2022-10-15,Chattogram,Lakshmipur,4.7,27.13,30.27,86.8
2022-10-15,Rangpur,Lalmonirhat,0.03,24.96,29.56,86.22
2022-10-15,Dhaka,Madaripur,4.76,26.87,30.56,87.21
2022-10-15,Khulna,Magura,2.71,26.45,30.42,85.1
2022-10-15,Dhaka,Manikganj,1.63,26.33,30.27,85.04
