date,division,district,rain_mm,temp_mean_c,temp_max_c,humidity_pct
2025-10-07,Mymensingh,Sherpur,3.92,27.25,30.3,78.69
2025-10-07,Rajshahi,Sirajganj,6.1,27.51,30.31,80.58
2025-10-07,Sylhet,Sunamganj,0.88,26.77,30.54,80.08
2025-10-07,Sylhet,Sylhet,1.1,26.26,29.53,85.18
2025-10-07,Dhaka,Tangail,3.65,27.59,30.76,78.82
2025-10-07,Rangpur,Thakurgaon,2.29,26.0,29.6,80.76
2025-10-08,Khulna,Bagerhat,19.3,26.61,29.29,90.33
2025-10-08,Chattogram,Bandarban,19.86,25.3,28.84,92.46
2025-10-08,Barishal,Barguna,25.71,26.67,28.12,90.78
2025-10-08,Barishal,Barishal,12.97,27.29,30.34,86.75
2025-10-08,Barishal,Bhola,11.13,27.07,29.43,87.62
2025-10-08,Rajshahi,Bogura,8.64,27.5,29.79,82.26
2025-10-08,Chattogram,Brahmanbaria,20.47,27.37,30.93,86.77
2025-10-08,Chattogram,Chandpur,23.24,27.4,30.7,86.72
2025-10-08,Rajshahi,Chapai Nawabganj,2.97,27.59,30.79,80.58
2025-10-08,Chattogram,Chattogram,5.98,27.33,29.95,86.66
2025-10-08,Khulna,Chuadanga,2.39,27.18,30.37,87.24
2025-10-08,Chattogram,Cox's Bazar,37.95,27.57,28.45,84.67
2025-10-08,Chattogram,Cumilla,13.73,26.93,30.64,89.36
2025-10-08,Dhaka,Dhaka,26.59,27.4,30.48,85.15
2025-10-08,Rangpur,Dinajpur,4.51,27.08,29.97,82.87
2025-10-08,Dhaka,Faridpur,23.52,27.24,30.53,86.35
2025-10-08,Chattogram,Feni,3.58,27.05,30.4,88.58
2025-10-08,Rangpur,Gaibandha,5.5,27.39,30.0,82.75
2025-10-08,Dhaka,Gazipur,36.46,27.51,30.81,85.56
2025-10-08,Dhaka,Gopalganj,19.97,26.81,29.89,88.94
2025-10-08,Sylhet,Habiganj,36.59,27.53,31.14,83.32
2025-10-08,Mymensingh,Jamalpur,19.71,27.23,29.7,82.82
2025-10-08,Khulna,Jashore,12.19,26.88,30.0,88.86
2025-10-08,Barishal,Jhalokati,19.3,26.61,29.29,90.33
2025-10-08,Khulna,Jhenaidah,10.42,27.09,30.25,87.25
2025-10-08,Rajshahi,Joypurhat,8.64,27.5,29.79,82.26
2025-10-08,Chattogram,Khagrachhari,3.25,26.74,31.48,88.37
2025-10-08,Khulna,Khulna,14.73,26.6,29.37,90.92
2025-10-08,Dhaka,Kishoreganj,36.59,27.53,31.14,83.32
2025-10-08,Rangpur,Kurigram,2.38,26.73,30.65,84.28
2025-10-08,Khulna,Kushtia,2.03,27.35,30.51,84.71
2025-10-08,Chattogram,Lakshmipur,12.97,27.29,30.34,86.75
2025-10-08,Rangpur,Lalmonirhat,1.79,26.74,30.23,84.09
2025-10-08,Dhaka,Madaripur,19.97,26.81,29.89,88.94
2025-10-08,Khulna,Magura,10.42,27.09,30.25,87.25
2025-10-08,Dhaka,Manikganj,26.59,27.4,30.48,85.15
2025-10-08,Khulna,Meherpur,2.03,27.35,30.51,84.71
2025-10-08,Sylhet,Moulvibazar,35.89,27.26,31.23,86.58
2025-10-08,Dhaka,Munshiganj,23.24,27.4,30.7,86.72
2025-10-08,Mymensingh,Mymensingh,42.66,27.3,30.73,83.77
2025-10-08,Rajshahi,Naogaon,5.05,27.26,30.2,83.3
2025-10-08,Khulna,Narail,12.19,26.88,30.0,88.86
2025-10-08,Dhaka,Narayanganj,23.24,27.4,30.7,86.72
2025-10-08,Dhaka,Narsingdi,36.46,27.51,30.81,85.56
2025-10-08,Rajshahi,Natore,9.49,27.6,29.95,81.99
2025-10-08,Mymensingh,Netrokona,32.82,26.78,30.15,83.99
2025-10-08,Rangpur,Nilphamari,1.94,26.51,30.08,82.77
2025-10-08,Chattogram,Noakhali,6.29,27.93,29.07,83.8
2025-10-08,Rajshahi,Pabna,9.5,27.29,30.15,85.4
2025-10-08,Rangpur,Panchagarh,0.42,25.78,29.51,83.3
2025-10-08,Barishal,Patuakhali,25.11,27.22,28.08,87.78
2025-10-08,Barishal,Pirojpur,19.3,26.61,29.29,90.33
2025-10-08,Dhaka,Rajbari,10.42,27.09,30.25,87.25
2025-10-08,Rajshahi,Rajshahi,3.42,27.3,30.36,83.98
2025-10-08,Chattogram,Rangamati,10.69,25.82,29.79,89.5
2025-10-08,Rangpur,Rangpur,5.5,27.39,30.0,82.75
2025-10-08,Khulna,Satkhira,14.73,26.6,29.37,90.92
2025-10-08,Dhaka,Shariatpur,12.97,27.29,30.34,86.75
2025-10-08,Mymensingh,Sherpur,19.71,27.23,29.7,82.82
2025-10-08,Rajshahi,Sirajganj,9.49,27.6,29.95,81.99
2025-10-08,Sylhet,Sunamganj,38.35,27.01,31.12,81.59
2025-10-08,Sylhet,Sylhet,37.62,26.82,30.68,81.77
2025-10-08,Dhaka,Tangail,26.54,27.52,30.14,82.13
2025-10-08,Rangpur,Thakurgaon,2.26,26.61,30.33,79.62
2025-10-09,Khulna,Bagerhat,24.52,27.17,29.65,86.27
2025-10-09,Chattogram,Bandarban,29.95,25.02,27.86,93.41
2025-10-09,Barishal,Barguna,31.97,27.52,29.43,83.5
2025-10-09,Barishal,Barishal,35.14,27.44,29.5,84.72
2025-10-09,Barishal,Bhola,33.74,27.6,29.69,83.13
2025-10-09,Rajshahi,Bogura,1.9,27.66,30.15,78.97
2025-10-09,Chattogram,Brahmanbaria,34.13,27.05,29.71,86.8
2025-10-09,Chattogram,Chandpur,35.68,27.34,29.47,85.43
2025-10-09,Rajshahi,Chapai Nawabganj,2.91,27.6,30.36,80.93
2025-10-09,Chattogram,Chattogram,14.28,27.07,28.53,86.44
2025-10-09,Khulna,Chuadanga,7.39,27.43,30.24,84.77
2025-10-09,Chattogram,Cox's Bazar,45.84,27.46,27.85,82.95
2025-10-09,Chattogram,Cumilla,38.59,27.15,29.57,86.98
2025-10-09,Dhaka,Dhaka,11.83,27.33,29.64,82.76
2025-10-09,Rangpur,Dinajpur,1.68,27.18,30.67,81.02
2025-10-09,Dhaka,Faridpur,19.89,27.3,29.46,84.42
2025-10-09,Chattogram,Feni,28.53,27.01,29.31,88.18
2025-10-09,Rangpur,Gaibandha,1.05,27.51,30.37,79.18
2025-10-09,Dhaka,Gazipur,20.21,27.08,29.6,85.83
2025-10-09,Dhaka,Gopalganj,22.69,27.09,29.44,86.37
2025-10-09,Sylhet,Habiganj,14.21,27.18,30.31,84.86
2025-10-09,Mymensingh,Jamalpur,1.07,27.2,29.61,81.72
2025-10-09,Khulna,Jashore,9.9,27.33,30.18,85.42
2025-10-09,Barishal,Jhalokati,24.52,27.17,29.65,86.27
2025-10-09,Khulna,Jhenaidah,8.85,27.41,30.02,84.28
2025-10-09,Rajshahi,Joypurhat,1.9,27.66,30.15,78.97
2025-10-09,Chattogram,Khagrachhari,26.8,27.28,31.61,89.25
2025-10-09,Khulna,Khulna,8.94,27.23,29.94,86.61
2025-10-09,Dhaka,Kishoreganj,14.21,27.18,30.31,84.86
2025-10-09,Rangpur,Kurigram,1.08,26.8,30.25,82.16
2025-10-09,Khulna,Kushtia,5.2,27.5,30.22,83.2
2025-10-09,Chattogram,Lakshmipur,35.14,27.44,29.5,84.72
2025-10-09,Rangpur,Lalmonirhat,1.28,26.81,30.35,82.03
2025-10-09,Dhaka,Madaripur,22.69,27.09,29.44,86.37
2025-10-09,Khulna,Magura,8.85,27.41,30.02,84.28
2025-10-09,Dhaka,Manikganj,11.83,27.33,29.64,82.76
2025-10-09,Khulna,Meherpur,5.2,27.5,30.22,83.2
2025-10-09,Sylhet,Moulvibazar,15.0,27.47,31.18,84.36
2025-10-09,Dhaka,Munshiganj,35.68,27.34,29.47,85.43
2025-10-09,Mymensingh,Mymensingh,6.24,26.82,29.69,86.57
2025-10-09,Rajshahi,Naogaon,2.6,27.48,30.41,80.58
2025-10-09,Khulna,Narail,9.9,27.33,30.18,85.42
2025-10-09,Dhaka,Narayanganj,35.68,27.34,29.47,85.43
2025-10-09,Dhaka,Narsingdi,20.21,27.08,29.6,85.83
2025-10-09,Rajshahi,Natore,3.77,27.71,29.84,79.42
2025-10-09,Mymensingh,Netrokona,1.32,26.71,29.97,84.22
2025-10-09,Rangpur,Nilphamari,1.64,26.64,30.8,82.16
2025-10-09,Chattogram,Noakhali,16.45,27.57,28.06,83.07
2025-10-09,Rajshahi,Pabna,6.28,27.49,29.82,82.51
2025-10-09,Rangpur,Panchagarh,1.86,25.83,29.74,84.12
2025-10-09,Barishal,Patuakhali,56.6,27.79,29.15,80.78
2025-10-09,Barishal,Pirojpur,24.52,27.17,29.65,86.27
2025-10-09,Dhaka,Rajbari,8.85,27.41,30.02,84.28
2025-10-09,Rajshahi,Rajshahi,3.83,27.56,30.29,81.32
2025-10-09,Chattogram,Rangamati,29.16,25.32,28.12,92.65
2025-10-09,Rangpur,Rangpur,1.05,27.51,30.37,79.18
2025-10-09,Khulna,Satkhira,8.94,27.23,29.94,86.61
2025-10-09,Dhaka,Shariatpur,35.14,27.44,29.5,84.72
2025-10-09,Mymensingh,Sherpur,1.07,27.2,29.61,81.72
2025-10-09,Rajshahi,Sirajganj,3.77,27.71,29.84,79.42
2025-10-09,Sylhet,Sunamganj,3.26,27.09,30.94,81.81
2025-10-09,Sylhet,Sylhet,2.31,26.77,30.22,84.07
2025-10-09,Dhaka,Tangail,4.46,27.27,29.36,82.38
2025-10-09,Rangpur,Thakurgaon,1.1,26.55,30.69,82.89
2025-10-10,Khulna,Bagerhat,21.41,27.28,29.71,84.39
2025-10-10,Chattogram,Bandarban,21.4,25.34,29.04,90.71
2025-10-10,Barishal,Barguna,28.23,27.47,29.05,82.97
2025-10-10,Barishal,Barishal,23.09,27.87,30.26,82.2
2025-10-10,Barishal,Bhola,30.64,27.64,29.75,82.86
2025-10-10,Rajshahi,Bogura,3.15,27.27,30.21,81.98
2025-10-10,Chattogram,Brahmanbaria,18.48,27.32,30.73,83.45
2025-10-10,Chattogram,Chandpur,15.92,27.57,30.46,82.81
2025-10-10,Rajshahi,Chapai Nawabganj,1.29,26.65,29.8,85.17
2025-10-10,Chattogram,Chattogram,21.66,27.26,29.58,85.57
2025-10-10,Khulna,Chuadanga,9.14,26.81,29.68,87.06
2025-10-10,Chattogram,Cox's Bazar,18.65,27.5,28.33,82.99
2025-10-10,Chattogram,Cumilla,20.78,27.51,30.9,85.4
2025-10-10,Dhaka,Dhaka,3.89,27.45,30.41,81.2
2025-10-10,Rangpur,Dinajpur,0.49,26.42,30.3,86.13
2025-10-10,Dhaka,Faridpur,9.09,27.41,30.29,82.51
2025-10-10,Chattogram,Feni,23.58,27.44,30.32,85.79
2025-10-10,Rangpur,Gaibandha,1.24,27.06,30.44,82.42
2025-10-10,Dhaka,Gazipur,7.28,27.13,30.55,83.56
2025-10-10,Dhaka,Gopalganj,15.22,27.28,30.1,84.09
2025-10-10,Sylhet,Habiganj,11.49,27.45,31.33,81.49
2025-10-10,Mymensingh,Jamalpur,2.93,27.39,30.74,80.23
2025-10-10,Khulna,Jashore,10.36,26.96,29.68,86.21
2025-10-10,Barishal,Jhalokati,21.41,27.28,29.71,84.39
2025-10-10,Khulna,Jhenaidah,7.89,27.14,29.93,84.53
2025-10-10,Rajshahi,Joypurhat,3.15,27.27,30.21,81.98
2025-10-10,Chattogram,Khagrachhari,23.25,26.92,31.41,88.11
2025-10-10,Khulna,Khulna,13.21,26.95,29.24,86.91
2025-10-10,Dhaka,Kishoreganj,11.49,27.45,31.33,81.49
2025-10-10,Rangpur,Kurigram,1.27,27.01,30.96,78.69
2025-10-10,Khulna,Kushtia,7.1,26.84,29.72,86.24
2025-10-10,Chattogram,Lakshmipur,23.09,27.87,30.26,82.2
2025-10-10,Rangpur,Lalmonirhat,0.4,26.67,30.46,83.99
2025-10-10,Dhaka,Madaripur,15.22,27.28,30.1,84.09
2025-10-10,Khulna,Magura,7.89,27.14,29.93,84.53
2025-10-10,Dhaka,Manikganj,3.89,27.45,30.41,81.2
2025-10-10,Khulna,Meherpur,7.1,26.84,29.72,86.24
2025-10-10,Sylhet,Moulvibazar,11.9,27.13,30.71,86.84
2025-10-10,Dhaka,Munshiganj,15.92,27.57,30.46,82.81
2025-10-10,Mymensingh,Mymensingh,3.67,26.88,30.74,83.57
2025-10-10,Rajshahi,Naogaon,1.91,26.61,29.97,85.89
2025-10-10,Khulna,Narail,10.36,26.96,29.68,86.21
2025-10-10,Dhaka,Narayanganj,15.92,27.57,30.46,82.81
2025-10-10,Dhaka,Narsingdi,7.28,27.13,30.55,83.56
2025-10-10,Rajshahi,Natore,4.7,27.38,30.0,82.0
2025-10-10,Mymensingh,Netrokona,4.52,26.96,31.21,80.71
2025-10-10,Rangpur,Nilphamari,0.09,26.25,30.49,86.51
2025-10-10,Chattogram,Noakhali,22.67,27.75,28.5,82.33
2025-10-10,Rajshahi,Pabna,6.09,27.41,30.05,82.34
2025-10-10,Rangpur,Panchagarh,0.13,26.12,29.83,85.55
2025-10-10,Barishal,Patuakhali,34.09,27.46,28.54,82.8
2025-10-10,Barishal,Pirojpur,21.41,27.28,29.71,84.39
2025-10-10,Dhaka,Rajbari,7.89,27.14,29.93,84.53
2025-10-10,Rajshahi,Rajshahi,4.43,26.76,29.74,85.74
2025-10-10,Chattogram,Rangamati,35.04,25.84,29.92,90.13
2025-10-10,Rangpur,Rangpur,1.24,27.06,30.44,82.42
2025-10-10,Khulna,Satkhira,13.21,26.95,29.24,86.91
2025-10-10,Dhaka,Shariatpur,23.09,27.87,30.26,82.2
2025-10-10,Mymensingh,Sherpur,2.93,27.39,30.74,80.23
2025-10-10,Rajshahi,Sirajganj,4.7,27.38,30.0,82.0
2025-10-10,Sylhet,Sunamganj,13.59,27.15,30.93,81.26
2025-10-10,Sylhet,Sylhet,14.33,26.79,30.05,85.88
2025-10-10,Dhaka,Tangail,2.54,27.29,30.35,81.55
2025-10-10,Rangpur,Thakurgaon,0.04,26.01,30.43,86.85
2025-10-11,Khulna,Bagerhat,24.84,27.14,30.36,87.23
2025-10-11,Chattogram,Bandarban,25.59,25.1,28.6,90.95
2025-10-11,Barishal,Barguna,22.44,27.21,29.64,84.83
2025-10-11,Barishal,Barishal,17.15,27.3,29.99,86.85
2025-10-11,Barishal,Bhola,18.41,27.19,29.99,86.09
2025-10-11,Rajshahi,Bogura,2.64,26.43,30.3,83.32
2025-10-11,Chattogram,Brahmanbaria,9.85,27.08,30.25,85.88
2025-10-11,Chattogram,Chandpur,14.74,27.28,30.06,85.85
2025-10-11,Rajshahi,Chapai Nawabganj,0.3,25.92,30.52,82.91
2025-10-11,Chattogram,Chattogram,15.41,27.19,29.69,85.13
2025-10-11,Khulna,Chuadanga,9.08,26.54,30.08,85.07
2025-10-11,Chattogram,Cox's Bazar,21.95,27.85,28.94,81.78
2025-10-11,Chattogram,Cumilla,11.05,26.77,29.85,89.52
2025-10-11,Dhaka,Dhaka,20.65,27.09,29.61,82.86
2025-10-11,Rangpur,Dinajpur,0.06,25.33,30.17,86.39
2025-10-11,Dhaka,Faridpur,23.15,26.79,29.32,87.43
2025-10-11,Chattogram,Feni,16.85,26.72,29.83,89.08
2025-10-11,Rangpur,Gaibandha,0.6,25.99,30.13,84.89
2025-10-11,Dhaka,Gazipur,16.46,27.19,30.19,82.85
2025-10-11,Dhaka,Gopalganj,23.85,26.82,29.83,89.32
2025-10-11,Sylhet,Habiganj,16.31,26.88,30.19,85.3
2025-10-11,Mymensingh,Jamalpur,6.45,27.13,30.86,80.92
2025-10-11,Khulna,Jashore,20.86,26.23,29.08,90.96
2025-10-11,Barishal,Jhalokati,24.84,27.14,30.36,87.23
2025-10-11,Khulna,Jhenaidah,20.91,26.6,29.42,87.07
2025-10-11,Rajshahi,Joypurhat,2.64,26.43,30.3,83.32
2025-10-11,Chattogram,Khagrachhari,18.23,26.5,30.97,87.84
2025-10-11,Khulna,Khulna,21.31,26.35,29.27,91.17
2025-10-11,Dhaka,Kishoreganj,16.31,26.88,30.19,85.3
2025-10-11,Rangpur,Kurigram,1.86,26.22,30.86,85.56
2025-10-11,Khulna,Kushtia,7.12,26.51,30.19,83.44
2025-10-11,Chattogram,Lakshmipur,17.15,27.3,29.99,86.85
2025-10-11,Rangpur,Lalmonirhat,0.32,25.71,30.05,86.95
2025-10-11,Dhaka,Madaripur,23.85,26.82,29.83,89.32
2025-10-11,Khulna,Magura,20.91,26.6,29.42,87.07
2025-10-11,Dhaka,Manikganj,20.65,27.09,29.61,82.86
2025-10-11,Khulna,Meherpur,7.12,26.51,30.19,83.44
2025-10-11,Sylhet,Moulvibazar,16.9,26.61,30.02,89.35
2025-10-11,Dhaka,Munshiganj,14.74,27.28,30.06,85.85
2025-10-11,Mymensingh,Mymensingh,15.48,27.05,30.41,82.39
2025-10-11,Rajshahi,Naogaon,0.54,25.74,30.44,85.02
2025-10-11,Khulna,Narail,20.86,26.23,29.08,90.96
2025-10-11,Dhaka,Narayanganj,14.74,27.28,30.06,85.85
2025-10-11,Dhaka,Narsingdi,16.46,27.19,30.19,82.85
2025-10-11,Rajshahi,Natore,8.75,26.93,30.22,81.55
2025-10-11,Mymensingh,Netrokona,11.5,26.9,30.36,80.75
2025-10-11,Rangpur,Nilphamari,0.01,25.23,30.17,87.53
2025-10-11,Chattogram,Noakhali,15.02,27.68,28.8,82.99
2025-10-11,Rajshahi,Pabna,16.96,27.04,29.95,82.62
2025-10-11,Rangpur,Panchagarh,0.02,25.57,29.75,86.08
2025-10-11,Barishal,Patuakhali,14.32,27.15,28.55,84.93
2025-10-11,Barishal,Pirojpur,24.84,27.14,30.36,87.23
2025-10-11,Dhaka,Rajbari,20.91,26.6,29.42,87.07
2025-10-11,Rajshahi,Rajshahi,3.04,26.19,30.39,83.78
2025-10-11,Chattogram,Rangamati,24.43,26.02,29.97,85.51
2025-10-11,Rangpur,Rangpur,0.6,25.99,30.13,84.89
2025-10-11,Khulna,Satkhira,21.31,26.35,29.27,91.17
2025-10-11,Dhaka,Shariatpur,17.15,27.3,29.99,86.85
2025-10-11,Mymensingh,Sherpur,6.45,27.13,30.86,80.92
2025-10-11,Rajshahi,Sirajganj,8.75,26.93,30.22,81.55
2025-10-11,Sylhet,Sunamganj,13.81,26.66,29.52,81.65
2025-10-11,Sylhet,Sylhet,14.3,26.47,29.07,85.41
2025-10-11,Dhaka,Tangail,13.31,27.24,30.25,80.94
2025-10-11,Rangpur,Thakurgaon,0.0,25.09,30.24,87.68
2025-10-12,Khulna,Bagerhat,25.53,26.91,30.13,86.81
2025-10-12,Chattogram,Bandarban,6.97,25.36,29.43,89.2
2025-10-12,Barishal,Barguna,24.99,27.64,30.01,82.27
2025-10-12,Barishal,Barishal,16.12,26.99,29.93,85.28
2025-10-12,Barishal,Bhola,26.92,27.32,30.18,83.49
2025-10-12,Rajshahi,Bogura,0.15,26.14,30.01,83.77
2025-10-12,Chattogram,Brahmanbaria,1.9,26.25,29.59,87.38
2025-10-12,Chattogram,Chandpur,4.37,26.77,29.87,85.49
2025-10-12,Rajshahi,Chapai Nawabganj,0.36,25.76,30.21,84.98
2025-10-12,Chattogram,Chattogram,13.16,27.34,29.73,83.45
2025-10-12,Khulna,Chuadanga,0.23,26.13,30.4,84.35
2025-10-12,Chattogram,Cox's Bazar,10.14,28.23,29.5,78.0
2025-10-12,Chattogram,Cumilla,3.81,26.56,30.29,86.99
2025-10-12,Dhaka,Dhaka,0.29,26.49,30.1,82.79
2025-10-12,Rangpur,Dinajpur,0.04,25.18,29.77,88.16
2025-10-12,Dhaka,Faridpur,2.73,26.43,29.9,85.68
2025-10-12,Chattogram,Feni,7.39,26.78,30.09,86.45
2025-10-12,Rangpur,Gaibandha,0.1,25.74,29.85,85.69
2025-10-12,Dhaka,Gazipur,0.78,26.27,29.91,84.91
2025-10-12,Dhaka,Gopalganj,11.87,26.61,29.95,86.87
2025-10-12,Sylhet,Habiganj,1.06,26.05,29.85,85.85
2025-10-12,Mymensingh,Jamalpur,0.07,26.29,29.87,82.12
2025-10-12,Khulna,Jashore,4.68,26.18,30.07,87.06
2025-10-12,Barishal,Jhalokati,25.53,26.91,30.13,86.81
2025-10-12,Khulna,Jhenaidah,0.91,26.2,30.15,85.16
2025-10-12,Rajshahi,Joypurhat,0.15,26.14,30.01,83.77
2025-10-12,Chattogram,Khagrachhari,5.95,26.83,31.48,85.65
2025-10-12,Khulna,Khulna,12.51,26.46,29.95,88.09
2025-10-12,Dhaka,Kishoreganj,1.06,26.05,29.85,85.85
2025-10-12,Rangpur,Kurigram,0.39,25.59,29.73,86.12
2025-10-12,Khulna,Kushtia,0.38,26.11,30.32,84.21
2025-10-12,Chattogram,Lakshmipur,16.12,26.99,29.93,85.28
2025-10-12,Rangpur,Lalmonirhat,0.14,25.41,29.77,87.86
2025-10-12,Dhaka,Madaripur,11.87,26.61,29.95,86.87
2025-10-12,Khulna,Magura,0.91,26.2,30.15,85.16
2025-10-12,Dhaka,Manikganj,0.29,26.49,30.1,82.79
2025-10-12,Khulna,Meherpur,0.38,26.11,30.32,84.21
2025-10-12,Sylhet,Moulvibazar,1.56,26.15,29.62,87.77
2025-10-12,Dhaka,Munshiganj,4.37,26.77,29.87,85.49
2025-10-12,Mymensingh,Mymensingh,0.19,26.01,29.95,84.99
2025-10-12,Rajshahi,Naogaon,0.39,25.54,30.09,86.93
2025-10-12,Khulna,Narail,4.68,26.18,30.07,87.06
2025-10-12,Dhaka,Narayanganj,4.37,26.77,29.87,85.49
2025-10-12,Dhaka,Narsingdi,0.78,26.27,29.91,84.91
2025-10-12,Rajshahi,Natore,0.29,26.47,30.13,82.01
2025-10-12,Mymensingh,Netrokona,0.09,25.61,29.76,84.29
2025-10-12,Rangpur,Nilphamari,0.01,24.94,29.62,89.13
2025-10-12,Chattogram,Noakhali,14.34,27.97,29.02,78.96
2025-10-12,Rajshahi,Pabna,0.22,26.51,30.2,82.51
2025-10-12,Rangpur,Panchagarh,0.01,24.87,29.02,88.68
2025-10-12,Barishal,Patuakhali,11.44,28.08,29.84,78.27
2025-10-12,Barishal,Pirojpur,25.53,26.91,30.13,86.81
2025-10-12,Dhaka,Rajbari,0.91,26.2,30.15,85.16
2025-10-12,Rajshahi,Rajshahi,0.69,25.87,30.23,85.54
2025-10-12,Chattogram,Rangamati,2.51,26.55,32.11,82.54
2025-10-12,Rangpur,Rangpur,0.1,25.74,29.85,85.69
2025-10-12,Khulna,Satkhira,12.51,26.46,29.95,88.09
2025-10-12,Dhaka,Shariatpur,16.12,26.99,29.93,85.28
2025-10-12,Mymensingh,Sherpur,0.07,26.29,29.87,82.12
2025-10-12,Rajshahi,Sirajganj,0.29,26.47,30.13,82.01
2025-10-12,Sylhet,Sunamganj,0.23,25.81,30.2,83.16
2025-10-12,Sylhet,Sylhet,0.39,25.93,29.66,84.05
2025-10-12,Dhaka,Tangail,0.02,26.52,30.04,81.69
2025-10-12,Rangpur,Thakurgaon,0.0,24.72,29.51,88.68
2025-10-13,Khulna,Bagerhat,0.16,25.86,29.67,87.71
2025-10-13,Chattogram,Bandarban,0.15,25.63,29.82,88.3
2025-10-13,Barishal,Barguna,0.09,26.79,29.59,84.61
2025-10-13,Barishal,Barishal,0.57,26.24,29.51,86.27
2025-10-13,Barishal,Bhola,0.22,26.49,29.48,85.83
2025-10-13,Rajshahi,Bogura,0.0,25.31,29.61,85.26
2025-10-13,Chattogram,Brahmanbaria,0.08,25.67,29.86,84.6
2025-10-13,Chattogram,Chandpur,0.67,26.11,29.58,85.92
2025-10-13,Rajshahi,Chapai Nawabganj,0.0,25.14,29.86,85.32
2025-10-13,Chattogram,Chattogram,0.04,27.41,30.67,81.07
2025-10-13,Khulna,Chuadanga,0.0,25.5,29.84,86.86
2025-10-13,Chattogram,Cox's Bazar,0.24,28.45,29.47,78.56
2025-10-13,Chattogram,Cumilla,0.23,25.78,29.76,85.22
2025-10-13,Dhaka,Dhaka,0.14,25.94,29.48,85.79
2025-10-13,Rangpur,Dinajpur,0.0,24.33,29.58,87.66
2025-10-13,Dhaka,Faridpur,0.36,25.92,29.5,86.95
2025-10-13,Chattogram,Feni,0.15,25.9,29.78,86.25
2025-10-13,Rangpur,Gaibandha,0.0,25.05,29.65,85.91
2025-10-13,Dhaka,Gazipur,0.26,25.73,29.61,85.68
2025-10-13,Dhaka,Gopalganj,0.35,25.8,29.65,87.63
2025-10-13,Sylhet,Habiganj,0.03,25.82,30.2,83.72
2025-10-13,Mymensingh,Jamalpur,0.0,25.7,29.73,84.65
2025-10-13,Khulna,Jashore,0.07,25.6,29.8,87.67
2025-10-13,Barishal,Jhalokati,0.16,25.86,29.67,87.71
2025-10-13,Khulna,Jhenaidah,0.06,25.63,29.61,87.32
2025-10-13,Rajshahi,Joypurhat,0.0,25.31,29.61,85.26
2025-10-13,Chattogram,Khagrachhari,0.13,26.25,31.8,84.26
2025-10-13,Khulna,Khulna,0.05,25.79,29.87,87.58
2025-10-13,Dhaka,Kishoreganj,0.03,25.82,30.2,83.72
2025-10-13,Rangpur,Kurigram,0.0,25.35,29.8,84.47
2025-10-13,Khulna,Kushtia,0.0,25.4,29.75,86.64
2025-10-13,Chattogram,Lakshmipur,0.57,26.24,29.51,86.27
2025-10-13,Rangpur,Lalmonirhat,0.0,24.89,29.8,87.03
2025-10-13,Dhaka,Madaripur,0.35,25.8,29.65,87.63
2025-10-13,Khulna,Magura,0.06,25.63,29.61,87.32
2025-10-13,Dhaka,Manikganj,0.14,25.94,29.48,85.79
2025-10-13,Khulna,Meherpur,0.0,25.4,29.75,86.64
2025-10-13,Sylhet,Moulvibazar,0.02,25.88,30.32,84.76
2025-10-13,Dhaka,Munshiganj,0.67,26.11,29.58,85.92
2025-10-13,Mymensingh,Mymensingh,0.04,25.68,29.73,85.54
2025-10-13,Rajshahi,Naogaon,0.0,24.67,29.69,87.04
2025-10-13,Khulna,Narail,0.07,25.6,29.8,87.67
2025-10-13,Dhaka,Narayanganj,0.67,26.11,29.58,85.92
2025-10-13,Dhaka,Narsingdi,0.26,25.73,29.61,85.68
2025-10-13,Rajshahi,Natore,0.0,25.64,29.55,84.83
2025-10-13,Mymensingh,Netrokona,0.01,25.55,30.12,84.22
2025-10-13,Rangpur,Nilphamari,0.0,24.26,29.64,88.12
2025-10-13,Chattogram,Noakhali,0.04,27.92,29.56,78.02
2025-10-13,Rajshahi,Pabna,0.03,25.76,29.55,86.01
2025-10-13,Rangpur,Panchagarh,0.01,24.43,29.24,86.1
2025-10-13,Barishal,Patuakhali,0.1,27.53,29.31,81.17
2025-10-13,Barishal,Pirojpur,0.16,25.86,29.67,87.71
2025-10-13,Dhaka,Rajbari,0.06,25.63,29.61,87.32
2025-10-13,Rajshahi,Rajshahi,0.0,25.11,29.75,86.57
2025-10-13,Chattogram,Rangamati,0.12,26.64,30.71,82.1
2025-10-13,Rangpur,Rangpur,0.0,25.05,29.65,85.91
2025-10-13,Khulna,Satkhira,0.05,25.79,29.87,87.58
2025-10-13,Dhaka,Shariatpur,0.57,26.24,29.51,86.27
2025-10-13,Mymensingh,Sherpur,0.0,25.7,29.73,84.65
2025-10-13,Rajshahi,Sirajganj,0.0,25.64,29.55,84.83
2025-10-13,Sylhet,Sunamganj,0.08,25.84,30.28,81.3
2025-10-13,Sylhet,Sylhet,0.09,25.78,29.63,82.75
2025-10-13,Dhaka,Tangail,0.02,25.9,29.47,84.89
2025-10-13,Rangpur,Thakurgaon,0.0,24.02,29.44,88.07
2025-10-14,Khulna,Bagerhat,0.01,25.64,30.22,87.0
2025-10-14,Chattogram,Bandarban,0.01,26.02,30.33,88.02
2025-10-14,Barishal,Barguna,0.01,26.67,30.07,83.62
2025-10-14,Barishal,Barishal,0.02,26.25,30.33,86.08
