date,division,district,admissions,source,is_estimated
2024-02-24,Khulna,Jhenaidah,0.0,dghs_pdf,False
2024-02-24,Khulna,Khulna,0.0,dghs_pdf,False
2024-02-24,Khulna,Kushtia,0.0,dghs_pdf,False
2024-02-24,Khulna,Magura,0.0,dghs_pdf,False
2024-02-24,Khulna,Meherpur,0.0,dghs_pdf,False
2024-02-24,Khulna,Narail,0.0,dghs_pdf,False
2024-02-24,Khulna,Satkhira,0.0,dghs_pdf,False
2024-02-24,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2024-02-24,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2024-02-24,Mymensingh,Netrokona,0.0,dghs_pdf,False
2024-02-24,Mymensingh,Sherpur,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Bogura,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Naogaon,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Natore,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Pabna,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2024-02-24,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2024-02-24,Rangpur,Dinajpur,0.0,dghs_pdf,False
2024-02-24,Rangpur,Gaibandha,0.0,dghs_pdf,False
2024-02-24,Rangpur,Kurigram,0.0,dghs_pdf,False
2024-02-24,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2024-02-24,Rangpur,Nilphamari,0.0,dghs_pdf,False
2024-02-24,Rangpur,Panchagarh,0.0,dghs_pdf,False
2024-02-24,Rangpur,Rangpur,0.0,dghs_pdf,False
2024-02-24,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2024-02-24,Sylhet,Habiganj,0.0,dghs_pdf,False
2024-02-24,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2024-02-24,Sylhet,Sunamganj,0.0,dghs_pdf,False
2024-02-24,Sylhet,Sylhet,0.0,dghs_pdf,False
2024-02-25,Barishal,Barguna,1.0,dghs_pdf,False
2024-02-25,Barishal,Barishal,0.0,dghs_pdf,False
2024-02-25,Barishal,Bhola,1.0,dghs_pdf,False
2024-02-25,Barishal,Jhalokati,0.0,dghs_pdf,False
2024-02-25,Barishal,Patuakhali,0.0,dghs_pdf,False
2024-02-25,Barishal,Pirojpur,0.0,dghs_pdf,False
2024-02-25,Chattogram,Bandarban,0.0,dghs_pdf,False
2024-02-25,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2024-02-25,Chattogram,Chandpur,3.0,dghs_pdf,False
2024-02-25,Chattogram,Chattogram,3.0,dghs_pdf,False
2024-02-25,Chattogram,Cox's Bazar,3.0,dghs_pdf,False
2024-02-25,Chattogram,Cumilla,2.0,dghs_pdf,False
2024-02-25,Chattogram,Feni,0.0,dghs_pdf,False
2024-02-25,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2024-02-25,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2024-02-25,Chattogram,Noakhali,1.0,dghs_pdf,False
2024-02-25,Chattogram,Rangamati,0.0,dghs_pdf,False
2024-02-25,Dhaka,Dhaka,2.0,dghs_pdf,False
2024-02-25,Dhaka,Faridpur,0.0,dghs_pdf,False
2024-02-25,Dhaka,Gazipur,0.0,dghs_pdf,False
2024-02-25,Dhaka,Gopalganj,0.0,dghs_pdf,False
2024-02-25,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2024-02-25,Dhaka,Madaripur,1.0,dghs_pdf,False
2024-02-25,Dhaka,Manikganj,0.0,dghs_pdf,False
2024-02-25,Dhaka,Munshiganj,0.0,dghs_pdf,False
2024-02-25,Dhaka,Narayanganj,0.0,dghs_pdf,False
2024-02-25,Dhaka,Narsingdi,0.0,dghs_pdf,False
2024-02-25,Dhaka,Rajbari,0.0,dghs_pdf,False
2024-02-25,Dhaka,Shariatpur,0.0,dghs_pdf,False
2024-02-25,Dhaka,Tangail,0.0,dghs_pdf,False
2024-02-25,Khulna,Bagerhat,0.0,dghs_pdf,False
2024-02-25,Khulna,Chuadanga,0.0,dghs_pdf,False
2024-02-25,Khulna,Jashore,0.0,dghs_pdf,False
2024-02-25,Khulna,Jhenaidah,0.0,dghs_pdf,False
2024-02-25,Khulna,Khulna,0.0,dghs_pdf,False
2024-02-25,Khulna,Kushtia,0.0,dghs_pdf,False
2024-02-25,Khulna,Magura,0.0,dghs_pdf,False
2024-02-25,Khulna,Meherpur,0.0,dghs_pdf,False
2024-02-25,Khulna,Narail,0.0,dghs_pdf,False
2024-02-25,Khulna,Satkhira,0.0,dghs_pdf,False
2024-02-25,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2024-02-25,Mymensingh,Mymensingh,3.0,dghs_pdf,False
2024-02-25,Mymensingh,Netrokona,0.0,dghs_pdf,False
2024-02-25,Mymensingh,Sherpur,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Bogura,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Naogaon,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Natore,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Pabna,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2024-02-25,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2024-02-25,Rangpur,Dinajpur,0.0,dghs_pdf,False
2024-02-25,Rangpur,Gaibandha,0.0,dghs_pdf,False
2024-02-25,Rangpur,Kurigram,0.0,dghs_pdf,False
2024-02-25,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2024-02-25,Rangpur,Nilphamari,0.0,dghs_pdf,False
2024-02-25,Rangpur,Panchagarh,0.0,dghs_pdf,False
2024-02-25,Rangpur,Rangpur,0.0,dghs_pdf,False
2024-02-25,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2024-02-25,Sylhet,Habiganj,0.0,dghs_pdf,False
2024-02-25,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2024-02-25,Sylhet,Sunamganj,0.0,dghs_pdf,False
2024-02-25,Sylhet,Sylhet,0.0,dghs_pdf,False
2024-02-26,Barishal,Barguna,0.0,dghs_pdf,False
2024-02-26,Barishal,Barishal,0.0,dghs_pdf,False
2024-02-26,Barishal,Bhola,0.0,dghs_pdf,False
2024-02-26,Barishal,Jhalokati,0.0,dghs_pdf,False
2024-02-26,Barishal,Patuakhali,0.0,dghs_pdf,False
2024-02-26,Barishal,Pirojpur,0.0,dghs_pdf,False
2024-02-26,Chattogram,Bandarban,0.0,dghs_pdf,False
2024-02-26,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2024-02-26,Chattogram,Chandpur,0.0,dghs_pdf,False
2024-02-26,Chattogram,Chattogram,0.0,dghs_pdf,False
2024-02-26,Chattogram,Cox's Bazar,0.0,dghs_pdf,False
2024-02-26,Chattogram,Cumilla,1.0,dghs_pdf,False
2024-02-26,Chattogram,Feni,0.0,dghs_pdf,False
2024-02-26,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2024-02-26,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2024-02-26,Chattogram,Noakhali,0.0,dghs_pdf,False
2024-02-26,Chattogram,Rangamati,0.0,dghs_pdf,False
2024-02-26,Dhaka,Dhaka,4.0,dghs_pdf,False
2024-02-26,Dhaka,Faridpur,0.0,dghs_pdf,False
2024-02-26,Dhaka,Gazipur,0.0,dghs_pdf,False
2024-02-26,Dhaka,Gopalganj,0.0,dghs_pdf,False
2024-02-26,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2024-02-26,Dhaka,Madaripur,0.0,dghs_pdf,False
2024-02-26,Dhaka,Manikganj,0.0,dghs_pdf,False
2024-02-26,Dhaka,Munshiganj,0.0,dghs_pdf,False
2024-02-26,Dhaka,Narayanganj,0.0,dghs_pdf,False
2024-02-26,Dhaka,Narsingdi,1.0,dghs_pdf,False
2024-02-26,Dhaka,Rajbari,0.0,dghs_pdf,False
2024-02-26,Dhaka,Shariatpur,0.0,dghs_pdf,False
2024-02-26,Dhaka,Tangail,0.0,dghs_pdf,False
2024-02-26,Khulna,Bagerhat,0.0,dghs_pdf,False
2024-02-26,Khulna,Chuadanga,0.0,dghs_pdf,False
2024-02-26,Khulna,Jashore,0.0,dghs_pdf,False
2024-02-26,Khulna,Jhenaidah,0.0,dghs_pdf,False
2024-02-26,Khulna,Khulna,0.0,dghs_pdf,False
2024-02-26,Khulna,Kushtia,0.0,dghs_pdf,False
2024-02-26,Khulna,Magura,0.0,dghs_pdf,False
2024-02-26,Khulna,Meherpur,0.0,dghs_pdf,False
2024-02-26,Khulna,Narail,0.0,dghs_pdf,False
2024-02-26,Khulna,Satkhira,0.0,dghs_pdf,False
2024-02-26,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2024-02-26,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2024-02-26,Mymensingh,Netrokona,0.0,dghs_pdf,False
2024-02-26,Mymensingh,Sherpur,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Bogura,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Naogaon,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Natore,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Pabna,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2024-02-26,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2024-02-26,Rangpur,Dinajpur,0.0,dghs_pdf,False
2024-02-26,Rangpur,Gaibandha,0.0,dghs_pdf,False
2024-02-26,Rangpur,Kurigram,0.0,dghs_pdf,False
2024-02-26,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2024-02-26,Rangpur,Nilphamari,0.0,dghs_pdf,False
2024-02-26,Rangpur,Panchagarh,0.0,dghs_pdf,False
2024-02-26,Rangpur,Rangpur,0.0,dghs_pdf,False
2024-02-26,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2024-02-26,Sylhet,Habiganj,0.0,dghs_pdf,False
2024-02-26,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2024-02-26,Sylhet,Sunamganj,0.0,dghs_pdf,False
2024-02-26,Sylhet,Sylhet,0.0,dghs_pdf,False
2024-02-27,Barishal,Barguna,0.0,dghs_pdf,False
2024-02-27,Barishal,Barishal,0.0,dghs_pdf,False
2024-02-27,Barishal,Bhola,0.0,dghs_pdf,False
2024-02-27,Barishal,Jhalokati,0.0,dghs_pdf,False
2024-02-27,Barishal,Patuakhali,0.0,dghs_pdf,False
2024-02-27,Barishal,Pirojpur,3.0,dghs_pdf,False
2024-02-27,Chattogram,Bandarban,0.0,dghs_pdf,False
2024-02-27,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2024-02-27,Chattogram,Chandpur,2.0,dghs_pdf,False
2024-02-27,Chattogram,Chattogram,1.0,dghs_pdf,False
2024-02-27,Chattogram,Cox's Bazar,1.0,dghs_pdf,False
2024-02-27,Chattogram,Cumilla,1.0,dghs_pdf,False
2024-02-27,Chattogram,Feni,0.0,dghs_pdf,False
2024-02-27,Chattogram,Khagrachhari,1.0,dghs_pdf,False
2024-02-27,Chattogram,Lakshmipur,1.0,dghs_pdf,False
2024-02-27,Chattogram,Noakhali,0.0,dghs_pdf,False
2024-02-27,Chattogram,Rangamati,0.0,dghs_pdf,False
2024-02-27,Dhaka,Dhaka,8.0,dghs_pdf,False
2024-02-27,Dhaka,Faridpur,0.0,dghs_pdf,False
2024-02-27,Dhaka,Gazipur,1.0,dghs_pdf,False
2024-02-27,Dhaka,Gopalganj,0.0,dghs_pdf,False
2024-02-27,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2024-02-27,Dhaka,Madaripur,0.0,dghs_pdf,False
2024-02-27,Dhaka,Manikganj,0.0,dghs_pdf,False
2024-02-27,Dhaka,Munshiganj,0.0,dghs_pdf,False
2024-02-27,Dhaka,Narayanganj,0.0,dghs_pdf,False
2024-02-27,Dhaka,Narsingdi,0.0,dghs_pdf,False
2024-02-27,Dhaka,Rajbari,0.0,dghs_pdf,False
2024-02-27,Dhaka,Shariatpur,0.0,dghs_pdf,False
2024-02-27,Dhaka,Tangail,0.0,dghs_pdf,False
2024-02-27,Khulna,Bagerhat,0.0,dghs_pdf,False
2024-02-27,Khulna,Chuadanga,0.0,dghs_pdf,False
2024-02-27,Khulna,Jashore,0.0,dghs_pdf,False
2024-02-27,Khulna,Jhenaidah,0.0,dghs_pdf,False
2024-02-27,Khulna,Khulna,0.0,dghs_pdf,False
2024-02-27,Khulna,Kushtia,0.0,dghs_pdf,False
2024-02-27,Khulna,Magura,0.0,dghs_pdf,False
2024-02-27,Khulna,Meherpur,0.0,dghs_pdf,False
2024-02-27,Khulna,Narail,0.0,dghs_pdf,False
2024-02-27,Khulna,Satkhira,0.0,dghs_pdf,False
2024-02-27,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2024-02-27,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2024-02-27,Mymensingh,Netrokona,0.0,dghs_pdf,False
2024-02-27,Mymensingh,Sherpur,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Bogura,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Naogaon,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Natore,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Pabna,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2024-02-27,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2024-02-27,Rangpur,Dinajpur,0.0,dghs_pdf,False
2024-02-27,Rangpur,Gaibandha,0.0,dghs_pdf,False
2024-02-27,Rangpur,Kurigram,0.0,dghs_pdf,False
2024-02-27,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2024-02-27,Rangpur,Nilphamari,0.0,dghs_pdf,False
2024-02-27,Rangpur,Panchagarh,0.0,dghs_pdf,False
2024-02-27,Rangpur,Rangpur,0.0,dghs_pdf,False
2024-02-27,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2024-02-27,Sylhet,Habiganj,0.0,dghs_pdf,False
2024-02-27,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2024-02-27,Sylhet,Sunamganj,0.0,dghs_pdf,False
2024-02-27,Sylhet,Sylhet,0.0,dghs_pdf,False
2024-02-28,Barishal,Barguna,0.0,dghs_pdf,False
2024-02-28,Barishal,Barishal,0.0,dghs_pdf,False
2024-02-28,Barishal,Bhola,0.0,dghs_pdf,False
2024-02-28,Barishal,Jhalokati,0.0,dghs_pdf,False
2024-02-28,Barishal,Patuakhali,1.0,dghs_pdf,False
2024-02-28,Barishal,Pirojpur,1.0,dghs_pdf,False
2024-02-28,Chattogram,Bandarban,0.0,dghs_pdf,False
2024-02-28,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2024-02-28,Chattogram,Chandpur,0.0,dghs_pdf,False
2024-02-28,Chattogram,Chattogram,0.0,dghs_pdf,False
2024-02-28,Chattogram,Cox's Bazar,1.0,dghs_pdf,False
2024-02-28,Chattogram,Cumilla,1.0,dghs_pdf,False
2024-02-28,Chattogram,Feni,0.0,dghs_pdf,False
2024-02-28,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2024-02-28,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2024-02-28,Chattogram,Noakhali,0.0,dghs_pdf,False
2024-02-28,Chattogram,Rangamati,0.0,dghs_pdf,False
2024-02-28,Dhaka,Dhaka,3.0,dghs_pdf,False
2024-02-28,Dhaka,Faridpur,0.0,dghs_pdf,False
2024-02-28,Dhaka,Gazipur,0.0,dghs_pdf,False
2024-02-28,Dhaka,Gopalganj,1.0,dghs_pdf,False
2024-02-28,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2024-02-28,Dhaka,Madaripur,0.0,dghs_pdf,False
2024-02-28,Dhaka,Manikganj,0.0,dghs_pdf,False
2024-02-28,Dhaka,Munshiganj,0.0,dghs_pdf,False
2024-02-28,Dhaka,Narayanganj,0.0,dghs_pdf,False
2024-02-28,Dhaka,Narsingdi,0.0,dghs_pdf,False
2024-02-28,Dhaka,Rajbari,0.0,dghs_pdf,False
2024-02-28,Dhaka,Shariatpur,0.0,dghs_pdf,False
2024-02-28,Dhaka,Tangail,1.0,dghs_pdf,False
2024-02-28,Khulna,Bagerhat,0.0,dghs_pdf,False
2024-02-28,Khulna,Chuadanga,0.0,dghs_pdf,False
2024-02-28,Khulna,Jashore,0.0,dghs_pdf,False
2024-02-28,Khulna,Jhenaidah,0.0,dghs_pdf,False
2024-02-28,Khulna,Khulna,0.0,dghs_pdf,False
2024-02-28,Khulna,Kushtia,0.0,dghs_pdf,False
2024-02-28,Khulna,Magura,0.0,dghs_pdf,False
2024-02-28,Khulna,Meherpur,0.0,dghs_pdf,False
2024-02-28,Khulna,Narail,0.0,dghs_pdf,False
2024-02-28,Khulna,Satkhira,0.0,dghs_pdf,False
2024-02-28,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2024-02-28,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2024-02-28,Mymensingh,Netrokona,0.0,dghs_pdf,False
2024-02-28,Mymensingh,Sherpur,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Bogura,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Naogaon,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Natore,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Pabna,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2024-02-28,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2024-02-28,Rangpur,Dinajpur,0.0,dghs_pdf,False
2024-02-28,Rangpur,Gaibandha,0.0,dghs_pdf,False
2024-02-28,Rangpur,Kurigram,0.0,dghs_pdf,False
2024-02-28,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2024-02-28,Rangpur,Nilphamari,0.0,dghs_pdf,False
2024-02-28,Rangpur,Panchagarh,0.0,dghs_pdf,False
2024-02-28,Rangpur,Rangpur,0.0,dghs_pdf,False
2024-02-28,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2024-02-28,Sylhet,Habiganj,0.0,dghs_pdf,False
2024-02-28,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2024-02-28,Sylhet,Sunamganj,0.0,dghs_pdf,False
2024-02-28,Sylhet,Sylhet,0.0,dghs_pdf,False
2024-02-29,Barishal,Barguna,2.0,dghs_pdf,False
2024-02-29,Barishal,Barishal,0.0,dghs_pdf,False
2024-02-29,Barishal,Bhola,0.0,dghs_pdf,False
2024-02-29,Barishal,Jhalokati,0.0,dghs_pdf,False
2024-02-29,Barishal,Patuakhali,0.0,dghs_pdf,False
2024-02-29,Barishal,Pirojpur,0.0,dghs_pdf,False
2024-02-29,Chattogram,Bandarban,0.0,dghs_pdf,False
2024-02-29,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2024-02-29,Chattogram,Chandpur,0.0,dghs_pdf,False
2024-02-29,Chattogram,Chattogram,2.0,dghs_pdf,False
2024-02-29,Chattogram,Cox's Bazar,0.0,dghs_pdf,False
2024-02-29,Chattogram,Cumilla,0.0,dghs_pdf,False
2024-02-29,Chattogram,Feni,0.0,dghs_pdf,False
2024-02-29,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2024-02-29,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2024-02-29,Chattogram,Noakhali,0.0,dghs_pdf,False
2024-02-29,Chattogram,Rangamati,0.0,dghs_pdf,False
2024-02-29,Dhaka,Dhaka,6.0,dghs_pdf,False
2024-02-29,Dhaka,Faridpur,0.0,dghs_pdf,False
2024-02-29,Dhaka,Gazipur,0.0,dghs_pdf,False
2024-02-29,Dhaka,Gopalganj,0.0,dghs_pdf,False
2024-02-29,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2024-02-29,Dhaka,Madaripur,0.0,dghs_pdf,False
2024-02-29,Dhaka,Manikganj,0.0,dghs_pdf,False
2024-02-29,Dhaka,Munshiganj,0.0,dghs_pdf,False
2024-02-29,Dhaka,Narayanganj,0.0,dghs_pdf,False
2024-02-29,Dhaka,Narsingdi,0.0,dghs_pdf,False
2024-02-29,Dhaka,Rajbari,0.0,dghs_pdf,False
2024-02-29,Dhaka,Shariatpur,0.0,dghs_pdf,False
2024-02-29,Dhaka,Tangail,0.0,dghs_pdf,False
2024-02-29,Khulna,Bagerhat,0.0,dghs_pdf,False
2024-02-29,Khulna,Chuadanga,0.0,dghs_pdf,False
2024-02-29,Khulna,Jashore,0.0,dghs_pdf,False
2024-02-29,Khulna,Jhenaidah,0.0,dghs_pdf,False
2024-02-29,Khulna,Khulna,0.0,dghs_pdf,False
2024-02-29,Khulna,Kushtia,0.0,dghs_pdf,False
2024-02-29,Khulna,Magura,0.0,dghs_pdf,False
2024-02-29,Khulna,Meherpur,0.0,dghs_pdf,False
2024-02-29,Khulna,Narail,0.0,dghs_pdf,False
2024-02-29,Khulna,Satkhira,0.0,dghs_pdf,False
2024-02-29,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2024-02-29,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2024-02-29,Mymensingh,Netrokona,0.0,dghs_pdf,False
2024-02-29,Mymensingh,Sherpur,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Bogura,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Naogaon,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Natore,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Pabna,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2024-02-29,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2024-02-29,Rangpur,Dinajpur,0.0,dghs_pdf,False
2024-02-29,Rangpur,Gaibandha,0.0,dghs_pdf,False
2024-02-29,Rangpur,Kurigram,0.0,dghs_pdf,False
2024-02-29,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2024-02-29,Rangpur,Nilphamari,0.0,dghs_pdf,False
2024-02-29,Rangpur,Panchagarh,0.0,dghs_pdf,False
2024-02-29,Rangpur,Rangpur,0.0,dghs_pdf,False
2024-02-29,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2024-02-29,Sylhet,Habiganj,0.0,dghs_pdf,False
2024-02-29,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2024-02-29,Sylhet,Sunamganj,0.0,dghs_pdf,False
2024-02-29,Sylhet,Sylhet,0.0,dghs_pdf,False
2024-03-01,Barishal,Barguna,2.0,dghs_pdf,False
2024-03-01,Barishal,Barishal,0.0,dghs_pdf,False
2024-03-01,Barishal,Bhola,0.0,dghs_pdf,False
2024-03-01,Barishal,Jhalokati,0.0,dghs_pdf,False
2024-03-01,Barishal,Patuakhali,0.0,dghs_pdf,False
2024-03-01,Barishal,Pirojpur,0.0,dghs_pdf,False
2024-03-01,Chattogram,Bandarban,0.0,dghs_pdf,False
2024-03-01,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2024-03-01,Chattogram,Chandpur,0.0,dghs_pdf,False
2024-03-01,Chattogram,Chattogram,0.0,dghs_pdf,False
2024-03-01,Chattogram,Cox's Bazar,0.0,dghs_pdf,False
2024-03-01,Chattogram,Cumilla,0.0,dghs_pdf,False
2024-03-01,Chattogram,Feni,0.0,dghs_pdf,False
2024-03-01,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2024-03-01,Chattogram,Lakshmipur,1.0,dghs_pdf,False
2024-03-01,Chattogram,Noakhali,0.0,dghs_pdf,False
2024-03-01,Chattogram,Rangamati,0.0,dghs_pdf,False
2024-03-01,Dhaka,Dhaka,1.0,dghs_pdf,False
2024-03-01,Dhaka,Faridpur,0.0,dghs_pdf,False
2024-03-01,Dhaka,Gazipur,0.0,dghs_pdf,False
2024-03-01,Dhaka,Gopalganj,0.0,dghs_pdf,False
2024-03-01,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2024-03-01,Dhaka,Madaripur,0.0,dghs_pdf,False
2024-03-01,Dhaka,Manikganj,0.0,dghs_pdf,False
2024-03-01,Dhaka,Munshiganj,0.0,dghs_pdf,False
2024-03-01,Dhaka,Narayanganj,0.0,dghs_pdf,False
2024-03-01,Dhaka,Narsingdi,0.0,dghs_pdf,False
2024-03-01,Dhaka,Rajbari,0.0,dghs_pdf,False
2024-03-01,Dhaka,Shariatpur,0.0,dghs_pdf,False
2024-03-01,Dhaka,Tangail,0.0,dghs_pdf,False
2024-03-01,Khulna,Bagerhat,0.0,dghs_pdf,False
2024-03-01,Khulna,Chuadanga,0.0,dghs_pdf,False
2024-03-01,Khulna,Jashore,0.0,dghs_pdf,False
2024-03-01,Khulna,Jhenaidah,0.0,dghs_pdf,False
2024-03-01,Khulna,Khulna,0.0,dghs_pdf,False
2024-03-01,Khulna,Kushtia,0.0,dghs_pdf,False
2024-03-01,Khulna,Magura,0.0,dghs_pdf,False
2024-03-01,Khulna,Meherpur,0.0,dghs_pdf,False
2024-03-01,Khulna,Narail,0.0,dghs_pdf,False
2024-03-01,Khulna,Satkhira,0.0,dghs_pdf,False
2024-03-01,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2024-03-01,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2024-03-01,Mymensingh,Netrokona,0.0,dghs_pdf,False
2024-03-01,Mymensingh,Sherpur,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Bogura,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Naogaon,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Natore,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Pabna,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2024-03-01,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2024-03-01,Rangpur,Dinajpur,0.0,dghs_pdf,False
2024-03-01,Rangpur,Gaibandha,0.0,dghs_pdf,False
2024-03-01,Rangpur,Kurigram,0.0,dghs_pdf,False
2024-03-01,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2024-03-01,Rangpur,Nilphamari,0.0,dghs_pdf,False
2024-03-01,Rangpur,Panchagarh,0.0,dghs_pdf,False
2024-03-01,Rangpur,Rangpur,0.0,dghs_pdf,False
2024-03-01,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2024-03-01,Sylhet,Habiganj,0.0,dghs_pdf,False
2024-03-01,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2024-03-01,Sylhet,Sunamganj,0.0,dghs_pdf,False
2024-03-01,Sylhet,Sylhet,0.0,dghs_pdf,False
2024-03-02,Barishal,Barguna,0.0,dghs_pdf,False
2024-03-02,Barishal,Barishal,2.0,dghs_pdf,False
2024-03-02,Barishal,Bhola,0.0,dghs_pdf,False
