date,division,district,admissions,source,is_estimated
2022-06-26,Chattogram,Feni,1.0,dghs_pdf,False
2022-06-26,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2022-06-26,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2022-06-26,Chattogram,Noakhali,0.0,dghs_pdf,False
2022-06-26,Chattogram,Rangamati,0.0,dghs_pdf,False
2022-06-26,Dhaka,Dhaka,29.0,dghs_pdf,False
2022-06-26,Dhaka,Faridpur,0.0,dghs_pdf,False
2022-06-26,Dhaka,Gazipur,0.0,dghs_pdf,False
2022-06-26,Dhaka,Gopalganj,0.0,dghs_pdf,False
2022-06-26,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2022-06-26,Dhaka,Madaripur,0.0,dghs_pdf,False
2022-06-26,Dhaka,Manikganj,0.0,dghs_pdf,False
2022-06-26,Dhaka,Munshiganj,0.0,dghs_pdf,False
2022-06-26,Dhaka,Narayanganj,0.0,dghs_pdf,False
2022-06-26,Dhaka,Narsingdi,0.0,dghs_pdf,False
2022-06-26,Dhaka,Rajbari,0.0,dghs_pdf,False
2022-06-26,Dhaka,Shariatpur,0.0,dghs_pdf,False
2022-06-26,Dhaka,Tangail,0.0,dghs_pdf,False
2022-06-26,Khulna,Bagerhat,0.0,dghs_pdf,False
2022-06-26,Khulna,Chuadanga,0.0,dghs_pdf,False
2022-06-26,Khulna,Jashore,0.0,dghs_pdf,False
2022-06-26,Khulna,Jhenaidah,0.0,dghs_pdf,False
2022-06-26,Khulna,Khulna,0.0,dghs_pdf,False
2022-06-26,Khulna,Kushtia,0.0,dghs_pdf,False
2022-06-26,Khulna,Magura,0.0,dghs_pdf,False
2022-06-26,Khulna,Meherpur,0.0,dghs_pdf,False
2022-06-26,Khulna,Narail,0.0,dghs_pdf,False
2022-06-26,Khulna,Satkhira,1.0,dghs_pdf,False
2022-06-26,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2022-06-26,Mymensingh,Mymensingh,1.0,dghs_pdf,False
2022-06-26,Mymensingh,Netrokona,0.0,dghs_pdf,False
2022-06-26,Mymensingh,Sherpur,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Bogura,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Naogaon,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Natore,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Pabna,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2022-06-26,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2022-06-26,Rangpur,Dinajpur,0.0,dghs_pdf,False
2022-06-26,Rangpur,Gaibandha,0.0,dghs_pdf,False
2022-06-26,Rangpur,Kurigram,0.0,dghs_pdf,False
2022-06-26,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2022-06-26,Rangpur,Nilphamari,0.0,dghs_pdf,False
2022-06-26,Rangpur,Panchagarh,0.0,dghs_pdf,False
2022-06-26,Rangpur,Rangpur,0.0,dghs_pdf,False
2022-06-26,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2022-06-26,Sylhet,Habiganj,0.0,dghs_pdf,False
2022-06-26,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2022-06-26,Sylhet,Sunamganj,0.0,dghs_pdf,False
2022-06-26,Sylhet,Sylhet,0.0,dghs_pdf,False
2022-06-27,Barishal,Barguna,0.0,dghs_pdf,False
2022-06-27,Barishal,Barishal,0.0,dghs_pdf,False
2022-06-27,Barishal,Bhola,0.0,dghs_pdf,False
2022-06-27,Barishal,Jhalokati,0.0,dghs_pdf,False
2022-06-27,Barishal,Patuakhali,0.0,dghs_pdf,False
2022-06-27,Barishal,Pirojpur,0.0,dghs_pdf,False
2022-06-27,Chattogram,Bandarban,0.0,dghs_pdf,False
2022-06-27,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2022-06-27,Chattogram,Chandpur,0.0,dghs_pdf,False
2022-06-27,Chattogram,Chattogram,0.0,dghs_pdf,False
2022-06-27,Chattogram,Cox's Bazar,0.0,dghs_pdf,False
2022-06-27,Chattogram,Cumilla,0.0,dghs_pdf,False
2022-06-27,Chattogram,Feni,0.0,dghs_pdf,False
2022-06-27,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2022-06-27,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2022-06-27,Chattogram,Noakhali,0.0,dghs_pdf,False
2022-06-27,Chattogram,Rangamati,0.0,dghs_pdf,False
2022-06-27,Dhaka,Dhaka,17.0,dghs_pdf,False
2022-06-27,Dhaka,Faridpur,0.0,dghs_pdf,False
2022-06-27,Dhaka,Gazipur,0.0,dghs_pdf,False
2022-06-27,Dhaka,Gopalganj,0.0,dghs_pdf,False
2022-06-27,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2022-06-27,Dhaka,Madaripur,0.0,dghs_pdf,False
2022-06-27,Dhaka,Manikganj,0.0,dghs_pdf,False
2022-06-27,Dhaka,Munshiganj,0.0,dghs_pdf,False
2022-06-27,Dhaka,Narayanganj,0.0,dghs_pdf,False
2022-06-27,Dhaka,Narsingdi,0.0,dghs_pdf,False
2022-06-27,Dhaka,Rajbari,0.0,dghs_pdf,False
2022-06-27,Dhaka,Shariatpur,0.0,dghs_pdf,False
2022-06-27,Dhaka,Tangail,0.0,dghs_pdf,False
2022-06-27,Khulna,Bagerhat,0.0,dghs_pdf,False
2022-06-27,Khulna,Chuadanga,0.0,dghs_pdf,False
2022-06-27,Khulna,Jashore,0.0,dghs_pdf,False
2022-06-27,Khulna,Jhenaidah,0.0,dghs_pdf,False
2022-06-27,Khulna,Khulna,0.0,dghs_pdf,False
2022-06-27,Khulna,Kushtia,0.0,dghs_pdf,False
2022-06-27,Khulna,Magura,0.0,dghs_pdf,False
2022-06-27,Khulna,Meherpur,0.0,dghs_pdf,False
2022-06-27,Khulna,Narail,0.0,dghs_pdf,False
2022-06-27,Khulna,Satkhira,0.0,dghs_pdf,False
2022-06-27,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2022-06-27,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2022-06-27,Mymensingh,Netrokona,0.0,dghs_pdf,False
2022-06-27,Mymensingh,Sherpur,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Bogura,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Naogaon,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Natore,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Pabna,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2022-06-27,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2022-06-27,Rangpur,Dinajpur,0.0,dghs_pdf,False
2022-06-27,Rangpur,Gaibandha,0.0,dghs_pdf,False
2022-06-27,Rangpur,Kurigram,0.0,dghs_pdf,False
2022-06-27,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2022-06-27,Rangpur,Nilphamari,0.0,dghs_pdf,False
2022-06-27,Rangpur,Panchagarh,0.0,dghs_pdf,False
2022-06-27,Rangpur,Rangpur,0.0,dghs_pdf,False
2022-06-27,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2022-06-27,Sylhet,Habiganj,0.0,dghs_pdf,False
2022-06-27,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2022-06-27,Sylhet,Sunamganj,0.0,dghs_pdf,False
2022-06-27,Sylhet,Sylhet,0.0,dghs_pdf,False
2022-06-28,Barishal,Barguna,0.0,dghs_pdf,False
2022-06-28,Barishal,Barishal,0.0,dghs_pdf,False
2022-06-28,Barishal,Bhola,0.0,dghs_pdf,False
2022-06-28,Barishal,Jhalokati,0.0,dghs_pdf,False
2022-06-28,Barishal,Patuakhali,0.0,dghs_pdf,False
2022-06-28,Barishal,Pirojpur,0.0,dghs_pdf,False
2022-06-28,Chattogram,Bandarban,0.0,dghs_pdf,False
2022-06-28,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2022-06-28,Chattogram,Chandpur,0.0,dghs_pdf,False
2022-06-28,Chattogram,Chattogram,0.0,dghs_pdf,False
2022-06-28,Chattogram,Cox's Bazar,0.0,dghs_pdf,False
2022-06-28,Chattogram,Cumilla,0.0,dghs_pdf,False
2022-06-28,Chattogram,Feni,0.0,dghs_pdf,False
2022-06-28,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2022-06-28,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2022-06-28,Chattogram,Noakhali,0.0,dghs_pdf,False
2022-06-28,Chattogram,Rangamati,0.0,dghs_pdf,False
2022-06-28,Dhaka,Dhaka,46.0,dghs_pdf,False
2022-06-28,Dhaka,Faridpur,0.0,dghs_pdf,False
2022-06-28,Dhaka,Gazipur,0.0,dghs_pdf,False
2022-06-28,Dhaka,Gopalganj,0.0,dghs_pdf,False
2022-06-28,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2022-06-28,Dhaka,Madaripur,0.0,dghs_pdf,False
2022-06-28,Dhaka,Manikganj,0.0,dghs_pdf,False
2022-06-28,Dhaka,Munshiganj,0.0,dghs_pdf,False
2022-06-28,Dhaka,Narayanganj,0.0,dghs_pdf,False
2022-06-28,Dhaka,Narsingdi,0.0,dghs_pdf,False
2022-06-28,Dhaka,Rajbari,0.0,dghs_pdf,False
2022-06-28,Dhaka,Shariatpur,0.0,dghs_pdf,False
2022-06-28,Dhaka,Tangail,0.0,dghs_pdf,False
2022-06-28,Khulna,Bagerhat,0.0,dghs_pdf,False
2022-06-28,Khulna,Chuadanga,0.0,dghs_pdf,False
2022-06-28,Khulna,Jashore,1.0,dghs_pdf,False
2022-06-28,Khulna,Jhenaidah,0.0,dghs_pdf,False
2022-06-28,Khulna,Khulna,0.0,dghs_pdf,False
2022-06-28,Khulna,Kushtia,0.0,dghs_pdf,False
2022-06-28,Khulna,Magura,0.0,dghs_pdf,False
2022-06-28,Khulna,Meherpur,0.0,dghs_pdf,False
2022-06-28,Khulna,Narail,0.0,dghs_pdf,False
2022-06-28,Khulna,Satkhira,0.0,dghs_pdf,False
2022-06-28,Mymensingh,Jamalpur,0.0,dghs_pdf,False
2022-06-28,Mymensingh,Mymensingh,0.0,dghs_pdf,False
2022-06-28,Mymensingh,Netrokona,0.0,dghs_pdf,False
2022-06-28,Mymensingh,Sherpur,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Bogura,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Chapai Nawabganj,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Joypurhat,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Naogaon,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Natore,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Pabna,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Rajshahi,0.0,dghs_pdf,False
2022-06-28,Rajshahi,Sirajganj,0.0,dghs_pdf,False
2022-06-28,Rangpur,Dinajpur,0.0,dghs_pdf,False
2022-06-28,Rangpur,Gaibandha,0.0,dghs_pdf,False
2022-06-28,Rangpur,Kurigram,0.0,dghs_pdf,False
2022-06-28,Rangpur,Lalmonirhat,0.0,dghs_pdf,False
2022-06-28,Rangpur,Nilphamari,0.0,dghs_pdf,False
2022-06-28,Rangpur,Panchagarh,0.0,dghs_pdf,False
2022-06-28,Rangpur,Rangpur,0.0,dghs_pdf,False
2022-06-28,Rangpur,Thakurgaon,0.0,dghs_pdf,False
2022-06-28,Sylhet,Habiganj,0.0,dghs_pdf,False
2022-06-28,Sylhet,Moulvibazar,0.0,dghs_pdf,False
2022-06-28,Sylhet,Sunamganj,0.0,dghs_pdf,False
2022-06-28,Sylhet,Sylhet,0.0,dghs_pdf,False
2022-06-29,Barishal,Barguna,0.0,dghs_pdf,False
2022-06-29,Barishal,Barishal,0.0,dghs_pdf,False
2022-06-29,Barishal,Bhola,0.0,dghs_pdf,False
2022-06-29,Barishal,Jhalokati,0.0,dghs_pdf,False
2022-06-29,Barishal,Patuakhali,0.0,dghs_pdf,False
2022-06-29,Barishal,Pirojpur,0.0,dghs_pdf,False
2022-06-29,Chattogram,Bandarban,0.0,dghs_pdf,False
2022-06-29,Chattogram,Brahmanbaria,0.0,dghs_pdf,False
2022-06-29,Chattogram,Chandpur,0.0,dghs_pdf,False
2022-06-29,Chattogram,Chattogram,1.0,dghs_pdf,False
2022-06-29,Chattogram,Cox's Bazar,0.0,dghs_pdf,False
2022-06-29,Chattogram,Cumilla,0.0,dghs_pdf,False
2022-06-29,Chattogram,Feni,0.0,dghs_pdf,False
2022-06-29,Chattogram,Khagrachhari,0.0,dghs_pdf,False
2022-06-29,Chattogram,Lakshmipur,0.0,dghs_pdf,False
2022-06-29,Chattogram,Noakhali,0.0,dghs_pdf,False
2022-06-29,Chattogram,Rangamati,0.0,dghs_pdf,False
2022-06-29,Dhaka,Dhaka,38.0,dghs_pdf,False
2022-06-29,Dhaka,Faridpur,0.0,dghs_pdf,False
2022-06-29,Dhaka,Gazipur,0.0,dghs_pdf,False
2022-06-29,Dhaka,Gopalganj,0.0,dghs_pdf,False
2022-06-29,Dhaka,Kishoreganj,0.0,dghs_pdf,False
2022-06-29,Dhaka,Madaripur,0.0,dghs_pdf,False
2022-06-29,Dhaka,Manikganj,0.0,dghs_pdf,False
