date,district,division,admissions_est,division_admissions_observed,share_within_division,source,disaggregation_method
2019-11-14,Shariatpur,Dhaka,2.1666,74,0.029278,kaggle_shampabanik12,population_share_within_division
2019-11-14,Tangail,Dhaka,6.7574,74,0.091316,kaggle_shampabanik12,population_share_within_division
2019-11-14,Bagerhat,Khulna,2.1593,23,0.093881,kaggle_shampabanik12,population_share_within_division
2019-11-14,Chuadanga,Khulna,1.6519,23,0.071823,kaggle_shampabanik12,population_share_within_division
2019-11-14,Jashore,Khulna,4.1187,23,0.179073,kaggle_shampabanik12,population_share_within_division
2019-11-14,Jhenaidah,Khulna,2.3711,23,0.10309,kaggle_shampabanik12,population_share_within_division
2019-11-14,Khulna,Khulna,3.4983,23,0.152099,kaggle_shampabanik12,population_share_within_division
2019-11-14,Kushtia,Khulna,2.8776,23,0.125112,kaggle_shampabanik12,population_share_within_division
2019-11-14,Magura,Khulna,1.3829,23,0.060127,kaggle_shampabanik12,population_share_within_division
2019-11-14,Meherpur,Khulna,0.9442,23,0.041052,kaggle_shampabanik12,population_share_within_division
2019-11-14,Narail,Khulna,1.0557,23,0.045901,kaggle_shampabanik12,population_share_within_division
2019-11-14,Satkhira,Khulna,2.9403,23,0.127841,kaggle_shampabanik12,population_share_within_division
2019-11-14,Jamalpur,Mymensingh,0.4089,2,0.204469,kaggle_shampabanik12,population_share_within_division
2019-11-14,Mymensingh,Mymensingh,0.965,2,0.48252,kaggle_shampabanik12,population_share_within_division
2019-11-14,Netrokona,Mymensingh,0.3803,2,0.190165,kaggle_shampabanik12,population_share_within_division
2019-11-14,Sherpur,Mymensingh,0.2457,2,0.122846,kaggle_shampabanik12,population_share_within_division
2019-11-14,Bogura,Rajshahi,0.7339,4,0.183476,kaggle_shampabanik12,population_share_within_division
2019-11-14,Chapai Nawabganj,Rajshahi,0.3607,4,0.090184,kaggle_shampabanik12,population_share_within_division
2019-11-14,Joypurhat,Rajshahi,0.188,4,0.046992,kaggle_shampabanik12,population_share_within_division
2019-11-14,Naogaon,Rajshahi,0.5473,4,0.136814,kaggle_shampabanik12,population_share_within_division
2019-11-14,Natore,Rajshahi,0.3655,4,0.091383,kaggle_shampabanik12,population_share_within_division
2019-11-14,Pabna,Rajshahi,0.5718,4,0.142957,kaggle_shampabanik12,population_share_within_division
2019-11-14,Rajshahi,Rajshahi,0.5729,4,0.143222,kaggle_shampabanik12,population_share_within_division
2019-11-14,Sirajganj,Rajshahi,0.6599,4,0.164973,kaggle_shampabanik12,population_share_within_division
2019-11-14,Dinajpur,Rangpur,0.3765,2,0.188249,kaggle_shampabanik12,population_share_within_division
2019-11-14,Gaibandha,Rangpur,0.291,2,0.145491,kaggle_shampabanik12,population_share_within_division
2019-11-14,Kurigram,Rangpur,0.2645,2,0.132256,kaggle_shampabanik12,population_share_within_division
2019-11-14,Lalmonirhat,Rangpur,0.1622,2,0.081109,kaggle_shampabanik12,population_share_within_division
2019-11-14,Nilphamari,Rangpur,0.2376,2,0.118822,kaggle_shampabanik12,population_share_within_division
2019-11-14,Panchagarh,Rangpur,0.134,2,0.066995,kaggle_shampabanik12,population_share_within_division
2019-11-14,Rangpur,Rangpur,0.36,2,0.17998,kaggle_shampabanik12,population_share_within_division
2019-11-14,Thakurgaon,Rangpur,0.1742,2,0.087099,kaggle_shampabanik12,population_share_within_division
2019-11-14,Habiganj,Sylhet,0.0,0,0.213767,kaggle_shampabanik12,population_share_within_division
2019-11-14,Moulvibazar,Sylhet,0.0,0,0.192431,kaggle_shampabanik12,population_share_within_division
2019-11-14,Sunamganj,Sylhet,0.0,0,0.244271,kaggle_shampabanik12,population_share_within_division
2019-11-14,Sylhet,Sylhet,0.0,0,0.349532,kaggle_shampabanik12,population_share_within_division
2019-11-15,Barguna,Barishal,0.7773,7,0.111046,kaggle_shampabanik12,population_share_within_division
2019-11-15,Barishal,Barishal,1.9772,7,0.282464,kaggle_shampabanik12,population_share_within_division
2019-11-15,Bhola,Barishal,1.4865,7,0.212362,kaggle_shampabanik12,population_share_within_division
2019-11-15,Jhalokati,Barishal,0.5086,7,0.072654,kaggle_shampabanik12,population_share_within_division
2019-11-15,Patuakhali,Barishal,1.3286,7,0.189806,kaggle_shampabanik12,population_share_within_division
2019-11-15,Pirojpur,Barishal,0.9217,7,0.131668,kaggle_shampabanik12,population_share_within_division
2019-11-15,Bandarban,Chattogram,0.3043,21,0.01449,kaggle_shampabanik12,population_share_within_division
2019-11-15,Brahmanbaria,Chattogram,2.0914,21,0.099588,kaggle_shampabanik12,population_share_within_division
2019-11-15,Chandpur,Chattogram,1.6671,21,0.079384,kaggle_shampabanik12,population_share_within_division
2019-11-15,Chattogram,Chattogram,5.7996,21,0.276169,kaggle_shampabanik12,population_share_within_division
2019-11-15,Cox's Bazar,Chattogram,1.7857,21,0.085032,kaggle_shampabanik12,population_share_within_division
2019-11-15,Cumilla,Chattogram,3.9291,21,0.187102,kaggle_shampabanik12,population_share_within_division
2019-11-15,Feni,Chattogram,1.0429,21,0.049662,kaggle_shampabanik12,population_share_within_division
2019-11-15,Khagrachhari,Chattogram,0.4517,21,0.021508,kaggle_shampabanik12,population_share_within_division
2019-11-15,Lakshmipur,Chattogram,1.2258,21,0.058373,kaggle_shampabanik12,population_share_within_division
2019-11-15,Noakhali,Chattogram,2.2929,21,0.109187,kaggle_shampabanik12,population_share_within_division
2019-11-15,Rangamati,Chattogram,0.4096,21,0.019504,kaggle_shampabanik12,population_share_within_division
2019-11-15,Dhaka,Dhaka,16.329,49,0.333245,kaggle_shampabanik12,population_share_within_division
2019-11-15,Faridpur,Dhaka,2.3969,49,0.048916,kaggle_shampabanik12,population_share_within_division
2019-11-15,Gazipur,Dhaka,5.833,49,0.119041,kaggle_shampabanik12,population_share_within_division
2019-11-15,Gopalganj,Dhaka,1.4352,49,0.029289,kaggle_shampabanik12,population_share_within_division
2019-11-15,Kishoreganj,Dhaka,3.6212,49,0.073902,kaggle_shampabanik12,population_share_within_division
2019-11-15,Madaripur,Dhaka,1.4329,49,0.029244,kaggle_shampabanik12,population_share_within_division
2019-11-15,Manikganj,Dhaka,1.7266,49,0.035237,kaggle_shampabanik12,population_share_within_division
2019-11-15,Munshiganj,Dhaka,1.8013,49,0.036761,kaggle_shampabanik12,population_share_within_division
2019-11-15,Narayanganj,Dhaka,4.3321,49,0.08841,kaggle_shampabanik12,population_share_within_division
2019-11-15,Narsingdi,Dhaka,2.8641,49,0.058451,kaggle_shampabanik12,population_share_within_division
2019-11-15,Rajbari,Dhaka,1.3186,49,0.026909,kaggle_shampabanik12,population_share_within_division
2019-11-15,Shariatpur,Dhaka,1.4346,49,0.029278,kaggle_shampabanik12,population_share_within_division
2019-11-15,Tangail,Dhaka,4.4745,49,0.091316,kaggle_shampabanik12,population_share_within_division
2019-11-15,Bagerhat,Khulna,1.596,17,0.093881,kaggle_shampabanik12,population_share_within_division
2019-11-15,Chuadanga,Khulna,1.221,17,0.071823,kaggle_shampabanik12,population_share_within_division
2019-11-15,Jashore,Khulna,3.0442,17,0.179073,kaggle_shampabanik12,population_share_within_division
2019-11-15,Jhenaidah,Khulna,1.7525,17,0.10309,kaggle_shampabanik12,population_share_within_division
2019-11-15,Khulna,Khulna,2.5857,17,0.152099,kaggle_shampabanik12,population_share_within_division
2019-11-15,Kushtia,Khulna,2.1269,17,0.125112,kaggle_shampabanik12,population_share_within_division
2019-11-15,Magura,Khulna,1.0222,17,0.060127,kaggle_shampabanik12,population_share_within_division
2019-11-15,Meherpur,Khulna,0.6979,17,0.041052,kaggle_shampabanik12,population_share_within_division
2019-11-15,Narail,Khulna,0.7803,17,0.045901,kaggle_shampabanik12,population_share_within_division
2019-11-15,Satkhira,Khulna,2.1733,17,0.127841,kaggle_shampabanik12,population_share_within_division
2019-11-15,Jamalpur,Mymensingh,0.2045,1,0.204469,kaggle_shampabanik12,population_share_within_division
2019-11-15,Mymensingh,Mymensingh,0.4825,1,0.48252,kaggle_shampabanik12,population_share_within_division
2019-11-15,Netrokona,Mymensingh,0.1902,1,0.190165,kaggle_shampabanik12,population_share_within_division
2019-11-15,Sherpur,Mymensingh,0.1228,1,0.122846,kaggle_shampabanik12,population_share_within_division
2019-11-15,Bogura,Rajshahi,0.0,0,0.183476,kaggle_shampabanik12,population_share_within_division
2019-11-15,Chapai Nawabganj,Rajshahi,0.0,0,0.090184,kaggle_shampabanik12,population_share_within_division
2019-11-15,Joypurhat,Rajshahi,0.0,0,0.046992,kaggle_shampabanik12,population_share_within_division
2019-11-15,Naogaon,Rajshahi,0.0,0,0.136814,kaggle_shampabanik12,population_share_within_division
2019-11-15,Natore,Rajshahi,0.0,0,0.091383,kaggle_shampabanik12,population_share_within_division
2019-11-15,Pabna,Rajshahi,0.0,0,0.142957,kaggle_shampabanik12,population_share_within_division
2019-11-15,Rajshahi,Rajshahi,0.0,0,0.143222,kaggle_shampabanik12,population_share_within_division
2019-11-15,Sirajganj,Rajshahi,0.0,0,0.164973,kaggle_shampabanik12,population_share_within_division
2019-11-15,Dinajpur,Rangpur,0.1882,1,0.188249,kaggle_shampabanik12,population_share_within_division
2019-11-15,Gaibandha,Rangpur,0.1455,1,0.145491,kaggle_shampabanik12,population_share_within_division
2019-11-15,Kurigram,Rangpur,0.1323,1,0.132256,kaggle_shampabanik12,population_share_within_division
2019-11-15,Lalmonirhat,Rangpur,0.0811,1,0.081109,kaggle_shampabanik12,population_share_within_division
2019-11-15,Nilphamari,Rangpur,0.1188,1,0.118822,kaggle_shampabanik12,population_share_within_division
2019-11-15,Panchagarh,Rangpur,0.067,1,0.066995,kaggle_shampabanik12,population_share_within_division
2019-11-15,Rangpur,Rangpur,0.18,1,0.17998,kaggle_shampabanik12,population_share_within_division
2019-11-15,Thakurgaon,Rangpur,0.0871,1,0.087099,kaggle_shampabanik12,population_share_within_division
2019-11-15,Habiganj,Sylhet,0.2138,1,0.213767,kaggle_shampabanik12,population_share_within_division
2019-11-15,Moulvibazar,Sylhet,0.1924,1,0.192431,kaggle_shampabanik12,population_share_within_division
2019-11-15,Sunamganj,Sylhet,0.2443,1,0.244271,kaggle_shampabanik12,population_share_within_division
2019-11-15,Sylhet,Sylhet,0.3495,1,0.349532,kaggle_shampabanik12,population_share_within_division
2019-11-16,Barguna,Barishal,1.6657,15,0.111046,kaggle_shampabanik12,population_share_within_division
2019-11-16,Barishal,Barishal,4.237,15,0.282464,kaggle_shampabanik12,population_share_within_division
2019-11-16,Bhola,Barishal,3.1854,15,0.212362,kaggle_shampabanik12,population_share_within_division
2019-11-16,Jhalokati,Barishal,1.0898,15,0.072654,kaggle_shampabanik12,population_share_within_division
2019-11-16,Patuakhali,Barishal,2.8471,15,0.189806,kaggle_shampabanik12,population_share_within_division
2019-11-16,Pirojpur,Barishal,1.975,15,0.131668,kaggle_shampabanik12,population_share_within_division
2019-11-16,Bandarban,Chattogram,0.2898,20,0.01449,kaggle_shampabanik12,population_share_within_division
2019-11-16,Brahmanbaria,Chattogram,1.9918,20,0.099588,kaggle_shampabanik12,population_share_within_division
2019-11-16,Chandpur,Chattogram,1.5877,20,0.079384,kaggle_shampabanik12,population_share_within_division
2019-11-16,Chattogram,Chattogram,5.5234,20,0.276169,kaggle_shampabanik12,population_share_within_division
2019-11-16,Cox's Bazar,Chattogram,1.7006,20,0.085032,kaggle_shampabanik12,population_share_within_division
2019-11-16,Cumilla,Chattogram,3.742,20,0.187102,kaggle_shampabanik12,population_share_within_division
2019-11-16,Feni,Chattogram,0.9932,20,0.049662,kaggle_shampabanik12,population_share_within_division
2019-11-16,Khagrachhari,Chattogram,0.4302,20,0.021508,kaggle_shampabanik12,population_share_within_division
2019-11-16,Lakshmipur,Chattogram,1.1675,20,0.058373,kaggle_shampabanik12,population_share_within_division
2019-11-16,Noakhali,Chattogram,2.1837,20,0.109187,kaggle_shampabanik12,population_share_within_division
2019-11-16,Rangamati,Chattogram,0.3901,20,0.019504,kaggle_shampabanik12,population_share_within_division
2019-11-16,Dhaka,Dhaka,22.3274,67,0.333245,kaggle_shampabanik12,population_share_within_division
2019-11-16,Faridpur,Dhaka,3.2774,67,0.048916,kaggle_shampabanik12,population_share_within_division
2019-11-16,Gazipur,Dhaka,7.9757,67,0.119041,kaggle_shampabanik12,population_share_within_division
2019-11-16,Gopalganj,Dhaka,1.9624,67,0.029289,kaggle_shampabanik12,population_share_within_division
2019-11-16,Kishoreganj,Dhaka,4.9514,67,0.073902,kaggle_shampabanik12,population_share_within_division
2019-11-16,Madaripur,Dhaka,1.9593,67,0.029244,kaggle_shampabanik12,population_share_within_division
2019-11-16,Manikganj,Dhaka,2.3609,67,0.035237,kaggle_shampabanik12,population_share_within_division
2019-11-16,Munshiganj,Dhaka,2.463,67,0.036761,kaggle_shampabanik12,population_share_within_division
2019-11-16,Narayanganj,Dhaka,5.9235,67,0.08841,kaggle_shampabanik12,population_share_within_division
2019-11-16,Narsingdi,Dhaka,3.9162,67,0.058451,kaggle_shampabanik12,population_share_within_division
2019-11-16,Rajbari,Dhaka,1.8029,67,0.026909,kaggle_shampabanik12,population_share_within_division
2019-11-16,Shariatpur,Dhaka,1.9616,67,0.029278,kaggle_shampabanik12,population_share_within_division
2019-11-16,Tangail,Dhaka,6.1182,67,0.091316,kaggle_shampabanik12,population_share_within_division
2019-11-16,Bagerhat,Khulna,2.2532,24,0.093881,kaggle_shampabanik12,population_share_within_division
2019-11-16,Chuadanga,Khulna,1.7237,24,0.071823,kaggle_shampabanik12,population_share_within_division
2019-11-16,Jashore,Khulna,4.2978,24,0.179073,kaggle_shampabanik12,population_share_within_division
2019-11-16,Jhenaidah,Khulna,2.4742,24,0.10309,kaggle_shampabanik12,population_share_within_division
2019-11-16,Khulna,Khulna,3.6504,24,0.152099,kaggle_shampabanik12,population_share_within_division
2019-11-16,Kushtia,Khulna,3.0027,24,0.125112,kaggle_shampabanik12,population_share_within_division
2019-11-16,Magura,Khulna,1.4431,24,0.060127,kaggle_shampabanik12,population_share_within_division
2019-11-16,Meherpur,Khulna,0.9852,24,0.041052,kaggle_shampabanik12,population_share_within_division
2019-11-16,Narail,Khulna,1.1016,24,0.045901,kaggle_shampabanik12,population_share_within_division
2019-11-16,Satkhira,Khulna,3.0682,24,0.127841,kaggle_shampabanik12,population_share_within_division
2019-11-16,Jamalpur,Mymensingh,0.2045,1,0.204469,kaggle_shampabanik12,population_share_within_division
2019-11-16,Mymensingh,Mymensingh,0.4825,1,0.48252,kaggle_shampabanik12,population_share_within_division
2019-11-16,Netrokona,Mymensingh,0.1902,1,0.190165,kaggle_shampabanik12,population_share_within_division
2019-11-16,Sherpur,Mymensingh,0.1228,1,0.122846,kaggle_shampabanik12,population_share_within_division
2019-11-16,Bogura,Rajshahi,1.2843,7,0.183476,kaggle_shampabanik12,population_share_within_division
2019-11-16,Chapai Nawabganj,Rajshahi,0.6313,7,0.090184,kaggle_shampabanik12,population_share_within_division
2019-11-16,Joypurhat,Rajshahi,0.3289,7,0.046992,kaggle_shampabanik12,population_share_within_division
2019-11-16,Naogaon,Rajshahi,0.9577,7,0.136814,kaggle_shampabanik12,population_share_within_division
2019-11-16,Natore,Rajshahi,0.6397,7,0.091383,kaggle_shampabanik12,population_share_within_division
2019-11-16,Pabna,Rajshahi,1.0007,7,0.142957,kaggle_shampabanik12,population_share_within_division
2019-11-16,Rajshahi,Rajshahi,1.0026,7,0.143222,kaggle_shampabanik12,population_share_within_division
2019-11-16,Sirajganj,Rajshahi,1.1548,7,0.164973,kaggle_shampabanik12,population_share_within_division
2019-11-16,Dinajpur,Rangpur,0.1882,1,0.188249,kaggle_shampabanik12,population_share_within_division
2019-11-16,Gaibandha,Rangpur,0.1455,1,0.145491,kaggle_shampabanik12,population_share_within_division
2019-11-16,Kurigram,Rangpur,0.1323,1,0.132256,kaggle_shampabanik12,population_share_within_division
2019-11-16,Lalmonirhat,Rangpur,0.0811,1,0.081109,kaggle_shampabanik12,population_share_within_division
2019-11-16,Nilphamari,Rangpur,0.1188,1,0.118822,kaggle_shampabanik12,population_share_within_division
2019-11-16,Panchagarh,Rangpur,0.067,1,0.066995,kaggle_shampabanik12,population_share_within_division
2019-11-16,Rangpur,Rangpur,0.18,1,0.17998,kaggle_shampabanik12,population_share_within_division
2019-11-16,Thakurgaon,Rangpur,0.0871,1,0.087099,kaggle_shampabanik12,population_share_within_division
2019-11-16,Habiganj,Sylhet,0.2138,1,0.213767,kaggle_shampabanik12,population_share_within_division
2019-11-16,Moulvibazar,Sylhet,0.1924,1,0.192431,kaggle_shampabanik12,population_share_within_division
2019-11-16,Sunamganj,Sylhet,0.2443,1,0.244271,kaggle_shampabanik12,population_share_within_division
2019-11-16,Sylhet,Sylhet,0.3495,1,0.349532,kaggle_shampabanik12,population_share_within_division
2019-11-17,Barguna,Barishal,1.1105,10,0.111046,kaggle_shampabanik12,population_share_within_division
2019-11-17,Barishal,Barishal,2.8246,10,0.282464,kaggle_shampabanik12,population_share_within_division
2019-11-17,Bhola,Barishal,2.1236,10,0.212362,kaggle_shampabanik12,population_share_within_division
2019-11-17,Jhalokati,Barishal,0.7265,10,0.072654,kaggle_shampabanik12,population_share_within_division
2019-11-17,Patuakhali,Barishal,1.8981,10,0.189806,kaggle_shampabanik12,population_share_within_division
2019-11-17,Pirojpur,Barishal,1.3167,10,0.131668,kaggle_shampabanik12,population_share_within_division
2019-11-17,Bandarban,Chattogram,0.4202,29,0.01449,kaggle_shampabanik12,population_share_within_division
2019-11-17,Brahmanbaria,Chattogram,2.8881,29,0.099588,kaggle_shampabanik12,population_share_within_division
2019-11-17,Chandpur,Chattogram,2.3021,29,0.079384,kaggle_shampabanik12,population_share_within_division
2019-11-17,Chattogram,Chattogram,8.0089,29,0.276169,kaggle_shampabanik12,population_share_within_division
2019-11-17,Cox's Bazar,Chattogram,2.4659,29,0.085032,kaggle_shampabanik12,population_share_within_division
2019-11-17,Cumilla,Chattogram,5.426,29,0.187102,kaggle_shampabanik12,population_share_within_division
2019-11-17,Feni,Chattogram,1.4402,29,0.049662,kaggle_shampabanik12,population_share_within_division
2019-11-17,Khagrachhari,Chattogram,0.6237,29,0.021508,kaggle_shampabanik12,population_share_within_division
2019-11-17,Lakshmipur,Chattogram,1.6928,29,0.058373,kaggle_shampabanik12,population_share_within_division
2019-11-17,Noakhali,Chattogram,3.1664,29,0.109187,kaggle_shampabanik12,population_share_within_division
2019-11-17,Rangamati,Chattogram,0.5656,29,0.019504,kaggle_shampabanik12,population_share_within_division
2019-11-17,Dhaka,Dhaka,21.3277,64,0.333245,kaggle_shampabanik12,population_share_within_division
2019-11-17,Faridpur,Dhaka,3.1306,64,0.048916,kaggle_shampabanik12,population_share_within_division
2019-11-17,Gazipur,Dhaka,7.6186,64,0.119041,kaggle_shampabanik12,population_share_within_division
2019-11-17,Gopalganj,Dhaka,1.8745,64,0.029289,kaggle_shampabanik12,population_share_within_division
2019-11-17,Kishoreganj,Dhaka,4.7297,64,0.073902,kaggle_shampabanik12,population_share_within_division
2019-11-17,Madaripur,Dhaka,1.8716,64,0.029244,kaggle_shampabanik12,population_share_within_division
2019-11-17,Manikganj,Dhaka,2.2552,64,0.035237,kaggle_shampabanik12,population_share_within_division
2019-11-17,Munshiganj,Dhaka,2.3527,64,0.036761,kaggle_shampabanik12,population_share_within_division
2019-11-17,Narayanganj,Dhaka,5.6583,64,0.08841,kaggle_shampabanik12,population_share_within_division
2019-11-17,Narsingdi,Dhaka,3.7409,64,0.058451,kaggle_shampabanik12,population_share_within_division
2019-11-17,Rajbari,Dhaka,1.7222,64,0.026909,kaggle_shampabanik12,population_share_within_division
2019-11-17,Shariatpur,Dhaka,1.8738,64,0.029278,kaggle_shampabanik12,population_share_within_division
2019-11-17,Tangail,Dhaka,5.8442,64,0.091316,kaggle_shampabanik12,population_share_within_division
2019-11-17,Bagerhat,Khulna,2.4409,26,0.093881,kaggle_shampabanik12,population_share_within_division
2019-11-17,Chuadanga,Khulna,1.8674,26,0.071823,kaggle_shampabanik12,population_share_within_division
2019-11-17,Jashore,Khulna,4.6559,26,0.179073,kaggle_shampabanik12,population_share_within_division
2019-11-17,Jhenaidah,Khulna,2.6803,26,0.10309,kaggle_shampabanik12,population_share_within_division
2019-11-17,Khulna,Khulna,3.9546,26,0.152099,kaggle_shampabanik12,population_share_within_division
2019-11-17,Kushtia,Khulna,3.2529,26,0.125112,kaggle_shampabanik12,population_share_within_division
2019-11-17,Magura,Khulna,1.5633,26,0.060127,kaggle_shampabanik12,population_share_within_division
2019-11-17,Meherpur,Khulna,1.0673,26,0.041052,kaggle_shampabanik12,population_share_within_division
2019-11-17,Narail,Khulna,1.1934,26,0.045901,kaggle_shampabanik12,population_share_within_division
2019-11-17,Satkhira,Khulna,3.3239,26,0.127841,kaggle_shampabanik12,population_share_within_division
2019-11-17,Jamalpur,Mymensingh,0.6134,3,0.204469,kaggle_shampabanik12,population_share_within_division
2019-11-17,Mymensingh,Mymensingh,1.4476,3,0.48252,kaggle_shampabanik12,population_share_within_division
2019-11-17,Netrokona,Mymensingh,0.5705,3,0.190165,kaggle_shampabanik12,population_share_within_division
2019-11-17,Sherpur,Mymensingh,0.3685,3,0.122846,kaggle_shampabanik12,population_share_within_division
2019-11-17,Bogura,Rajshahi,1.2843,7,0.183476,kaggle_shampabanik12,population_share_within_division
2019-11-17,Chapai Nawabganj,Rajshahi,0.6313,7,0.090184,kaggle_shampabanik12,population_share_within_division
2019-11-17,Joypurhat,Rajshahi,0.3289,7,0.046992,kaggle_shampabanik12,population_share_within_division
2019-11-17,Naogaon,Rajshahi,0.9577,7,0.136814,kaggle_shampabanik12,population_share_within_division
2019-11-17,Natore,Rajshahi,0.6397,7,0.091383,kaggle_shampabanik12,population_share_within_division
2019-11-17,Pabna,Rajshahi,1.0007,7,0.142957,kaggle_shampabanik12,population_share_within_division
2019-11-17,Rajshahi,Rajshahi,1.0026,7,0.143222,kaggle_shampabanik12,population_share_within_division
2019-11-17,Sirajganj,Rajshahi,1.1548,7,0.164973,kaggle_shampabanik12,population_share_within_division
2019-11-17,Dinajpur,Rangpur,0.5647,3,0.188249,kaggle_shampabanik12,population_share_within_division
2019-11-17,Gaibandha,Rangpur,0.4365,3,0.145491,kaggle_shampabanik12,population_share_within_division
2019-11-17,Kurigram,Rangpur,0.3968,3,0.132256,kaggle_shampabanik12,population_share_within_division
2019-11-17,Lalmonirhat,Rangpur,0.2433,3,0.081109,kaggle_shampabanik12,population_share_within_division
2019-11-17,Nilphamari,Rangpur,0.3565,3,0.118822,kaggle_shampabanik12,population_share_within_division
2019-11-17,Panchagarh,Rangpur,0.201,3,0.066995,kaggle_shampabanik12,population_share_within_division
2019-11-17,Rangpur,Rangpur,0.5399,3,0.17998,kaggle_shampabanik12,population_share_within_division
2019-11-17,Thakurgaon,Rangpur,0.2613,3,0.087099,kaggle_shampabanik12,population_share_within_division
2019-11-17,Habiganj,Sylhet,0.2138,1,0.213767,kaggle_shampabanik12,population_share_within_division
2019-11-17,Moulvibazar,Sylhet,0.1924,1,0.192431,kaggle_shampabanik12,population_share_within_division
2019-11-17,Sunamganj,Sylhet,0.2443,1,0.244271,kaggle_shampabanik12,population_share_within_division
2019-11-17,Sylhet,Sylhet,0.3495,1,0.349532,kaggle_shampabanik12,population_share_within_division
2019-11-18,Barguna,Barishal,0.9994,9,0.111046,kaggle_shampabanik12,population_share_within_division
2019-11-18,Barishal,Barishal,2.5422,9,0.282464,kaggle_shampabanik12,population_share_within_division
2019-11-18,Bhola,Barishal,1.9113,9,0.212362,kaggle_shampabanik12,population_share_within_division
2019-11-18,Jhalokati,Barishal,0.6539,9,0.072654,kaggle_shampabanik12,population_share_within_division
2019-11-18,Patuakhali,Barishal,1.7083,9,0.189806,kaggle_shampabanik12,population_share_within_division
2019-11-18,Pirojpur,Barishal,1.185,9,0.131668,kaggle_shampabanik12,population_share_within_division
2019-11-18,Bandarban,Chattogram,0.3188,22,0.01449,kaggle_shampabanik12,population_share_within_division
2019-11-18,Brahmanbaria,Chattogram,2.1909,22,0.099588,kaggle_shampabanik12,population_share_within_division
2019-11-18,Chandpur,Chattogram,1.7465,22,0.079384,kaggle_shampabanik12,population_share_within_division
2019-11-18,Chattogram,Chattogram,6.0757,22,0.276169,kaggle_shampabanik12,population_share_within_division
2019-11-18,Cox's Bazar,Chattogram,1.8707,22,0.085032,kaggle_shampabanik12,population_share_within_division
2019-11-18,Cumilla,Chattogram,4.1162,22,0.187102,kaggle_shampabanik12,population_share_within_division
